protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
icmp,175.103.43.90,,175.103.46.158,,,speedtest.c,,IN.bound
tcp,175.103.46.158,60888.0,43.134.53.182,800.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,51630.0,117.18.232.240,80.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,51679.0,117.18.232.240,80.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,60458.0,103.66.70.62,80.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,61271.0,103.66.70.62,80.0,established,speedtest.c,,OUT.bound
tcp,175.103.43.90,58705.0,146.196.111.218,899.0,established,speedtest.c,,IN.bound
udp,175.103.46.158,5678.0,192.168.124.1,53.0,,speedtest.c,,local
udp,175.103.46.158,5678.0,192.168.1.1,53.0,,speedtest.c,,local
udp,175.103.46.158,5678.0,192.168.122.1,53.0,,speedtest.c,,local
tcp,54.255.247.221,13501.0,175.103.46.158,50302.0,established,,,IN.bound
udp,175.103.46.158,5678.0,192.168.121.1,53.0,,speedtest.c,,local
udp,175.103.46.158,59156.0,31.13.95.60,443.0,,speedtest.c,,OUT.bound
tcp,175.103.46.158,44654.0,101.32.248.90,800.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,52476.0,92.223.85.52,443.0,established,,,OUT.bound
tcp,54.255.247.221,13501.0,175.103.46.158,44712.0,established,,,IN.bound
udp,175.103.46.158,48558.0,51.81.245.139,25.0,,speedtest.c,,OUT.bound
tcp,175.103.46.158,58429.0,3.33.193.183,443.0,established,speedtest.c,,OUT.bound
udp,175.103.46.158,63489.0,74.125.24.190,443.0,,speedtest.c,,OUT.bound
tcp,43.133.45.194,799.0,175.103.46.158,39828.0,established,speedtest.c,,IN.bound
tcp,139.180.158.87,6035.0,175.103.46.158,54820.0,established,,,IN.bound
udp,175.103.46.158,53527.0,172.217.194.95,443.0,,speedtest.c,,OUT.bound
tcp,175.103.46.158,48930.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,44290.0,43.134.120.219,800.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,33130.0,43.128.74.37,800.0,established,speedtest.c,,OUT.bound
tcp,43.133.45.194,799.0,175.103.46.158,40120.0,established,speedtest.c,,IN.bound
tcp,175.103.46.158,46294.0,43.134.53.107,800.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,58157.0,209.58.183.231,6568.0,established,,,OUT.bound
tcp,157.240.217.60,443.0,175.103.46.158,54232.0,established,speedtest.c,,IN.bound
tcp,175.103.46.158,64499.0,157.240.13.54,443.0,established,speedtest.c,,OUT.bound
tcp,103.107.199.6,80.0,175.103.46.158,50269.0,established,,,IN.bound
tcp,54.255.247.221,13501.0,175.103.46.158,33502.0,established,,,IN.bound
tcp,43.128.74.37,799.0,175.103.46.158,43880.0,established,,,IN.bound
tcp,175.103.46.158,44290.0,13.228.104.163,8084.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,45972.0,47.241.125.77,7002.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,48316.0,43.133.45.194,800.0,established,speedtest.c,,OUT.bound
tcp,43.134.120.219,799.0,175.103.46.158,56376.0,established,speedtest.c,,IN.bound
tcp,175.103.46.158,58174.0,157.240.199.61,443.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,40162.0,43.133.45.194,800.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,55470.0,74.125.68.95,443.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,64278.0,143.244.33.68,6568.0,established,,,OUT.bound
tcp,175.103.46.158,48466.0,103.107.199.6,443.0,established,,,OUT.bound
tcp,175.103.46.158,60463.0,118.98.77.147,80.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,49679.0,23.106.252.102,443.0,established,,,OUT.bound
tcp,18.163.242.58,23015.0,175.103.46.158,35948.0,established,speedtest.c,,IN.bound
tcp,175.103.46.158,50382.0,103.8.238.188,443.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,50383.0,103.8.238.188,443.0,established,speedtest.c,,OUT.bound
udp,175.103.46.158,49215.0,216.239.38.120,443.0,,speedtest.c,,OUT.bound
tcp,175.103.46.158,64320.0,34.84.242.117,5938.0,established,speedtest.c,,OUT.bound
tcp,175.103.46.158,64375.0,142.251.10.188,443.0,established,,,OUT.bound
tcp,175.103.46.158,50384.0,103.8.238.188,443.0,established,speedtest.c,,OUT.bound
tcp,54.255.247.221,13501.0,175.103.46.158,36164.0,established,,,IN.bound
tcp,175.103.46.158,50379.0,103.8.238.188,443.0,established,speedtest.c,,OUT.bound
tcp,43.133.45.194,799.0,175.103.46.158,52120.0,established,,,IN.bound
icmp,175.103.46.158,,175.103.46.157,,,speedtest.c,,local
