protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,175.103.43.90,50164,43.247.15.4,8081,established,LOKAL.c,
udp,192.168.1.15,38703,167.179.67.29,21116,,INTL.c,
tcp,175.103.43.90,50088,43.247.15.4,899,established,,
udp,192.168.1.15,43253,124.70.190.43,21116,,INTL.c,
icmp,175.103.43.90,,43.247.15.4,,,,
tcp,175.103.43.90,55820,43.247.15.4,899,established,,
tcp,192.168.1.15,46110,47.241.102.53,31006,established,INTL.c,
udp,0.0.0.0,20561,255.255.255.255,20561,,,
tcp,192.168.1.15,36427,47.241.191.117,31006,established,INTL.c,
tcp,192.168.1.15,43482,47.245.116.221,8820,established,INTL.c,
udp,192.168.1.15,4500,103.146.63.122,4500,,LOKAL.c,
tcp,192.168.1.15,46634,142.251.12.91,443,established,LOKAL.c,
tcp,192.168.1.15,50762,143.244.33.73,443,established,INTL.c,
tcp,192.168.1.15,52150,92.223.85.121,443,established,INTL.c,
tcp,192.168.1.15,56374,92.223.85.164,443,established,INTL.c,
tcp,192.168.1.15,63111,209.58.183.231,443,established,INTL.c,
tcp,192.168.1.15,56720,122.144.2.205,443,established,LOKAL.c,
udp,192.168.1.15,47280,122.144.2.204,443,,LOKAL.c,
udp,10.172.40.35,58791,255.255.255.255,10002,,,
udp,192.168.1.15,21558,34.126.80.150,3478,,LOKAL.c,
udp,10.172.41.90,49937,255.255.255.255,10002,,,
udp,192.168.1.15,18924,34.126.80.150,3478,,LOKAL.c,
tcp,192.168.1.15,50760,34.101.50.130,5938,established,LOKAL.c,
udp,103.234.253.210,5678,255.255.255.255,5678,,,
udp,10.172.41.58,42751,255.255.255.255,10002,,,
udp,10.172.40.3,5678,255.255.255.255,5678,,,
udp,10.172.41.51,35434,255.255.255.255,10002,,,
udp,192.168.1.15,46232,122.144.1.1,53,,LOKAL.c,
udp,10.172.41.50,54016,255.255.255.255,10002,,,
tcp,192.168.1.15,41436,74.125.24.188,5228,established,LOKAL.c,
tcp,192.168.1.15,47320,47.245.119.50,443,established,INTL.c,
udp,10.172.40.59,51686,255.255.255.255,10002,,,
udp,192.168.1.15,56832,35.247.161.22,5683,,LOKAL.c,
tcp,192.168.1.15,56748,34.87.93.12,80,time-wait,LOKAL.c,
udp,192.168.1.15,43013,122.144.1.1,53,,LOKAL.c,
tcp,192.168.1.15,53411,34.87.93.12,80,time-wait,LOKAL.c,
udp,10.172.40.148,5678,255.255.255.255,5678,,,
udp,10.172.40.156,5678,255.255.255.255,5678,,,
udp,43.247.15.4,36833,10.79.21.14,1812,,,
udp,43.247.15.4,58452,10.79.21.14,1812,,,
tcp,175.103.43.90,50705,43.247.15.4,8278,established,,
udp,43.247.15.4,52428,10.79.21.14,1813,,,
udp,43.247.15.4,54271,122.144.3.6,514,,,
udp,43.247.15.4,55818,10.79.21.14,1813,,,
tcp,175.103.43.90,50704,43.247.15.4,8278,time-wait,,
udp,10.172.40.91,59253,255.255.255.255,10002,,,
