.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*28B3,tcp,175.103.43.90:50164,43.247.15.4:8081,192.168.1.15:7788,175.103.43.90:50164,,established,,4m59s,LOKAL.c,248,16736,0,0,418,509256,0,0,4160,149952,False,True,True,True,False,False,False,True,,,,2023-11-21 09:03:37 WIB
*28D6,udp,192.168.1.15:38703,167.179.67.29:21116,167.179.67.29:21116,43.247.15.4:38703,,,,9s,INTL.c,18,792,0,0,0,0,0,0,352,0,False,False,False,True,False,False,True,False,,,,2023-11-21 09:03:37 WIB
*2936,tcp,175.103.43.90:50088,43.247.15.4:899,43.247.15.4:899,175.103.43.90:50088,,established,,4m59s,,324,28880,0,0,424,495658,0,0,9088,128592,False,True,True,True,False,False,False,False,,,,2023-11-21 09:03:37 WIB
*2A3A,udp,192.168.1.15:43253,124.70.190.43:21116,124.70.190.43:21116,43.247.15.4:43253,,,,9s,INTL.c,15,660,0,0,0,0,0,0,704,0,False,False,False,True,False,False,True,False,,,,2023-11-21 09:03:37 WIB
*3CC7,icmp,175.103.43.90,43.247.15.4,43.247.15.4,175.103.43.90,,,,9s,,27,2484,0,0,27,2484,0,0,736,736,False,True,False,True,False,False,False,False,0,8,11,2023-11-21 09:03:37 WIB
*3CCE,tcp,175.103.43.90:55820,43.247.15.4:899,43.247.15.4:899,175.103.43.90:55820,,established,,4m59s,,142,9084,0,0,255,316126,0,0,2912,86928,False,True,True,True,False,False,False,False,,,,2023-11-21 09:03:37 WIB
*3CD4,icmp,175.103.43.90,43.247.15.4,43.247.15.4,175.103.43.90,,,,9s,,24,2208,0,0,24,2208,0,0,1472,1472,False,True,False,True,False,False,False,False,0,8,1,2023-11-21 09:03:37 WIB
*3CD7,tcp,192.168.1.15:46110,47.241.102.53:31006,47.241.102.53:31006,43.247.15.4:46110,,established,,23h59m37s,INTL.c,2,106,0,0,1,54,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-21 09:03:37 WIB
*3CD8,udp,0.0.0.0:20561,255.255.255.255:20561,255.255.255.255:20561,0.0.0.0:20561,,,,8s,,1,50,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-21 09:03:37 WIB
*3CD9,tcp,192.168.1.15:36427,47.241.191.117:31006,47.241.191.117:31006,43.247.15.4:36427,,established,,23h59m55s,INTL.c,5,1078,0,0,5,274,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-21 09:03:37 WIB
*3CDA,tcp,192.168.1.15:43482,47.245.116.221:8820,47.245.116.221:8820,43.247.15.4:43482,,established,,23h59m58s,INTL.c,4,706,0,0,4,162,0,0,2496,320,False,True,True,True,False,False,True,False,,,,2023-11-21 09:03:37 WIB
*3CDD,udp,192.168.1.15:4500,103.146.63.122:4500,103.146.63.122:4500,43.247.15.4:4500,,,,2m58s,LOKAL.c,27,3437,0,0,6,749,0,0,2048,1152,False,True,True,True,False,False,True,False,,,,2023-11-21 09:03:37 WIB
