protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,175.103.46.158,51160,13.107.21.239,443,established,speedtest.c
tcp,157.240.7.54,443,175.103.46.158,58238,last-ack,speedtest.c
tcp,43.134.120.219,799,175.103.46.158,56422,established,
tcp,43.133.45.194,799,175.103.46.158,51558,established,
tcp,43.133.45.194,799,175.103.46.158,39788,established,speedtest.c
tcp,43.134.53.107,799,175.103.46.158,45752,established,
tcp,175.103.46.158,49223,20.198.119.84,443,established,
tcp,130.44.212.236,443,175.103.46.158,52286,established,speedtest.c
udp,175.103.46.158,53672,74.125.130.94,443,,speedtest.c
udp,175.103.46.158,62365,74.125.130.136,443,,speedtest.c
tcp,175.103.46.158,60333,4.154.131.237,443,established,
udp,175.103.46.158,55472,74.125.130.136,443,,speedtest.c
tcp,175.103.46.158,59766,157.240.7.53,443,established,speedtest.c
tcp,175.103.46.158,33862,157.240.199.61,443,established,speedtest.c
tcp,175.103.46.158,42290,172.64.164.30,443,established,speedtest.c
udp,175.103.46.158,50088,216.239.38.120,443,,speedtest.c
tcp,175.103.46.158,61279,184.25.236.193,443,syn-sent,
tcp,175.103.46.158,51184,52.184.217.37,443,established,speedtest.c
tcp,175.103.46.158,64504,34.93.210.73,5938,established,speedtest.c
tcp,18.163.242.58,23002,175.103.46.158,44584,established,speedtest.c
tcp,175.103.46.158,54134,143.42.76.52,4001,syn-sent,
tcp,175.103.46.158,58006,52.34.17.190,80,syn-sent,
tcp,175.103.46.158,50055,103.8.238.188,443,established,speedtest.c
tcp,175.103.46.158,48598,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,63024,36.67.189.250,443,established,speedtest.c
tcp,175.103.46.158,50054,103.8.238.188,443,established,speedtest.c
tcp,175.103.46.158,51246,34.104.128.0,443,established,
tcp,175.103.46.158,36538,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,50050,103.8.238.188,443,established,speedtest.c
tcp,175.103.46.158,50051,103.8.238.188,443,established,speedtest.c
udp,175.103.46.158,55844,74.125.68.95,443,,speedtest.c
tcp,185.10.68.123,443,175.103.46.158,55469,established,speedtest.c
tcp,157.240.7.54,443,175.103.46.158,56316,last-ack,speedtest.c
tcp,175.103.46.158,50053,103.8.238.188,443,established,speedtest.c
tcp,175.103.46.158,50052,103.8.238.188,443,established,speedtest.c
tcp,175.103.46.158,42948,143.42.76.52,4001,syn-sent,
tcp,175.103.46.158,64335,34.208.203.4,8883,established,speedtest.c
tcp,175.103.46.158,38148,143.42.76.52,4001,syn-sent,
tcp,175.103.46.158,64320,34.84.242.117,5938,established,speedtest.c
tcp,175.103.46.158,64491,20.198.119.143,443,established,speedtest.c
tcp,45.89.228.144,443,175.103.46.158,63794,established,speedtest.c
udp,175.103.46.158,63443,142.251.10.91,443,,speedtest.c
tcp,175.103.46.158,55926,141.95.99.59,443,established,speedtest.c
tcp,43.198.50.186,23002,175.103.46.158,40184,established,speedtest.c
tcp,175.103.46.158,60334,118.98.93.73,443,syn-sent,
udp,175.103.46.158,53610,172.217.194.119,443,,speedtest.c
tcp,175.103.46.158,64497,20.198.119.84,443,established,
tcp,175.103.46.158,39850,143.42.76.52,4001,syn-sent,
tcp,175.103.46.158,50840,172.67.9.40,443,established,speedtest.c
udp,175.103.46.158,57662,216.239.38.120,443,,speedtest.c
tcp,175.103.46.158,45186,143.42.76.52,4001,syn-sent,
tcp,101.32.248.90,799,175.103.46.158,47232,established,
tcp,182.148.200.11,33172,175.103.46.158,445,syn-sent,
tcp,175.103.46.158,49833,20.198.119.143,443,established,speedtest.c
tcp,175.103.46.158,60335,52.252.198.177,443,established,speedtest.c
tcp,175.103.46.158,60336,104.208.16.89,443,close,speedtest.c
udp,10.20.30.114,58918,255.255.255.255,10002,,speedtest.c
tcp,175.103.46.158,54694,36.67.50.104,443,time-wait,speedtest.c
tcp,47.236.101.216,55429,175.103.46.156,17,syn-sent,
tcp,175.103.46.158,54679,36.67.50.104,443,time-wait,speedtest.c
tcp,175.103.46.158,51462,23.223.114.56,443,close,speedtest.c
tcp,175.103.46.158,64505,74.125.200.188,5228,established,
udp,175.103.46.158,53971,36.86.63.182,3544,,speedtest.c
tcp,175.103.46.158,52455,20.212.31.164,443,established,speedtest.c
udp,146.196.111.212,5678,255.255.255.255,5678,,speedtest.c
tcp,175.103.46.158,56321,157.240.235.60,443,established,speedtest.c
tcp,175.103.46.158,51464,23.223.114.56,443,close,speedtest.c
tcp,175.103.46.158,51463,118.98.93.74,80,syn-sent,
udp,10.20.30.75,50157,255.255.255.255,10002,,speedtest.c
udp,175.103.46.158,61256,216.239.38.120,443,,speedtest.c
udp,175.103.46.158,5678,8.8.8.8,53,,speedtest.c
tcp,175.103.46.158,54751,36.67.50.104,443,time-wait,speedtest.c
udp,175.103.46.158,50017,142.251.85.105,443,,speedtest.c
tcp,175.103.46.158,54707,36.67.50.104,443,time-wait,speedtest.c
udp,175.103.46.158,52772,122.144.2.205,443,,speedtest.c
udp,10.20.30.26,41659,255.255.255.255,10002,,speedtest.c
tcp,175.103.46.158,63026,23.216.158.130,80,established,speedtest.c
tcp,175.103.46.158,54334,188.42.124.140,443,time-wait,speedtest.c
tcp,175.103.46.158,61280,184.25.236.201,443,syn-sent,
udp,175.103.46.158,60656,74.125.200.190,443,,speedtest.c
tcp,175.103.46.158,54769,36.67.50.104,443,time-wait,speedtest.c
tcp,175.103.46.158,53102,20.198.119.143,443,established,
udp,10.20.30.90,47973,255.255.255.255,10002,,speedtest.c
tcp,175.103.46.158,54787,36.67.50.104,443,time-wait,speedtest.c
tcp,175.103.46.158,63027,23.216.158.131,80,established,speedtest.c
tcp,175.103.46.158,55058,104.22.21.162,443,established,speedtest.c
tcp,175.103.46.158,35474,103.82.219.44,80,established,
tcp,175.103.46.158,50067,103.8.238.188,443,time-wait,speedtest.c
udp,175.103.46.158,41716,31.13.95.1,443,,speedtest.c
tcp,175.103.46.158,50063,103.8.238.188,443,time-wait,speedtest.c
tcp,175.103.46.158,50064,103.8.238.188,443,time-wait,speedtest.c
tcp,175.103.46.158,50066,103.8.238.188,443,time-wait,speedtest.c
tcp,175.103.46.158,54810,118.97.79.198,443,time-wait,speedtest.c
tcp,175.103.46.158,50065,103.8.238.188,443,time-wait,speedtest.c
tcp,175.103.46.158,40682,143.198.82.32,9000,established,speedtest.c
tcp,175.103.46.158,53262,172.67.9.40,443,established,speedtest.c
tcp,180.101.88.196,25227,175.103.46.158,22,close,speedtest.c
tcp,175.103.46.158,50893,20.212.88.117,443,established,speedtest.c
tcp,175.103.46.158,49451,194.138.240.119,443,established,speedtest.c
tcp,175.103.46.158,50062,103.8.238.188,443,time-wait,speedtest.c
udp,10.20.30.123,49977,255.255.255.255,10002,,speedtest.c
tcp,175.103.46.158,50068,103.8.238.188,443,time-wait,speedtest.c
tcp,3.33.193.183,443,175.103.46.158,58429,established,speedtest.c
udp,175.103.46.158,60249,36.86.63.182,3544,,speedtest.c
tcp,175.103.46.158,60337,118.98.113.139,80,syn-sent,
tcp,175.103.46.158,51427,74.125.68.95,443,established,
tcp,175.103.46.158,54835,118.97.79.198,443,time-wait,speedtest.c
tcp,175.103.46.158,37856,157.240.15.61,5222,established,speedtest.c
tcp,161.35.12.57,443,175.103.46.158,58435,established,speedtest.c
tcp,77.90.185.186,57665,175.103.46.158,19363,syn-sent,
tcp,45.152.188.213,443,175.103.46.158,58434,established,speedtest.c
tcp,175.103.46.158,54136,143.42.76.52,4001,syn-sent,
tcp,175.103.46.158,54879,118.97.79.198,443,time-wait,speedtest.c
tcp,158.247.230.179,443,175.103.46.158,58433,established,speedtest.c
udp,10.20.30.163,38816,255.255.255.255,10002,,speedtest.c
tcp,175.103.46.158,51458,20.198.119.143,443,established,speedtest.c
tcp,175.103.46.158,38152,143.42.76.52,4001,syn-sent,
tcp,175.103.46.158,51465,118.98.113.176,443,established,speedtest.c
udp,146.196.111.218,46741,10.79.16.9,1812,,speedtest.c
tcp,175.103.43.90,60229,146.196.111.218,8278,time-wait,speedtest.c
tcp,175.103.46.158,42954,143.42.76.52,4001,syn-sent,
udp,146.196.111.217,5678,255.255.255.255,5678,,speedtest.c
tcp,175.103.46.158,58007,52.34.17.190,80,syn-sent,
tcp,175.103.46.158,57822,188.42.124.92,443,time-wait,speedtest.c
udp,146.196.111.221,5678,255.255.255.255,5678,,speedtest.c
udp,175.103.46.158,42715,34.107.238.235,443,,speedtest.c
udp,175.103.46.158,36906,23.216.158.64,443,,speedtest.c
udp,175.103.46.158,53826,216.239.38.120,443,,speedtest.c
tcp,3.216.157.50,7010,175.103.46.158,58440,established,speedtest.c
udp,175.103.46.158,41113,34.149.173.23,443,,speedtest.c
tcp,3.211.186.177,443,175.103.46.158,58446,established,speedtest.c
udp,175.103.46.158,45200,23.47.190.98,443,,speedtest.c
tcp,175.103.46.158,56832,188.42.122.76,443,time-wait,speedtest.c
tcp,218.92.0.101,56772,175.103.46.158,22,close,speedtest.c
tcp,175.103.46.158,45194,143.42.76.52,4001,syn-sent,
tcp,43.198.50.186,23005,175.103.46.158,43774,established,speedtest.c
tcp,175.103.46.158,39852,143.42.76.52,4001,syn-sent,
tcp,175.103.46.158,50070,39.108.40.9,443,syn-sent,
tcp,175.103.46.158,64998,74.125.200.188,5228,established,
udp,175.103.46.158,44749,210.210.145.139,443,,speedtest.c
tcp,175.103.46.158,49836,36.86.63.182,443,syn-sent,
tcp,175.103.46.158,50069,168.235.203.193,443,syn-sent,
tcp,175.103.46.158,57776,142.250.190.3,443,established,speedtest.c
tcp,175.103.46.158,60338,13.107.21.239,443,established,speedtest.c
tcp,175.103.46.158,61281,184.25.236.176,443,syn-sent,
udp,175.103.46.158,53654,23.216.158.25,443,,speedtest.c
udp,175.103.46.158,55532,34.117.36.110,443,,speedtest.c
udp,146.196.111.218,54520,10.79.16.9,1812,,speedtest.c
tcp,175.103.46.158,55028,118.97.79.198,443,established,speedtest.c
tcp,175.103.46.158,56313,104.208.16.90,443,established,
tcp,175.103.46.158,64375,142.251.10.188,443,established,
udp,146.196.111.218,47460,10.79.16.9,1813,,speedtest.c
udp,146.196.111.218,49212,10.79.16.9,1813,,speedtest.c
udp,146.196.111.218,40636,122.144.3.6,514,,
tcp,175.103.43.90,60230,146.196.111.218,8278,established,speedtest.c
udp,175.103.46.158,41975,23.38.195.91,443,,speedtest.c
tcp,175.103.46.158,53662,34.143.146.137,5938,established,speedtest.c
udp,175.103.46.158,123,52.148.114.188,123,,speedtest.c
udp,146.196.111.218,40243,10.79.16.9,1813,,speedtest.c
