protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,122.144.6.226,61200,31.13.95.60,443,established,LOKAL.c,
tcp,122.144.6.226,63349,23.106.252.102,443,established,INTL.c,
icmp,122.144.6.226,,8.8.8.8,,,,
tcp,175.103.43.90,52932,103.136.6.162,899,established,,
tcp,122.144.6.226,35034,31.13.95.9,443,established,LOKAL.c,
udp,122.144.6.226,50021,52.112.180.165,3480,,INTL.c,
udp,122.144.6.226,50040,52.112.180.165,3481,,INTL.c,
udp,122.144.6.226,31807,103.166.48.122,58490,,LOKAL.c,
tcp,182.1.122.168,56321,122.144.6.226,7211,established,LOKAL.c,
udp,122.144.6.226,50040,8.8.8.8,443,,LOKAL.c,
udp,162.142.125.93,54386,103.136.6.162,5060,,,
tcp,122.144.6.226,60526,204.79.197.239,443,close,LOKAL.c,
tcp,122.144.6.226,49902,91.108.56.165,443,established,INTL.c,
tcp,122.144.6.226,58028,74.125.130.100,443,established,LOKAL.c,
udp,122.144.6.226,51529,157.240.208.63,443,,LOKAL.c,
tcp,122.144.6.226,56212,31.13.95.9,443,close,LOKAL.c,
udp,122.144.6.226,58639,8.8.4.4,443,,LOKAL.c,
icmp,175.103.43.90,,122.144.6.226,,,,
tcp,122.144.6.226,59075,52.113.194.132,443,close,LOKAL.c,
tcp,122.144.6.226,33184,13.33.88.64,443,established,INTL.c,
ipsec-esp,103.166.48.122,,122.144.6.226,,,LOKAL.c,
tcp,122.144.6.226,50332,54.192.150.48,443,established,INTL.c,
udp,122.144.6.226,51880,31.13.95.9,443,,LOKAL.c,
udp,122.144.6.226,50929,31.13.95.1,443,,LOKAL.c,
tcp,122.144.6.226,63531,103.166.48.126,443,established,LOKAL.c,
udp,122.144.6.226,64164,157.240.208.60,443,,LOKAL.c,
tcp,122.144.6.226,46642,52.215.51.250,443,established,INTL.c,
udp,122.144.6.226,52807,74.125.68.95,443,,LOKAL.c,
udp,122.144.6.226,32785,74.125.68.95,443,,LOKAL.c,
udp,122.144.6.226,46399,157.240.208.16,443,,LOKAL.c,
tcp,122.144.6.226,42488,47.241.72.88,443,close,INTL.c,
tcp,122.144.6.226,60510,52.114.36.190,443,established,INTL.c,
tcp,122.144.6.226,61369,92.223.85.148,443,established,INTL.c,
tcp,122.144.6.226,61185,142.251.88.41,443,established,INTL.c,
udp,122.144.6.226,56940,34.120.241.214,443,,INTL.c,
tcp,122.144.6.226,60354,52.108.186.3,443,established,INTL.c,
tcp,122.144.6.226,58135,31.13.95.61,443,established,LOKAL.c,
udp,122.144.6.226,53906,103.119.230.141,443,,LOKAL.c,
udp,122.144.6.226,33646,74.125.68.95,443,,LOKAL.c,
udp,122.144.6.226,54405,8.8.8.8,443,,LOKAL.c,
udp,122.144.6.226,59676,8.8.4.4,443,,LOKAL.c,
udp,122.144.6.226,46664,34.149.173.23,443,,INTL.c,
udp,122.144.6.226,55263,23.48.173.8,443,,LOKAL.c,
tcp,122.144.6.226,58012,31.13.95.60,443,established,LOKAL.c,
tcp,122.144.6.226,56901,172.217.194.188,5228,established,LOKAL.c,
udp,122.144.6.226,60608,31.13.95.13,443,,LOKAL.c,
tcp,122.144.6.226,48530,31.13.95.61,5222,established,LOKAL.c,
tcp,122.144.6.226,61194,40.74.98.192,443,time-wait,INTL.c,
tcp,122.144.6.226,58041,143.244.33.54,443,established,INTL.c,
tcp,122.144.6.226,49514,52.108.79.30,443,established,INTL.c,
tcp,122.144.6.226,57711,20.198.119.143,443,established,INTL.c,
tcp,122.144.6.226,63528,172.217.194.188,5228,established,LOKAL.c,
tcp,122.144.6.226,36478,8.222.223.41,8820,established,INTL.c,
udp,122.144.6.226,56585,34.36.31.173,443,,INTL.c,
udp,122.144.6.226,64545,52.98.84.82,443,,INTL.c,
tcp,122.144.6.226,65252,31.13.95.60,443,established,LOKAL.c,
tcp,122.144.6.226,53028,31.13.95.60,443,established,LOKAL.c,
tcp,122.144.6.226,46676,47.236.113.82,8820,established,INTL.c,
