protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,13.13.13.2,50829,31.13.95.60,443,established,LOKAL.c
udp,13.13.13.2,56518,74.125.130.95,443,,LOKAL.c
tcp,13.13.13.2,57913,163.70.153.60,443,established,LOKAL.c
gre,139.255.11.198,,175.103.46.94,,,
tcp,36.65.58.53,50323,175.103.46.94,491,established,LOKAL.c
udp,13.13.13.2,25409,46.150.65.212,53777,,INTL.c
tcp,180.246.88.132,53626,175.103.46.94,491,established,LOKAL.c
udp,90.204.80.46,6672,175.103.46.95,53,,in-utama.c
gre,175.103.46.94,,139.255.11.198,,,LOKAL.c
udp,13.13.13.2,62322,74.125.200.94,443,,LOKAL.c
udp,13.13.13.2,51746,142.251.10.139,443,,LOKAL.c
udp,13.13.13.2,60082,35.244.159.8,443,,LOKAL.c
udp,13.13.13.2,25409,95.26.95.69,24761,,INTL.c
udp,13.13.13.2,49201,74.125.24.94,443,,LOKAL.c
udp,13.13.13.2,25409,94.159.72.30,32216,,INTL.c
udp,13.13.13.2,60682,35.244.154.8,443,,LOKAL.c
tcp,13.13.13.2,58834,142.251.12.83,443,established,LOKAL.c
udp,13.13.13.2,44227,74.125.24.155,443,,LOKAL.c
udp,13.13.13.2,52538,142.251.10.93,443,,LOKAL.c
udp,13.13.13.2,42400,74.125.24.155,443,,LOKAL.c
udp,13.13.13.2,39652,74.125.130.156,443,,LOKAL.c
udp,13.13.13.2,52912,216.239.38.120,443,,LOKAL.c
udp,13.13.13.2,64739,172.253.118.95,443,,LOKAL.c
tcp,13.13.13.2,50089,82.180.162.242,443,established,INTL.c
udp,13.13.13.2,55573,8.8.8.8,443,,LOKAL.c
udp,13.13.13.2,56384,142.251.10.113,443,,LOKAL.c
udp,13.13.13.2,25409,43.250.156.128,6526,,INTL.c
tcp,13.13.13.2,50090,172.217.194.94,443,established,LOKAL.c
udp,13.13.13.2,25409,85.96.211.65,64497,,INTL.c
udp,13.13.13.2,51800,74.125.130.95,443,,LOKAL.c
udp,13.13.13.2,65218,64.233.170.102,443,,LOKAL.c
udp,13.13.13.2,59119,8.8.8.8,443,,LOKAL.c
udp,13.13.13.2,25409,59.92.90.19,33795,,INTL.c
udp,13.13.13.2,63333,31.13.95.60,443,,LOKAL.c
udp,13.13.13.2,41193,8.8.8.8,53,,LOKAL.c
udp,13.13.13.2,41193,122.144.1.1,53,,LOKAL.c
tcp,13.13.13.2,52624,31.13.95.60,443,established,LOKAL.c
udp,13.13.13.2,62013,216.239.38.120,443,,LOKAL.c
tcp,13.13.13.2,38410,64.233.170.102,443,established,LOKAL.c
tcp,13.13.13.2,64680,216.239.32.116,443,established,LOKAL.c
udp,13.13.13.2,58182,74.125.130.99,443,,LOKAL.c
udp,13.13.13.2,61783,74.125.200.95,443,,LOKAL.c
udp,13.13.13.2,44451,74.125.68.101,443,,LOKAL.c
udp,13.13.13.2,56946,216.239.32.116,443,,LOKAL.c
udp,13.13.13.2,25409,46.34.193.197,40290,,INTL.c
tcp,13.13.13.2,45294,74.125.130.156,443,established,LOKAL.c
udp,13.13.13.2,51840,216.239.38.120,443,,LOKAL.c
udp,13.13.13.2,25409,84.54.78.194,52906,,INTL.c
udp,13.13.13.2,61331,172.253.118.138,443,,LOKAL.c
udp,13.13.13.2,49375,74.125.24.91,443,,LOKAL.c
tcp,13.13.13.2,50535,204.79.197.239,443,close,LOKAL.c
udp,13.13.13.2,25409,89.218.155.22,30874,,INTL.c
udp,13.13.13.2,65034,142.251.175.139,443,,LOKAL.c
udp,13.13.13.2,61339,163.70.153.60,443,,LOKAL.c
udp,13.13.13.2,25409,88.246.175.218,16912,,INTL.c
udp,13.13.13.2,51086,8.8.8.8,443,,LOKAL.c
tcp,13.13.13.2,50536,104.208.16.89,443,close,INTL.c
udp,13.13.13.2,25409,134.236.31.229,30298,,INTL.c
udp,13.13.13.2,46015,186.10.181.72,1337,,INTL.c
udp,13.13.13.2,56438,45.121.219.243,443,,INTL.c
tcp,13.13.13.2,49382,23.106.249.39,431,established,INTL.c
tcp,13.13.13.2,65088,103.107.198.66,443,established,INTL.c
tcp,13.13.13.2,49675,23.106.252.75,443,established,INTL.c
udp,13.13.13.2,25409,178.92.244.231,20679,,INTL.c
udp,13.13.13.2,42989,8.8.8.8,53,,LOKAL.c
udp,13.13.13.2,25409,179.253.59.87,38818,,INTL.c
udp,13.13.13.2,51765,74.125.200.94,443,,LOKAL.c
tcp,13.13.13.2,52589,34.117.237.239,443,established,INTL.c
tcp,13.13.13.2,47218,172.253.118.95,443,established,LOKAL.c
udp,13.13.13.2,25409,2.132.30.148,34127,,INTL.c
tcp,13.13.13.2,56222,23.108.101.65,443,established,INTL.c
udp,13.13.13.2,57000,192.178.49.227,443,,INTL.c
udp,13.13.13.2,62994,8.8.8.8,443,,LOKAL.c
tcp,13.13.13.2,47750,31.13.95.34,443,established,LOKAL.c
tcp,13.13.13.2,47372,157.240.208.60,443,established,LOKAL.c
udp,13.13.13.2,63838,74.125.68.93,443,,LOKAL.c
tcp,13.13.13.2,39344,64.233.170.138,80,established,LOKAL.c
udp,13.13.13.2,25409,89.149.84.24,7517,,INTL.c
udp,13.13.13.2,40103,157.240.7.52,443,,LOKAL.c
udp,13.13.13.2,25409,213.230.111.175,18687,,INTL.c
tcp,13.13.13.2,44400,34.120.245.79,443,established,INTL.c
tcp,13.13.13.2,53580,199.232.46.248,443,close,INTL.c
udp,13.13.13.2,56010,35.186.224.17,443,,LOKAL.c
tcp,13.13.13.2,49396,172.253.118.97,443,established,LOKAL.c
tcp,13.13.13.2,39566,31.13.95.60,443,established,LOKAL.c
udp,13.13.13.2,25409,37.78.223.108,29644,,INTL.c
udp,13.13.13.2,38102,31.13.95.63,443,,LOKAL.c
tcp,13.13.13.2,44502,202.152.1.202,443,close,LOKAL.c
udp,13.13.13.2,25409,81.214.207.116,13574,,INTL.c
udp,13.13.13.2,49944,74.125.130.95,443,,LOKAL.c
udp,13.13.13.2,25409,95.53.191.170,28420,,INTL.c
udp,13.13.13.2,25409,176.59.118.157,43152,,INTL.c
tcp,13.13.13.2,58099,31.13.95.60,443,established,LOKAL.c
tcp,13.13.13.2,49163,92.223.85.163,443,established,INTL.c
tcp,13.13.13.2,57698,92.223.85.120,443,established,INTL.c
tcp,13.13.13.2,49671,92.223.85.121,443,established,INTL.c
tcp,13.13.13.2,54005,8.8.8.8,443,established,LOKAL.c
udp,13.13.13.2,52971,172.253.118.95,443,,LOKAL.c
tcp,13.13.13.2,42644,74.125.68.138,443,established,LOKAL.c
udp,13.13.13.2,25409,176.59.97.1,56398,,INTL.c
udp,13.13.13.2,25409,58.10.2.152,19932,,INTL.c
udp,13.13.13.2,25409,49.206.197.137,24988,,INTL.c
udp,13.13.13.2,59832,8.8.8.8,443,,LOKAL.c
tcp,13.13.13.2,65460,31.13.95.60,443,established,LOKAL.c
udp,13.13.13.2,25409,46.98.106.174,48479,,INTL.c
udp,13.13.13.2,65148,31.13.95.60,443,,LOKAL.c
udp,13.13.13.2,62001,31.13.95.60,443,,LOKAL.c
