name,data,.id,type,static,ttl,timestamp
google.com,ns4.google.com,*F7FD1,NS,False,14m58s,2023-11-17 09:37:56 WIB
google.com,ns2.google.com,*F7FD2,NS,False,14m58s,2023-11-17 09:37:56 WIB
google.com,ns3.google.com,*F7FD3,NS,False,14m58s,2023-11-17 09:37:56 WIB
google.com,ns1.google.com,*F7FD4,NS,False,14m58s,2023-11-17 09:37:56 WIB
,k.root-servers.net,*C5D5A7,NS,False,15m,2023-11-17 09:37:56 WIB
,b.root-servers.net,*C5D5A8,NS,False,15m,2023-11-17 09:37:56 WIB
,l.root-servers.net,*C5D5A9,NS,False,15m,2023-11-17 09:37:56 WIB
,e.root-servers.net,*C5D5AA,NS,False,15m,2023-11-17 09:37:56 WIB
,m.root-servers.net,*C5D5AB,NS,False,15m,2023-11-17 09:37:56 WIB
,f.root-servers.net,*C5D5AC,NS,False,15m,2023-11-17 09:37:56 WIB
,d.root-servers.net,*C5D5AD,NS,False,15m,2023-11-17 09:37:56 WIB
,g.root-servers.net,*C5D5AE,NS,False,15m,2023-11-17 09:37:56 WIB
,c.root-servers.net,*C5D5AF,NS,False,15m,2023-11-17 09:37:56 WIB
,a.root-servers.net,*C5D5B0,NS,False,15m,2023-11-17 09:37:56 WIB
,i.root-servers.net,*C5D5B1,NS,False,15m,2023-11-17 09:37:56 WIB
,h.root-servers.net,*C5D5B2,NS,False,15m,2023-11-17 09:37:56 WIB
,j.root-servers.net,*C5D5B3,NS,False,15m,2023-11-17 09:37:56 WIB
a.root-servers.net,198.41.0.4,*C5D5B4,A,False,15m,2023-11-17 09:37:56 WIB
ns1.google.com,2001:4860:4802:32::a,*E87747,AAAA,False,14m58s,2023-11-17 09:37:56 WIB
a.root-servers.net,2001:503:ba3e::2:30,*EA311D,AAAA,False,15m,2023-11-17 09:37:56 WIB
b.root-servers.net,2001:500:84::b,*EA311E,AAAA,False,15m,2023-11-17 09:37:56 WIB
c.root-servers.net,2001:500:2::c,*EA311F,AAAA,False,15m,2023-11-17 09:37:56 WIB
d.root-servers.net,2001:500:2d::d,*EA3120,AAAA,False,15m,2023-11-17 09:37:56 WIB
e.root-servers.net,2001:500:a8::e,*EA3121,AAAA,False,15m,2023-11-17 09:37:56 WIB
f.root-servers.net,2001:500:2f::f,*EA3122,AAAA,False,14m59s,2023-11-17 09:37:56 WIB
g.root-servers.net,2001:500:12::d0d,*EA3123,AAAA,False,14m58s,2023-11-17 09:37:56 WIB
ns4.google.com,2001:4860:4802:38::a,*EB2768,AAAA,False,14m58s,2023-11-17 09:37:56 WIB
ns4.google.com,216.239.38.10,*EB568E,A,False,14m58s,2023-11-17 09:37:56 WIB
h.root-servers.net,2001:500:1::53,*EE46F5,AAAA,False,14m51s,2023-11-17 09:37:56 WIB
h.root-servers.net,198.97.190.53,*EEF93C,A,False,14m58s,2023-11-17 09:37:56 WIB
c.root-servers.net,192.33.4.12,*F1EF26,A,False,15m,2023-11-17 09:37:56 WIB
g.root-servers.net,192.112.36.4,*F1EF27,A,False,14m59s,2023-11-17 09:37:56 WIB
ns2.google.com,2001:4860:4802:34::a,*F24FFB,AAAA,False,14m58s,2023-11-17 09:37:56 WIB
ns3.google.com,2001:4860:4802:36::a,*F24FFC,AAAA,False,14m58s,2023-11-17 09:37:56 WIB
ns3.google.com,216.239.36.10,*F25301,A,False,14m58s,2023-11-17 09:37:56 WIB
b.root-servers.net,2001:500:200::b,*F33748,AAAA,False,14m58s,2023-11-17 09:37:56 WIB
d.root-servers.net,199.7.91.13,*F45539,A,False,14m58s,2023-11-17 09:37:56 WIB
ns2.google.com,216.239.34.10,*F52CC4,A,False,14m58s,2023-11-17 09:37:56 WIB
f.root-servers.net,192.5.5.241,*F57B6A,A,False,15m,2023-11-17 09:37:56 WIB
ns1.google.com,216.239.32.10,*F584A9,A,False,14m58s,2023-11-17 09:37:56 WIB
trustpositif.kominfo.go.id,27.54.116.70,*F915F4,A,False,14m48s,2023-11-17 09:37:56 WIB
youtube.com,ns2.google.com,*F9D08C,NS,False,13m54s,2023-11-17 09:37:56 WIB
youtube.com,ns3.google.com,*F9D08D,NS,False,13m54s,2023-11-17 09:37:56 WIB
youtube.com,ns1.google.com,*F9D08E,NS,False,13m54s,2023-11-17 09:37:56 WIB
youtube.com,ns4.google.com,*F9D08F,NS,False,13m54s,2023-11-17 09:37:56 WIB
googleapis.com,ns2.google.com,*F9D8FF,NS,False,14m50s,2023-11-17 09:37:56 WIB
googleapis.com,ns1.google.com,*F9D900,NS,False,14m50s,2023-11-17 09:37:56 WIB
googleapis.com,ns3.google.com,*F9D901,NS,False,14m50s,2023-11-17 09:37:56 WIB
googleapis.com,ns4.google.com,*F9D902,NS,False,14m50s,2023-11-17 09:37:56 WIB
forcesafesearch.google.com,216.239.38.120,*F9D9AE,A,False,14m56s,2023-11-17 09:37:56 WIB
crl.root-x1.letsencrypt.org.edgekey.net,e8652.dscx.akamaiedge.net,*F9E611,CNAME,False,7m24s,2023-11-17 09:37:56 WIB
www.bing.com.edgekey.net,e86303.dscx.akamaiedge.net,*F9E648,CNAME,False,11m25s,2023-11-17 09:37:56 WIB
s-0005-teams.config.skype.com,config-teams.s-0005.s-msedge.net,*FA0BB9,CNAME,False,14m31s,2023-11-17 09:37:56 WIB
dns.google,8.8.8.8,*FA221B,A,False,11m55s,2023-11-17 09:37:56 WIB
dns.google,8.8.4.4,*FA221C,A,False,11m55s,2023-11-17 09:37:56 WIB
conn2.oppomobile.com.edgesuite.net,a1911.dscv.akamai.net,*FA285F,CNAME,False,5m33s,2023-11-17 09:37:56 WIB
oneclient.sfx.ms.edgekey.net,e9659.dspg.akamaiedge.net,*FA3B89,CNAME,False,5m23s,2023-11-17 09:37:56 WIB
googleusercontent.com,ns1.google.com,*FA4E20,NS,False,7m53s,2023-11-17 09:37:56 WIB
googleusercontent.com,ns2.google.com,*FA4E21,NS,False,7m53s,2023-11-17 09:37:56 WIB
googleusercontent.com,ns3.google.com,*FA4E22,NS,False,7m53s,2023-11-17 09:37:56 WIB
googleusercontent.com,ns4.google.com,*FA4E23,NS,False,7m53s,2023-11-17 09:37:56 WIB
