protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,175.103.43.90,51223,103.166.48.210,899,established,
tcp,172.253.118.95,443,103.166.48.247,33702,established,
tcp,8.241.129.126,80,103.166.48.247,63988,established,
tcp,103.166.48.247,52674,34.111.174.196,443,established,
tcp,103.166.48.247,54814,172.64.141.13,443,established,
tcp,74.125.130.95,443,103.166.48.247,47394,established,
tcp,103.166.48.247,52917,74.125.24.188,5228,established,
udp,103.166.48.247,62172,35.186.242.185,443,,
tcp,163.70.153.11,443,103.166.48.247,46822,last-ack,
tcp,163.70.153.61,5222,103.166.48.247,51977,established,
tcp,103.166.48.247,54789,210.210.145.83,80,established,
udp,40.81.252.176,3544,103.166.48.247,57031,,
tcp,103.166.48.247,54957,8.241.157.126,80,established,
tcp,103.166.48.247,54788,210.210.145.19,80,established,
tcp,103.166.48.247,53485,172.217.194.94,443,established,
tcp,164.92.143.229,443,103.166.48.247,49219,established,
tcp,103.166.48.247,60091,8.219.110.70,15301,established,
tcp,103.166.48.247,55132,8.247.50.126,80,established,
tcp,103.166.48.247,57542,8.219.95.219,15301,established,
udp,103.166.48.247,55988,74.125.24.95,443,,
tcp,103.166.48.247,52117,104.16.224.149,443,established,
tcp,161.35.181.214,443,103.166.48.247,50066,established,
tcp,103.166.48.247,53486,74.125.24.94,443,established,
tcp,103.166.48.247,42866,45.121.219.187,80,established,
tcp,103.166.48.247,54713,210.210.145.90,80,established,
tcp,103.166.48.247,43116,203.161.21.168,443,established,
tcp,103.166.48.247,35832,47.241.186.5,15301,established,
tcp,31.13.95.60,443,103.166.48.247,53095,established,
tcp,163.70.153.61,5222,103.166.48.247,34268,established,
tcp,103.166.48.247,62514,8.8.4.4,443,established,
udp,103.166.48.247,57031,103.81.223.170,65426,,
tcp,103.166.48.247,62411,31.13.95.60,443,established,
tcp,103.166.48.247,52238,52.109.124.181,443,established,
tcp,103.166.48.247,54712,210.210.145.91,80,established,
tcp,161.35.181.214,443,103.166.48.247,49195,established,
tcp,103.166.48.247,62513,8.8.8.8,443,established,
udp,103.166.48.247,57031,36.85.0.116,3526,,
tcp,74.125.24.188,5228,103.166.48.247,40276,established,
tcp,8.8.4.4,443,103.166.48.247,64300,established,
tcp,74.125.130.95,443,103.166.48.247,46140,established,
tcp,103.166.48.247,52249,104.16.224.149,443,established,
tcp,164.92.143.229,443,103.166.48.247,49156,established,
tcp,103.166.48.247,49709,34.120.195.34,443,established,
gre,103.166.48.210,None,175.103.43.10,None,,
tcp,161.35.181.214,443,103.166.48.247,49156,established,
tcp,103.166.48.247,55675,172.64.141.13,443,established,
tcp,103.166.48.247,49163,142.251.12.188,5228,established,
tcp,103.166.48.247,49209,31.13.95.60,443,established,
tcp,103.166.48.247,52283,13.71.55.58,443,established,
tcp,103.166.48.247,40184,142.251.10.101,80,established,
tcp,103.166.48.247,59905,35.186.242.185,443,established,
udp,103.166.48.247,50758,35.186.242.185,443,,
tcp,103.166.48.247,57170,157.240.208.34,443,established,
tcp,103.166.48.247,50359,23.51.34.38,80,established,
tcp,103.166.48.247,60940,142.251.175.188,5228,established,
tcp,103.166.48.247,54088,114.10.2.57,443,established,
udp,103.166.48.247,58673,8.8.8.8,443,,
tcp,103.166.48.247,59898,172.64.140.13,443,established,
tcp,103.166.48.247,53952,103.167.27.74,80,established,
tcp,103.166.48.247,62518,8.8.4.4,443,established,
tcp,103.166.48.247,62517,8.8.8.8,443,established,
icmp,103.166.48.210,None,103.166.48.209,None,,
tcp,103.166.48.247,53958,103.167.27.74,80,established,
tcp,103.166.48.247,59061,34.120.195.34,443,established,
tcp,103.166.48.247,52287,13.89.179.8,443,established,
tcp,103.166.48.247,46844,103.167.27.34,80,established,
tcp,103.166.48.247,44916,103.167.26.74,80,established,
