.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*69D5,udp,112.111.41.105:61597,10.0.0.4:8610,10.0.0.4:8610,112.111.41.105:61597,,,,3s,,1,44,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69D6,tcp,175.103.43.90:50649,10.0.0.4:7502,10.0.0.4:7502,175.103.43.90:50649,,time-wait,,9s,,5,249,0,0,4,179,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69D7,tcp,20.205.36.71:34788,10.0.0.4:179,10.0.0.4:179,20.205.36.71:34788,,established,,23h59m58s,,1133,69689,0,0,1133,69670,0,0,568,416,False,True,True,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69D8,tcp,175.103.43.90:50650,10.0.0.4:7502,10.0.0.4:7502,175.103.43.90:50650,,established,,5m,,5,280,0,0,3,139,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69D9,udp,10.0.0.4:4500,20.205.36.71:4500,20.205.36.71:4500,10.0.0.4:4500,,,,2m59s,,2439,253660,0,0,4442,419070,0,0,0,1920,False,True,True,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69DA,udp,192.168.55.2:5678,255.255.255.255:5678,255.255.255.255:5678,192.168.55.2:5678,,,,4s,,1,144,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69DB,udp,10.0.0.4:1701,20.205.36.71:1701,20.205.36.71:1701,10.0.0.4:1701,,,,2m54s,,1922,86432,0,0,2418,176704,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69DC,udp,183.150.217.64:62342,10.0.0.4:8610,10.0.0.4:8610,183.150.217.64:62342,,,,7s,,1,44,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
*69DD,udp,198.235.24.198:56218,10.0.0.4:5060,10.0.0.4:5060,198.235.24.198:56218,,,sip,51m28s,,1,406,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-15 08:53:09 WIB
