protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
udp,112.111.41.105,61597,10.0.0.4,8610,,,,IN.bound
tcp,175.103.43.90,50649,10.0.0.4,7502,time-wait,,,IN.bound
tcp,20.205.36.71,34788,10.0.0.4,179,established,,,IN.bound
tcp,175.103.43.90,50650,10.0.0.4,7502,established,,,IN.bound
udp,10.0.0.4,4500,20.205.36.71,4500,,,,OUT.bound
udp,192.168.55.2,5678,255.255.255.255,5678,,,,broadcast
udp,10.0.0.4,1701,20.205.36.71,1701,,,,OUT.bound
udp,183.150.217.64,62342,10.0.0.4,8610,,,,IN.bound
udp,198.235.24.198,56218,10.0.0.4,5060,,,,IN.bound
