Port Number
799.0
42048.0
49436.0
60119.0
65445.0
52106.0
54019.0
58464.0
55308.0
49152.0
23016.0
50407.0
47756.0
62174.0
59277.0
52105.0
48132.0
63494.0
39492.0
64836.0
33890.0
42690.0
443.0
899.0
52108.0
50488.0
43828.0
50418.0
56106.0
33794.0
47040.0
36618.0
63775.0
50414.0
56191.0
55536.0
60094.0
57146.0
48090.0
61692.0
39960.0
5678.0
49321.0
54377.0
55298.0
41220.0
50415.0
58100.0
50516.0
56610.0
33884.0
51736.0
""
35890.0
36698.0
48486.0
50409.0
36714.0
57204.0
57450.0
54740.0
49619.0
65099.0
44296.0
33906.0
50410.0
43806.0
37290.0
60438.0
36666.0
57707.0
56702.0
43136.0
64375.0
50931.0
52099.0
36686.0
65383.0
52256.0
61171.0
50411.0
46158.0
33796.0
52898.0
52109.0
50091.0
52110.0
54808.0
63629.0
64205.0
63686.0
7010.0
52111.0
44940.0
4001.0
33880.0
52900.0
34310.0
52781.0
63810.0
32939.0
54790.0
63451.0
46658.0
52358.0
51228.0
58338.0
38317.0
52836.0
44426.0
49524.0
23006.0
49020.0
50412.0
55342.0
23008.0
50405.0
39777.0
63566.0
54370.0
65374.0
40636.0
48618.0
36694.0
40044.0
38554.0
55452.0
56556.0
54059.0
4122.0
49564.0
50408.0
53548.0
37803.0
52230.0
40070.0
46908.0
59368.0
33894.0
60222.0
44740.0
45582.0
65376.0
33912.0
46844.0
51954.0
58226.0
50402.0
52048.0
52096.0
55884.0
59350.0
46900.0
62259.0
41410.0
51750.0
45526.0
52114.0
46500.0
55460.0
38209.0
55442.0
54739.0
58626.0
57318.0
50668.0
52102.0
48522.0
62175.0
80.0
33904.0
44046.0
60405.0
59600.0
63621.0
49304.0
48456.0
56742.0
59367.0
36741.0
55368.0
50406.0
65375.0
48698.0
63268.0
47224.0
52130.0
33798.0
50289.0
39185.0
59983.0
63156.0
57566.0
65103.0
52113.0
49522.0
36662.0
52104.0
50874.0
50413.0
23013.0
63155.0
56440.0
50090.0
57451.0
54689.0
60785.0
41286.0
56772.0
61743.0
60096.0
49517.0
56753.0
50417.0
39740.0
57999.0
63059.0
52605.0
49070.0
50403.0
60538.0
63652.0
43158.0
63157.0
44776.0
65143.0
65334.0
50416.0
60700.0
33910.0
36096.0
56454.0
62277.0
33862.0
50404.0
61912.0
58566.0
55819.0
14853.0
51508.0
123.0
39668.0
52107.0
52103.0
65365.0
5228.0
51500.0
63303.0
55833.0
59541.0
53952.0
33898.0
52112.0
50319.0
55966.0
52101.0
58370.0
47755.0
55544.0
37398.0
45958.0
41506.0
44440.0
42004.0
41494.0
6568.0
45878.0
42446.0
54356.0
53679.0
5222.0
53.0
42112.0
41482.0
41518.0
63074.0
50484.0
48478.0
41996.0
55787.0
41500.0
46354.0
38404.0
6379.0
61967.0
8278.0
1812.0
42046.0
40890.0
10002.0
41530.0
45924.0
1813.0
42130.0
56786.0
52454.0
8883.0
63395.0
42224.0
800.0
55972.0
45772.0
61989.0
46652.0
46432.0
54403.0
46472.0
34682.0
46428.0
514.0
41986.0
3544.0
41498.0
64824.0
41248.0
45612.0
41478.0
41474.0
58432.0
42148.0
42118.0
42202.0
41226.0
54131.0
61985.0
63149.0
40696.0
62734.0
5938.0
38304.0
41266.0
45482.0
41382.0
51658.0
63376.0
1194.0
45834.0
50508.0
2000.0
45600.0
41542.0
50444.0
45892.0
46422.0
46628.0
41514.0
38058.0
45870.0
42158.0
41742.0
46334.0
38744.0
41510.0
41470.0
41522.0
60533.0
38470.0
61850.0
63375.0
49759.0
45506.0
41534.0
41524.0
63368.0
63377.0
45806.0
63331.0
38438.0
