protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow,service
tcp,175.103.46.158,43158.0,188.42.124.20,443.0,time-wait,speedtest.c,,OUT.bound,https
tcp,43.134.53.107,799.0,175.103.46.158,38058.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,5678.0,192.168.121.1,53.0,,speedtest.c,,local,domain
tcp,175.103.46.158,63157.0,157.240.208.60,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.133.45.194,799.0,175.103.46.158,45870.0,established,,,IN.bound,
icmp,54.166.98.110,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,175.103.46.158,44776.0,23.48.173.16,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,65143.0,213.227.167.133,5938.0,established,speedtest.c,,OUT.bound,
tcp,43.128.74.37,799.0,175.103.46.158,42158.0,established,,,IN.bound,
udp,175.103.46.158,65334.0,216.239.38.120,443.0,,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41742.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,50416.0,118.98.42.154,80.0,syn-sent,,,OUT.bound,http
tcp,43.134.120.219,799.0,175.103.46.158,46334.0,established,,,IN.bound,
tcp,175.103.46.158,60700.0,52.77.117.182,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,33910.0,31.13.68.1,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,36096.0,13.251.96.96,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,56454.0,104.118.145.217,80.0,established,speedtest.c,,OUT.bound,http
tcp,175.103.46.158,62277.0,36.67.189.250,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.134.53.107,799.0,175.103.46.158,38744.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,33862.0,31.13.68.1,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,50404.0,103.8.238.188,443.0,time-wait,speedtest.c,,OUT.bound,https
udp,175.103.46.158,61912.0,8.8.4.4,53.0,,speedtest.c,,OUT.bound,domain
tcp,43.128.74.37,799.0,175.103.46.158,41510.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,58566.0,35.213.190.132,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,55819.0,157.240.235.60,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,14853.0,8.8.8.8,53.0,,speedtest.c,,OUT.bound,domain
tcp,175.103.46.158,51508.0,74.125.130.95,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41470.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,123.0,52.148.114.188,123.0,,speedtest.c,,OUT.bound,ntp
icmp,54.161.106.136,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,175.103.46.158,39668.0,188.42.124.20,443.0,time-wait,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52107.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41522.0,established,speedtest.c,,IN.bound,
tcp,43.206.188.149,443.0,175.103.46.158,60533.0,established,speedtest.c,,IN.bound,https
tcp,175.103.46.158,52103.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
tcp,175.103.46.158,65365.0,52.184.217.37,443.0,established,,,OUT.bound,https
tcp,43.134.53.107,799.0,175.103.46.158,38470.0,established,speedtest.c,,IN.bound,
tcp,74.125.200.188,5228.0,175.103.46.158,61850.0,established,speedtest.c,,IN.bound,hpvroom
tcp,64.176.80.9,443.0,175.103.46.158,63375.0,established,speedtest.c,,IN.bound,https
tcp,175.103.46.158,51500.0,101.32.248.90,800.0,established,speedtest.c,,OUT.bound,mdbs-daemon
tcp,20.198.119.84,443.0,175.103.46.158,49759.0,established,speedtest.c,,IN.bound,https
tcp,175.103.46.158,63303.0,20.198.119.84,443.0,established,,,OUT.bound,https
tcp,175.103.46.158,55833.0,157.240.235.60,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,59541.0,34.149.173.23,443.0,,speedtest.c,,OUT.bound,https
udp,175.103.46.158,53952.0,142.251.175.95,443.0,,speedtest.c,,OUT.bound,https
tcp,43.133.45.194,799.0,175.103.46.158,45506.0,established,,,IN.bound,
udp,10.20.206.14,5678.0,255.255.255.255,5678.0,,speedtest.c,,broadcast,rrac
tcp,175.103.46.158,33898.0,31.13.68.1,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52112.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41534.0,established,speedtest.c,,IN.bound,
tcp,43.128.74.37,799.0,175.103.46.158,41524.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,50319.0,20.189.173.4,443.0,established,speedtest.c,,OUT.bound,https
tcp,15.197.193.114,443.0,175.103.46.158,63368.0,established,speedtest.c,,IN.bound,https
tcp,175.103.46.158,55966.0,142.251.10.138,80.0,established,speedtest.c,,OUT.bound,http
tcp,175.103.46.158,52101.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
icmp,175.103.46.158,,175.103.46.157,,,speedtest.c,,local,
tcp,175.103.46.158,58370.0,142.250.190.3,443.0,established,speedtest.c,,OUT.bound,https
udp,10.20.30.27,47755.0,255.255.255.255,10002.0,,speedtest.c,,broadcast,
tcp,24.199.86.58,443.0,175.103.46.158,63377.0,established,speedtest.c,,IN.bound,https
udp,175.103.46.158,55544.0,142.251.175.95,443.0,,speedtest.c,,OUT.bound,https
tcp,43.133.45.194,799.0,175.103.46.158,45806.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,37398.0,23.48.173.99,443.0,,speedtest.c,,OUT.bound,https
tcp,3.216.157.50,7010.0,175.103.46.158,63331.0,established,speedtest.c,,IN.bound,ups-onlinet
tcp,43.134.53.107,799.0,175.103.46.158,38438.0,established,speedtest.c,,IN.bound,
