session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-29_10-38-49,icmp,175.103.43.90,,175.103.46.158,,IN.bound,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-29_10-38-49,tcp,54.255.247.221,13501,175.103.46.158,50302,IN.bound,established,,,SG,AS16509 amazon.com inc,,,
2023-11-29_10-38-49,tcp,175.103.46.158,50065,74.125.24.188,5228,OUT.bound,established,,,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
2023-11-29_10-38-49,tcp,18.163.242.58,23002,175.103.46.158,44584,IN.bound,established,,,HK,AS16509 amazon.com inc,,,
2023-11-29_10-38-49,tcp,175.103.46.158,43014,31.13.77.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
2023-11-29_10-38-49,udp,175.103.46.158,58824,64.233.170.95,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,,,
2023-11-29_10-38-49,udp,175.103.46.158,65052,122.144.2.205,443,OUT.bound,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-29_10-38-49,tcp,175.103.46.158,60319,103.66.70.62,80,OUT.bound,time-wait,,speedtest.c,ID,AS133840 pt jala lintas media,,,
2023-11-29_10-38-49,tcp,175.103.46.158,58514,74.125.68.95,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-29_10-38-49,tcp,175.103.46.158,60320,103.66.70.62,80,OUT.bound,close,,speedtest.c,ID,AS133840 pt jala lintas media,,,
2023-11-29_10-38-49,tcp,175.103.46.158,61033,103.66.70.62,80,OUT.bound,established,,speedtest.c,ID,AS133840 pt jala lintas media,,,
2023-11-29_10-38-49,tcp,47.241.125.77,7002,175.103.46.158,45972,IN.bound,established,,speedtest.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-29_10-38-49,tcp,175.103.43.90,58705,146.196.111.218,899,IN.bound,established,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-29_10-38-49,tcp,175.103.46.158,49334,36.86.63.182,443,OUT.bound,syn-sent,,,,,,,
2023-11-29_10-38-49,udp,175.103.46.158,5678,192.168.124.1,53,local,,,speedtest.c,,,,,
2023-11-29_10-38-49,tcp,175.103.46.158,61036,23.216.158.16,80,OUT.bound,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
2023-11-29_10-38-49,tcp,175.103.46.158,61037,23.216.158.25,80,OUT.bound,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
2023-11-29_10-38-49,udp,175.103.46.158,5678,192.168.1.1,53,local,,,speedtest.c,,,,,
