protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,122.144.6.226,52946,162.247.241.2,443,OUT.bound,established,,LOKAL.c,US,AS23467 new relic,Phishing - bam-cell.cell.nr-data.net,,2023-11-09T05:05:01.692000
udp,122.144.6.226,51075,31.13.95.63,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,55977,103.107.199.6,443,OUT.bound,established,,INTL.c,SG,AS137409 gsl networks pty ltd,,,
tcp,202.148.26.3,2,36.68.216.67,18655,Other,established,,,,,,,
tcp,122.144.6.226,65400,103.166.48.126,443,OUT.bound,established,,LOKAL.c,ID,AS139460 pt maxindo mitra solusi,,,
tcp,202.148.26.3,2,36.68.216.67,11990,Other,established,,,,,,,
tcp,122.144.6.226,37364,159.138.90.78,443,OUT.bound,established,,INTL.c,SG,AS136907 huawei clouds,,,
tcp,122.144.6.226,52393,64.233.170.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,40560,159.138.103.97,443,OUT.bound,established,,INTL.c,SG,AS136907 huawei clouds,,,
tcp,122.144.6.226,37358,159.138.101.141,443,OUT.bound,established,,INTL.c,SG,AS136907 huawei clouds,,,
tcp,122.144.6.226,39946,94.74.88.100,443,OUT.bound,established,,INTL.c,SG,AS136907 huawei clouds,,,
tcp,122.144.6.226,44870,159.138.99.194,443,OUT.bound,established,,INTL.c,SG,AS136907 huawei clouds,,,
tcp,122.144.6.226,63994,92.223.85.52,443,OUT.bound,established,,INTL.c,SG,AS199524 g-core labs s.a.,,,
tcp,122.144.6.226,34810,8.219.106.34,31006,OUT.bound,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
tcp,122.144.6.226,58788,103.107.198.66,443,OUT.bound,established,,INTL.c,SG,AS137409 gsl networks pty ltd,,,
tcp,122.144.6.226,60669,20.198.119.143,443,OUT.bound,established,,INTL.c,IN,AS8075 microsoft corporation,,,
tcp,122.144.6.226,49912,23.106.252.92,443,OUT.bound,established,,INTL.c,US,AS59253 leaseweb asia pacific pte. ltd.,,,
tcp,122.144.6.226,53372,52.98.90.178,443,OUT.bound,established,,INTL.c,SG,AS8075 microsoft corporation,,,
udp,122.144.6.226,51713,157.240.208.63,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,60354,52.108.186.3,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,40528,47.245.127.164,8820,OUT.bound,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
udp,122.144.6.226,37128,157.240.208.63,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,35226,162.247.241.2,443,OUT.bound,established,,LOKAL.c,US,AS23467 new relic,Phishing - bam-cell.cell.nr-data.net,,2023-11-09T05:05:01.692000
tcp,122.144.6.226,49769,20.198.119.143,443,OUT.bound,established,,INTL.c,IN,AS8075 microsoft corporation,,,
tcp,122.144.6.226,64989,172.253.118.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
tcp,122.144.6.226,51830,52.220.38.139,443,OUT.bound,established,,INTL.c,SG,AS16509 amazon.com inc,,,
tcp,122.144.6.226,40576,159.138.103.97,443,OUT.bound,established,,INTL.c,SG,AS136907 huawei clouds,,,
tcp,122.144.6.226,65252,31.13.95.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,43921,143.92.85.55,443,OUT.bound,,,INTL.c,SG,AS138341 shopee singapore private limited,,,
udp,122.144.6.226,45251,172.217.194.100,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000
tcp,122.144.6.226,57597,203.27.106.7,443,OUT.bound,established,,INTL.c,AU,AS137409 gsl networks pty ltd,,,
udp,122.144.6.226,50983,74.125.171.6,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,57296,142.251.10.97,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,48510,18.138.96.200,443,OUT.bound,established,,INTL.c,SG,AS16509 amazon.com inc,,,
udp,122.144.6.226,53906,103.119.230.141,443,OUT.bound,,,LOKAL.c,ID,AS64315 pt mitra visioner pratama,,,
tcp,122.144.6.226,50924,52.111.240.15,443,OUT.bound,established,,INTL.c,SG,AS8075 microsoft corporation,,,
tcp,122.144.6.226,50336,203.161.21.176,443,OUT.bound,established,,INTL.c,ID,AS133840 pt jala lintas media,,,
udp,122.144.6.226,58363,8.8.4.4,443,OUT.bound,,,LOKAL.c,,,,,
tcp,122.144.6.226,38436,31.13.95.61,5222,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,50056,52.112.180.165,443,OUT.bound,time-wait,,INTL.c,JP,AS8075 microsoft corporation,,,
udp,122.144.6.226,64263,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,60669,23.195.156.56,443,OUT.bound,established,,INTL.c,ID,AS131702 moratelindo internet exchange,,,
icmp,122.144.6.226,,122.144.6.225,,local,,,,,,,,
udp,122.144.6.226,65148,172.217.194.94,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,49277,52.168.117.169,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,https://www.virustotal.com/gui/collection/27233a89c864ba0e77e672a8909fd63b4a8b6d457c9e4ff219f2a3e47d,2023-11-27T07:26:03.810000
tcp,122.144.6.226,60734,74.125.68.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,pc connections,pulled from router,2022-05-20T00:01:19.453000
tcp,122.144.6.226,50021,52.112.180.165,443,OUT.bound,time-wait,,INTL.c,JP,AS8075 microsoft corporation,,,
tcp,122.144.6.226,56816,47.236.9.38,8820,OUT.bound,established,,INTL.c,US,ASNone ,,,
udp,122.144.6.226,60886,64.233.170.95,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,63895,20.212.88.117,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,54455,40.99.33.162,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,49329,143.244.33.97,443,OUT.bound,established,,INTL.c,SG,AS60068 datacamp limited,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
tcp,122.144.6.226,57828,20.198.119.143,443,OUT.bound,established,,INTL.c,IN,AS8075 microsoft corporation,,,
tcp,122.144.6.226,51975,31.13.95.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,55812,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,60673,17.253.61.206,443,OUT.bound,established,,INTL.c,US,AS714 apple inc.,,,
tcp,122.144.6.226,51662,31.13.95.19,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,40648,162.247.241.2,443,OUT.bound,established,,LOKAL.c,US,AS23467 new relic,Phishing - bam-cell.cell.nr-data.net,,2023-11-09T05:05:01.692000
tcp,122.144.6.226,35026,31.13.95.37,5222,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26T20:30:44.043000
tcp,122.144.6.226,54108,203.27.106.13,80,OUT.bound,established,,INTL.c,AU,AS137409 gsl networks pty ltd,,,
tcp,122.144.6.226,49605,52.108.102.4,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,58416,52.109.52.87,443,OUT.bound,established,,INTL.c,JP,AS8075 microsoft corporation,,,
tcp,122.144.6.226,60575,157.240.208.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,65094,142.251.12.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000
tcp,192.168.99.143,62561,157.240.208.60,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,61252,45.121.219.248,443,OUT.bound,established,,INTL.c,ID,AS131702 moratelindo internet exchange,,,
udp,122.144.6.226,40613,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,49645,20.42.65.88,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,60678,18.136.166.61,443,OUT.bound,established,,LOKAL.c,SG,AS16509 amazon.com inc,,,
tcp,122.144.6.226,55262,40.99.10.34,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,49618,13.107.136.10,443,OUT.bound,established,,INTL.c,US,AS8068 microsoft corporation,,,
udp,122.144.6.226,64563,34.120.195.249,443,OUT.bound,,,INTL.c,US,AS396982 google,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
tcp,122.144.6.226,42696,31.13.95.61,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,43916,157.240.15.1,443,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
tcp,122.144.6.226,43918,157.240.15.1,443,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
tcp,122.144.6.226,61073,142.251.12.91,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
udp,122.144.6.226,62225,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
udp,122.144.6.226,49625,74.125.101.232,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,45922,31.13.95.1,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,41000,162.247.241.2,443,OUT.bound,established,,LOKAL.c,US,AS23467 new relic,Phishing - bam-cell.cell.nr-data.net,,2023-11-09T05:05:01.692000
tcp,122.144.6.226,58976,52.123.170.53,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,51471,47.245.106.5,31006,OUT.bound,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
tcp,122.144.6.226,49617,52.178.17.3,443,OUT.bound,established,,INTL.c,NL,AS8075 microsoft corporation,,,
tcp,122.144.6.226,38246,142.251.12.138,80,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,58930,52.123.128.14,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,61254,13.107.6.158,443,OUT.bound,established,,LOKAL.c,US,AS8068 microsoft corporation,,,
udp,122.144.6.226,42631,142.250.4.119,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,50008,31.13.95.61,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,56038,74.125.24.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
udp,122.144.6.226,65433,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,47620,162.247.243.32,443,OUT.bound,established,,INTL.c,US,AS13335 cloudflare,,,
tcp,122.144.6.226,38454,31.13.95.9,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,42576,34.111.115.192,443,OUT.bound,established,,INTL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,60434,52.123.168.216,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
udp,122.144.6.226,39358,103.146.31.172,443,OUT.bound,,,LOKAL.c,ID,AS64315 pt mitra visioner pratama,,,
udp,122.144.6.226,49303,103.119.230.143,443,OUT.bound,,,LOKAL.c,ID,AS64315 pt mitra visioner pratama,,,
tcp,122.144.6.226,58915,162.247.243.30,443,OUT.bound,established,,INTL.c,US,AS13335 cloudflare,http://malwaredomainlist.com/   CNC   Spyware   Tracking,,2023-11-22T07:37:34.595000
tcp,122.144.6.226,49392,31.13.95.13,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,xx.fbcdn.net,,2022-04-18T00:07:16.048000
tcp,122.144.6.226,40498,157.240.208.35,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,54834,45.121.219.240,443,OUT.bound,,,INTL.c,ID,AS131702 moratelindo internet exchange,,,
tcp,122.144.6.226,59236,31.13.95.9,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,55902,31.13.95.34,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26T20:30:44.043000
tcp,122.144.6.226,49390,31.13.95.13,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,xx.fbcdn.net,,2022-04-18T00:07:16.048000
tcp,122.144.6.226,39694,157.240.208.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,52015,34.120.241.214,443,OUT.bound,,,INTL.c,US,AS396982 google,,,
tcp,122.144.6.226,58910,172.253.118.95,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,49795,40.99.33.146,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,53028,31.13.95.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,52783,34.36.31.173,443,OUT.bound,,,INTL.c,US,ASNone ,,,
udp,122.144.6.226,64460,34.36.31.173,443,OUT.bound,,,INTL.c,US,ASNone ,,,
tcp,122.144.6.226,55740,157.240.13.35,443,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
tcp,122.144.6.226,53404,8.8.8.8,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,192.168.97.141,53423,204.79.197.239,443,OUT.bound,established,,,US,AS8068 microsoft corporation,SOC2023,,2023-11-28T00:52:38.952000
tcp,122.144.6.226,49404,31.13.95.13,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,xx.fbcdn.net,,2022-04-18T00:07:16.048000
tcp,122.144.6.226,42708,34.101.5.74,443,OUT.bound,established,,LOKAL.c,US,AS139190 google asia pacific pte. ltd.,,,
tcp,192.168.97.141,53418,13.107.6.158,443,OUT.bound,established,,,US,AS8068 microsoft corporation,,,
tcp,122.144.6.226,60884,20.198.118.190,443,OUT.bound,established,,INTL.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000
tcp,122.144.6.226,60951,103.166.48.126,443,OUT.bound,established,,LOKAL.c,ID,AS139460 pt maxindo mitra solusi,,,
tcp,122.144.6.226,60655,103.166.48.126,443,OUT.bound,established,,LOKAL.c,ID,AS139460 pt maxindo mitra solusi,,,
tcp,122.144.6.226,39786,13.33.88.35,443,OUT.bound,established,,INTL.c,US,ASNone ,,,
tcp,122.144.6.226,54145,34.96.128.111,443,OUT.bound,established,,LOKAL.c,HK,AS396982 google,,,
tcp,122.144.6.226,61054,8.8.8.8,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,60933,142.250.4.95,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,40512,157.240.208.35,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,48641,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,42918,151.101.1.44,80,OUT.bound,established,,INTL.c,US,AS54113 fastly,SOC2023,,2023-11-28T00:52:38.952000
udp,122.144.6.226,53177,172.217.194.94,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
udp,122.144.6.226,56247,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,38428,13.107.42.14,443,OUT.bound,established,,LOKAL.c,US,AS8068 microsoft corporation,Spyware: http://browser.events.data.microsoftstart.cn,,2023-11-20T05:49:10.586000
tcp,122.144.6.226,33520,157.240.208.61,5222,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,53435,13.67.15.132,443,OUT.bound,established,,INTL.c,SG,AS8075 microsoft corporation,,,
tcp,122.144.6.226,61126,172.217.194.139,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000
tcp,192.168.97.232,52840,156.59.238.16,443,OUT.bound,established,,,SG,ASNone ,,,
tcp,192.168.97.232,33170,156.59.238.5,443,OUT.bound,established,,,SG,ASNone ,,,
udp,122.144.6.226,53015,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
udp,122.144.6.226,35008,157.240.208.16,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,53045,142.250.4.95,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,60519,52.111.240.2,443,OUT.bound,established,,INTL.c,SG,AS8075 microsoft corporation,,,
tcp,122.144.6.226,49695,52.184.217.56,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,49693,23.195.157.126,443,OUT.bound,established,,INTL.c,ID,AS131702 moratelindo internet exchange,,,
tcp,122.144.6.226,61055,74.125.24.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
tcp,122.144.6.226,53438,8.8.8.8,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,41886,119.8.190.107,443,OUT.bound,established,,INTL.c,SG,AS136907 huawei clouds,,,
tcp,122.144.6.226,46340,31.13.95.19,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,58063,52.123.160.127,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
tcp,122.144.6.226,56284,124.158.128.46,20443,OUT.bound,established,,LOKAL.c,ID,AS135445 pt. airpay international indonesia,,,
udp,122.144.6.226,39413,172.217.194.95,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,54264,52.114.44.81,443,OUT.bound,established,,INTL.c,KR,AS8075 microsoft corporation,,,
tcp,122.144.6.226,60510,52.114.36.190,443,OUT.bound,established,,INTL.c,JP,AS8075 microsoft corporation,,,
tcp,122.144.6.226,49698,23.195.157.126,443,OUT.bound,established,,INTL.c,ID,AS131702 moratelindo internet exchange,,,
tcp,122.144.6.226,53441,8.8.8.8,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,53442,8.8.4.4,443,OUT.bound,established,,LOKAL.c,,,,,
tcp,122.144.6.226,53440,8.8.4.4,443,OUT.bound,established,,LOKAL.c,,,,,
udp,122.144.6.226,50952,143.92.75.65,443,OUT.bound,,,INTL.c,SG,AS138341 shopee singapore private limited,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000
tcp,122.144.6.226,56901,172.217.194.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
udp,122.144.6.226,63416,172.217.194.105,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,58713,44.237.54.221,8883,OUT.bound,established,,INTL.c,US,AS16509 amazon.com inc,,,
tcp,122.144.6.226,52865,142.251.12.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000
udp,122.144.6.226,52374,157.240.208.63,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,122.144.6.226,50977,142.251.88.105,443,OUT.bound,,,INTL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,58958,156.59.239.243,8888,OUT.bound,established,,INTL.c,SG,ASNone ,,,
tcp,118.99.86.26,51301,122.144.6.226,56001,IN.bound,established,,,ID,AS17451 biznet networks,,,
tcp,122.144.6.226,58805,8.8.4.4,443,OUT.bound,established,,LOKAL.c,,,,,
tcp,122.144.6.226,57711,20.198.119.143,443,OUT.bound,established,,INTL.c,IN,AS8075 microsoft corporation,,,
tcp,122.144.6.226,35068,142.251.175.139,80,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,60712,74.125.200.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000
tcp,122.144.6.226,33902,52.220.163.178,443,OUT.bound,established,,INTL.c,SG,AS16509 amazon.com inc,,,
tcp,122.144.6.226,38210,31.13.95.2,443,OUT.bound,time-wait,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,122.144.6.226,53467,103.166.48.126,443,OUT.bound,established,,LOKAL.c,ID,AS139460 pt maxindo mitra solusi,,,
tcp,122.144.6.226,63528,172.217.194.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
udp,122.144.6.226,49914,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
tcp,122.144.6.226,59573,34.36.232.77,443,OUT.bound,established,,INTL.c,US,ASNone ,,,
