protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
icmp,175.103.43.90,,122.144.6.226,,,
tcp,122.144.6.226,61200,31.13.95.60,443,established,LOKAL.c
udp,122.144.6.226,57249,36.68.216.67,12051,,LOKAL.c
tcp,182.1.122.168,57259,122.144.6.226,7211,established,LOKAL.c
tcp,202.148.26.3,22,43.131.254.249,55618,fin-wait,
tcp,122.144.6.226,49672,209.58.162.123,443,established,INTL.c
tcp,103.166.48.122,57670,122.144.6.226,3389,established,LOKAL.c
tcp,202.148.26.3,22,175.206.80.31,49944,established,
udp,122.144.6.226,57503,31.13.95.63,443,,LOKAL.c
tcp,122.144.6.226,61417,142.251.88.41,443,established,INTL.c
udp,122.144.6.226,50056,52.112.176.179,3481,,INTL.c
udp,122.144.6.226,50021,52.112.180.165,3480,,INTL.c
tcp,122.144.6.226,34810,8.219.106.34,31006,established,INTL.c
tcp,192.168.99.119,48722,74.125.130.94,443,established,
tcp,122.144.6.226,50952,217.146.12.138,5938,established,INTL.c
tcp,122.144.6.226,52051,52.98.77.114,443,established,INTL.c
tcp,122.144.6.226,52946,162.247.241.2,443,established,LOKAL.c
tcp,122.144.6.226,40260,172.217.194.95,443,established,LOKAL.c
udp,122.144.6.226,49320,74.125.68.102,443,,LOKAL.c
udp,122.144.6.226,51075,31.13.95.63,443,,LOKAL.c
tcp,122.144.6.226,44814,31.13.95.60,443,established,LOKAL.c
tcp,122.144.6.226,54303,23.195.157.236,443,established,INTL.c
tcp,202.148.26.3,22,218.92.0.16,31636,established,
udp,122.144.6.226,59490,8.8.8.8,443,,LOKAL.c
udp,122.144.6.226,31807,103.166.48.122,58490,,LOKAL.c
tcp,122.144.6.226,41066,151.101.1.21,443,established,INTL.c
udp,122.144.6.226,57249,47.241.116.15,6000,,INTL.c
tcp,122.144.6.226,60952,103.166.48.126,443,established,LOKAL.c
udp,122.144.6.226,40610,8.8.4.4,53,,LOKAL.c
tcp,122.144.6.226,52148,156.59.239.26,8888,established,INTL.c
tcp,122.144.6.226,54087,52.168.117.170,443,established,INTL.c
tcp,192.168.98.80,34158,74.125.68.95,443,established,
udp,122.144.6.226,62729,8.8.4.4,443,,LOKAL.c
tcp,122.144.6.226,40564,31.13.95.34,443,established,LOKAL.c
udp,122.144.6.226,50275,74.125.130.93,443,,LOKAL.c
tcp,122.144.6.226,46156,31.13.95.61,5222,established,LOKAL.c
tcp,202.148.26.3,23,122.96.31.139,25681,established,
tcp,122.144.6.226,54314,13.107.246.59,443,time-wait,INTL.c
udp,122.144.6.226,56848,192.178.49.163,443,,INTL.c
tcp,122.144.6.226,49658,52.108.8.12,443,established,INTL.c
tcp,122.144.6.226,38036,199.232.194.2,443,established,INTL.c
tcp,122.144.6.226,40392,45.121.219.202,443,established,INTL.c
udp,122.144.6.226,62091,23.48.173.17,443,,LOKAL.c
tcp,118.99.86.26,49948,122.144.6.226,56001,established,
tcp,122.144.6.226,48514,192.229.232.89,443,established,INTL.c
tcp,122.144.6.226,44102,104.21.14.182,443,established,INTL.c
tcp,122.144.6.226,36830,162.247.243.22,443,established,INTL.c
tcp,122.144.6.226,58445,74.125.68.188,5228,established,LOKAL.c
udp,122.144.6.226,57906,142.251.12.139,443,,LOKAL.c
tcp,122.144.6.226,58788,103.107.198.66,443,established,INTL.c
tcp,122.144.6.226,61321,104.17.248.168,443,established,LOKAL.c
tcp,122.144.6.226,60725,17.188.23.52,443,close,INTL.c
tcp,122.144.6.226,37918,157.240.208.60,443,established,LOKAL.c
udp,122.144.6.226,60984,142.251.88.105,443,,INTL.c
tcp,122.144.6.226,58958,156.59.239.243,8888,established,INTL.c
udp,122.144.6.226,49471,31.13.95.13,443,,LOKAL.c
tcp,122.144.6.226,60575,157.240.208.60,443,established,LOKAL.c
tcp,122.144.6.226,49429,20.198.119.143,443,established,INTL.c
tcp,122.144.6.226,49514,52.108.79.30,443,established,INTL.c
tcp,122.144.6.226,59822,31.13.95.175,5222,established,LOKAL.c
udp,122.144.6.226,60887,172.253.118.94,443,,LOKAL.c
tcp,202.148.26.3,23,122.96.31.139,9940,established,
tcp,122.144.6.226,60734,74.125.68.188,5228,established,LOKAL.c
tcp,122.144.6.226,49346,18.138.60.34,443,established,INTL.c
tcp,122.144.6.226,60519,52.111.240.2,443,established,INTL.c
tcp,122.144.6.226,61126,172.217.194.139,443,established,LOKAL.c
tcp,122.144.6.226,51831,52.123.168.220,443,established,INTL.c
udp,122.144.6.226,59542,8.8.8.8,443,,LOKAL.c
tcp,122.144.6.226,52827,203.27.106.11,443,established,INTL.c
udp,122.144.6.226,58191,31.13.95.60,443,,LOKAL.c
tcp,122.144.6.226,48700,142.250.4.95,443,established,LOKAL.c
udp,103.136.6.162,58759,122.144.2.2,53,,
udp,122.144.6.226,52578,104.16.87.20,443,,LOKAL.c
tcp,122.144.6.226,41000,162.247.241.2,443,established,LOKAL.c
tcp,202.148.26.3,23,122.96.31.139,14989,established,
tcp,122.144.6.226,56816,47.236.9.38,8820,established,INTL.c
tcp,122.144.6.226,61126,20.198.119.84,443,established,INTL.c
tcp,122.144.6.226,38032,199.232.194.2,443,established,INTL.c
tcp,122.144.6.226,46666,123.182.51.36,443,established,INTL.c
