name,data,.id,type,static,ttl,timestamp
trontv.com,ns-1706.awsdns-21.co.uk,*2CE9B4,NS,False,14m48s,2023-11-28 09:18:27 WIB
trontv.com,ns-673.awsdns-20.net,*2CE9B5,NS,False,14m48s,2023-11-28 09:18:27 WIB
trontv.com,ns-69.awsdns-08.com,*2CE9B6,NS,False,14m48s,2023-11-28 09:18:27 WIB
trontv.com,ns-1519.awsdns-61.org,*2CE9B7,NS,False,14m48s,2023-11-28 09:18:27 WIB
freeproxy.io,172.67.183.73,*2CE9B8,A,False,2m38s,2023-11-28 09:18:27 WIB
freeproxy.io,104.21.36.19,*2CE9B9,A,False,2m38s,2023-11-28 09:18:27 WIB
io,c0.nic.io,*2CE9BA,NS,False,12m38s,2023-11-28 09:18:27 WIB
io,b0.nic.io,*2CE9BB,NS,False,12m38s,2023-11-28 09:18:27 WIB
io,a0.nic.io,*2CE9BC,NS,False,12m38s,2023-11-28 09:18:27 WIB
io,a2.nic.io,*2CE9BD,NS,False,12m38s,2023-11-28 09:18:27 WIB
c0.nic.io,65.22.162.17,*2CE9BE,A,False,12m38s,2023-11-28 09:18:27 WIB
b0.nic.io,65.22.161.17,*2CE9BF,A,False,12m38s,2023-11-28 09:18:27 WIB
,a.root-servers.net,*2CE9C0,NS,False,14m58s,2023-11-28 09:18:27 WIB
,b.root-servers.net,*2CE9C1,NS,False,14m58s,2023-11-28 09:18:27 WIB
,c.root-servers.net,*2CE9C2,NS,False,14m58s,2023-11-28 09:18:27 WIB
,d.root-servers.net,*2CE9C3,NS,False,14m58s,2023-11-28 09:18:27 WIB
,e.root-servers.net,*2CE9C4,NS,False,14m58s,2023-11-28 09:18:27 WIB
,f.root-servers.net,*2CE9C5,NS,False,14m58s,2023-11-28 09:18:27 WIB
,g.root-servers.net,*2CE9C6,NS,False,14m58s,2023-11-28 09:18:27 WIB
,h.root-servers.net,*2CE9C7,NS,False,14m58s,2023-11-28 09:18:27 WIB
,i.root-servers.net,*2CE9C8,NS,False,14m58s,2023-11-28 09:18:27 WIB
,j.root-servers.net,*2CE9C9,NS,False,14m58s,2023-11-28 09:18:27 WIB
,k.root-servers.net,*2CE9CA,NS,False,14m58s,2023-11-28 09:18:27 WIB
,l.root-servers.net,*2CE9CB,NS,False,14m58s,2023-11-28 09:18:27 WIB
,m.root-servers.net,*2CE9CC,NS,False,14m58s,2023-11-28 09:18:27 WIB
a.root-servers.net,198.41.0.4,*2CE9CD,A,False,14m58s,2023-11-28 09:18:27 WIB
k.root-servers.net,193.0.14.129,*2CE9CE,A,False,14m58s,2023-11-28 09:18:27 WIB
bench.utp.st,com-utorrent-prod-bench-bt-vpc-868333863.us-east-1.elb.amazonaws.com,*2CE9DD,CNAME,False,22s,2023-11-28 09:18:27 WIB
i-38.b-46514.ut.bench.utorrent.com,bench.utp.st,*2CE9E2,CNAME,False,1m12s,2023-11-28 09:18:27 WIB
utorrent.com,ens-06.bittorrent.com,*2CE9E4,NS,False,13m21s,2023-11-28 09:18:27 WIB
utorrent.com,ns2.utorrent.com,*2CE9E5,NS,False,13m21s,2023-11-28 09:18:27 WIB
utorrent.com,ns3.utorrent.com,*2CE9E6,NS,False,13m21s,2023-11-28 09:18:27 WIB
utorrent.com,ns1.utorrent.com,*2CE9E7,NS,False,13m21s,2023-11-28 09:18:27 WIB
utorrent.com,ens-05.bittorrent.com,*2CE9E8,NS,False,13m21s,2023-11-28 09:18:27 WIB
ns2.utorrent.com,204.152.200.170,*2CE9EA,A,False,13m22s,2023-11-28 09:18:27 WIB
ns3.utorrent.com,204.152.200.186,*2CE9EB,A,False,8m32s,2023-11-28 09:18:27 WIB
ns1.utorrent.com,216.45.48.250,*2CE9EC,A,False,13m22s,2023-11-28 09:18:27 WIB
ens-06.bittorrent.com,208.72.192.166,*2CE9ED,A,False,13m22s,2023-11-28 09:18:27 WIB
yts.am,104.31.16.6,*2CE9EE,A,False,2m39s,2023-11-28 09:18:27 WIB
yts.am,104.31.16.123,*2CE9EF,A,False,2m39s,2023-11-28 09:18:27 WIB
d19v6bb6c0fjm2.cloudfront.net,ns-923.awsdns-51.net,*2CE9F6,NS,False,14m49s,2023-11-28 09:18:27 WIB
d19v6bb6c0fjm2.cloudfront.net,ns-1483.awsdns-57.org,*2CE9F7,NS,False,14m49s,2023-11-28 09:18:27 WIB
d19v6bb6c0fjm2.cloudfront.net,ns-178.awsdns-22.com,*2CE9F8,NS,False,14m49s,2023-11-28 09:18:27 WIB
d19v6bb6c0fjm2.cloudfront.net,ns-2031.awsdns-61.co.uk,*2CE9F9,NS,False,14m49s,2023-11-28 09:18:27 WIB
freeanimesonline.com,172.67.177.52,*2CE9FA,A,False,2m43s,2023-11-28 09:18:27 WIB
freeanimesonline.com,104.21.59.121,*2CE9FB,A,False,2m43s,2023-11-28 09:18:27 WIB
sitenable.info,104.21.50.63,*2CE9FC,A,False,3m4s,2023-11-28 09:18:27 WIB
