.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*F95C,icmp,175.103.43.90,122.144.6.226,122.144.6.226,175.103.43.90,,,,9s,,9,828,0,0,5,460,0,0,1472,736,False,True,False,True,False,False,False,False,0,8,1,2023-11-28 09:18:27 WIB
*F961,tcp,122.144.6.226:61200,31.13.95.60:443,31.13.95.60:443,103.136.6.162:61200,,established,,23h59m59s,LOKAL.c,5,555,0,0,5,200,0,0,888,320,False,True,True,True,False,False,True,False,,,,2023-11-28 09:18:27 WIB
*F985,udp,122.144.6.226:57249,36.68.216.67:12051,36.68.216.67:12051,103.136.6.162:57249,,,,8s,LOKAL.c,7,621,0,0,0,0,0,0,1680,0,False,False,False,True,False,False,True,False,,,,2023-11-28 09:18:27 WIB
*F99D,tcp,182.1.122.168:57259,122.144.6.226:7211,122.144.6.226:7211,182.1.122.168:57259,,established,,23h59m59s,LOKAL.c,6,283,0,0,6,261,0,0,1120,712,False,True,True,True,False,False,False,False,,,,2023-11-28 09:18:27 WIB
*F9EB,tcp,202.148.26.3:22,43.131.254.249:55618,43.131.254.249:55618,202.148.26.3:22,,fin-wait,,7s,,4,272,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 09:18:27 WIB
*F9FD,tcp,122.144.6.226:49672,209.58.162.123:443,209.58.162.123:443,103.136.6.162:49672,,established,,23h59m56s,INTL.c,1,41,0,0,1,52,0,0,0,0,False,True,False,True,False,False,True,False,,,,2023-11-28 09:18:27 WIB
*FA4E,tcp,103.166.48.122:57670,122.144.6.226:3389,122.144.6.226:3389,103.166.48.122:57670,,established,,23h59m59s,LOKAL.c,157,16568,0,0,122,42094,0,0,60216,117240,False,True,True,True,False,False,False,False,,,,2023-11-28 09:18:27 WIB
*FA9B,tcp,202.148.26.3:22,175.206.80.31:49944,175.206.80.31:49944,202.148.26.3:22,,established,,23h59m58s,,3,316,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 09:18:27 WIB
*FAA8,udp,122.144.6.226:57503,31.13.95.63:443,31.13.95.63:443,103.136.6.162:57503,,,,2m58s,LOKAL.c,5,929,0,0,13,11388,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:18:27 WIB
*FACF,tcp,122.144.6.226:61417,142.251.88.41:443,142.251.88.41:443,103.136.6.162:61417,,established,,4m58s,INTL.c,42,1692,0,0,52,74315,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:18:27 WIB
