name,data,.id,type,static,ttl,timestamp
vpn.tarumanagara.com,202.6.211.33,*75B52C,A,True,1h,2023-11-21 14:13:50 WIB
apple.com,"""cerner-client-id=22dd1d8a-5e8b-4e1e-80ef-39bcdfd42798""",*75B52E,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""v=spf1 include:_spf.apple.com include:_spf-txn.apple.com ~all""",*75B52F,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""77a4a6de-da14-449c-83c4-85366e0f55f9""",*75B530,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""google-site-verification=zBSq1mG5ssu2If-C17UAz_MzSZDcx03MVxmeDwMNc5w""",*75B531,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""facebook-domain-verification=n6cqjfucq6plswmtfbwnbbeu1qiq3v""",*75B532,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""json:eyJ3aHkiOiJUaGlzIGlzIHRvIHRydW5jYXRlIFVEUCByZXNwb25zZXMgZm9yIFRYVCBxdWVyaWVzIHRvIGFwcGxlLmNvbSIsInBhZGRpbmciOiJpZW4wYWVHaGF0aG9oNmhhaHZpZWphaTNlYXkwYWh2YWhjaGFocXVhZWxlZTBZdWw0cGhpZXRoMHNvNXZpZXllZWNvaDRpZThzaGVlcGllVDNwYWVjaGVpVjZqb2h3aWVwaG82In0K""",*75B533,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""atlassian-domain-verification=mLabq99iaT8kquJechF6l31FAYoNUe3WB7tLpLFUiUYVJCse9SKq83hOJzFkwqrh""",*75B534,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""adobe-idp-site-verification=6bd5e74c-a3a0-4781-b2e1-e95399b5e11c""",*75B535,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""ValidationTokenValue=77a4a6de-da14-449c-83c4-85366e0f55f9""",*75B536,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""cerner-client-id=ce3abf18-ee87-43b9-9927-9eb24b4bac4a""",*75B537,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""miro-verification=2494d255c4c50b1e521650a0659cbf3fa08b0072""",*75B538,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""webexdomainverification.8C462=b728ec3f-dfc9-42f9-92cb-9ba8853cbee8""",*75B539,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""google-site-verification=8M6XjQCzydT62jk8HY3VXPAG-nKDllTRV-JpA3-Ktyw""",*75B53A,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""apple-domain-verification=X5Jt76bn3Dnmgzjj""",*75B53B,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""cisco-ci-domain-verification=6f3bfb849796a518061f8e8c4356f687a138502d86db742791685059176547dd""",*75B53C,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""json:eyJ3aHkiOiJUaGlzIGlzIHRvIHRydW5jYXRlIFVEUCByZXNwb25zZXMgZm9yIFRYVCBxdWVyaWVzIHRvIGFwcGxlLmNvbSIsInBhZGRpbmciOiJxdWFoMGVpamFhNGVlajh0aWVkYWlnaG9jZWljaGFlOGVUb3ppZTVmdTVhaFRoMldlaU00aWsyaHVxdThpZXBoaWVxdW9oc2hlaXBhZWdoOUthZWw3b2NoaWVuZ2llem9lc2g1In0K""",*75B53D,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""Dynatrace-site-verification=7d881a7c-c13f-4146-9d27-2731459e2509__iqls0105tagglcsaul0m16ibrf""",*75B53E,TXT,False,25s,2023-11-21 14:13:50 WIB
apple.com,"""google-site-verification=L5kkMdiFI8npvb6KlHui84fJaCw5G64DWhaDRIAT4_c""",*75B53F,TXT,False,25s,2023-11-21 14:13:50 WIB
sl,ns1.neoip.com,*76F585,NS,False,6s,2023-11-21 14:13:50 WIB
sl,ns2.neoip.com,*76F586,NS,False,6s,2023-11-21 14:13:50 WIB
atlassian.com,"""stripe-verification=71d4571aac7216050c8bebaadf0538662d4e5a950b7c4cfd8e69b12a54835df1""",*77022A,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""google-site-verification=Ey-v6Be7J2lbOSMR7ID-gA6wGZXKxYMuTVkR4LFueow""",*77022B,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""stripe-verification=27a7887beca7c109d6beeb7b154db1878cdb699d0d93e48a731ec08c694a6290""",*77022C,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""miro-verification=6bd145c8ff96aabe81ebbc9298522ad4c41e08f6""",*77022D,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""stripe-verification=580cea36ec46ac0adcc200221811acaca1db456b0fb91bd7cc129d8f3459b9b8""",*77022E,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""SFMC-NEVZE-pd0X15BlxXI8i2N1C977acCSS6iXsjznDF""",*77022F,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""knowbe4-site-verification=d26e46454d5f1bfcd1bd89f8ccf0d578""",*770230,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""SFMC-VGtbZqMeaLnLX_ep8blmghawDtsZvdGp8ohWo4J5""",*770231,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""onetrust-domain-verification=aa11449cf62348e78d229049ddf67df2""",*770232,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""docusign=40001689-5955-4691-bdc0-0c95f792b589""",*770233,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""atlassian-domain-verification=ZlsTGOEPNmWFXzzhEayLG9WDmjOwsr1H36NdpelFLTF/kGCLr/a5rCCOqqGZRjWt""",*770234,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""zoom-domain-verification=2803a8e0-7054-4e81-a7d7-fd55692d5e3b""",*770235,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""d25ka488dfqyj6.cloudfront.net""",*770236,TXT,False,7s,2023-11-21 14:13:50 WIB
atlassian.com,"""google-site-verification=z98_8Laz1Jr_VZwpAMfx5IXbFy4PCx66ygZoqCeLyyc""",*770237,TXT,False,7s,2023-11-21 14:13:50 WIB
