session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-21_09-27-56,tcp,203.123.56.246,49155,92.223.85.164,443,OUT.bound,established,,,SG,AS199524 g-core labs s.a.,,,
2023-11-21_09-27-56,gre,146.196.110.84,,203.123.56.202,,OUT.bound,,,,ID,AS139460 pt maxindo mitra solusi,,,
2023-11-21_09-27-56,udp,175.103.36.115,13231,203.123.56.246,13231,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-21_09-27-56,udp,203.123.56.246,58714,176.9.57.92,60684,OUT.bound,,,,DE,AS24940 hetzner online gmbh,,,
2023-11-21_09-27-56,tcp,203.123.56.246,52424,157.240.208.3,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-21_09-27-56,udp,203.123.56.246,49732,122.144.2.204,443,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-21_09-27-56,udp,203.123.56.246,56783,144.76.28.178,38317,OUT.bound,,,,DE,AS24940 hetzner online gmbh,,,
2023-11-21_09-27-56,udp,203.123.56.246,61437,157.240.208.62,3478,OUT.bound,,,,ID,AS32934 facebook  inc.,,,
2023-11-21_09-27-56,udp,203.123.56.246,54285,134.119.184.235,58617,OUT.bound,,,,FR,AS29066 host europe gmbh,,,
2023-11-21_09-27-56,udp,203.123.56.246,50387,93.190.141.101,37235,OUT.bound,,,,NL,AS49981 worldstream b.v.,,,
2023-11-21_09-27-56,tcp,203.123.56.246,49309,51.81.93.145,9001,OUT.bound,established,,,US,AS16276 ovh sas,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_09-27-56,tcp,203.123.56.246,57818,203.161.21.9,443,OUT.bound,established,,,ID,AS133840 pt jala lintas media,,,
2023-11-21_09-27-56,tcp,203.123.56.246,52859,172.67.200.56,80,OUT.bound,established,,,US,AS13335 cloudflare,,,
2023-11-21_09-27-56,tcp,203.123.56.246,55914,223.130.195.168,443,OUT.bound,time-wait,,,KR,AS23576 naver cloud corp.,,,
2023-11-21_09-27-56,tcp,146.196.110.84,899,175.103.43.90,51221,OUT.bound,established,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-21_09-27-56,udp,203.123.56.246,35199,142.251.12.95,443,OUT.bound,,,,US,AS15169 google llc,,,
2023-11-21_09-27-56,tcp,54.39.118.29,8080,203.123.56.246,49165,IN.bound,established,,speedtest.c,CA,AS16276 ovh sas,,,
2023-11-21_09-27-56,tcp,135.148.150.100,443,203.123.56.246,49174,IN.bound,established,,,US,AS16276 ovh sas,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_09-27-56,tcp,217.160.192.232,443,203.123.56.246,49215,IN.bound,established,,,DE,AS8560 1&1 ionos se,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_09-27-56,udp,203.123.56.246,40916,122.144.2.204,443,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-21_09-27-56,tcp,203.123.56.246,52292,23.215.35.95,80,OUT.bound,established,,,FR,AS20940 akamai international b.v.,,,
2023-11-21_09-27-56,tcp,190.2.153.200,40001,203.123.56.246,49320,IN.bound,established,,,NL,AS49981 worldstream b.v.,,,
2023-11-21_09-27-56,tcp,203.123.56.246,49853,74.125.200.101,443,OUT.bound,close,,,US,AS15169 google llc,,,
2023-11-21_09-27-56,tcp,203.123.56.246,35108,74.125.130.100,80,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_09-27-56,tcp,134.119.183.60,80,203.123.56.246,55361,IN.bound,established,,,FR,AS29066 host europe gmbh,,,
2023-11-21_09-27-56,tcp,203.123.56.246,59942,115.238.23.23,80,OUT.bound,last-ack,,,CN,AS58461 ct-hangzhou-idc,,,
2023-11-21_09-27-56,udp,5.9.97.47,42532,203.123.56.246,58364,IN.bound,,,,DE,AS24940 hetzner online gmbh,,,
