session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-16_13-42-48,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:41:52.687
2023-11-16_13-43-04,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:42:59.260
2023-11-16_13-43-21,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:43:11.310
2023-11-16_13-43-37,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:43:20.677
2023-11-16_13-43-59,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:43:49.064
2023-11-16_13-44-15,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:44:04.093
2023-11-16_13-44-31,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:44:23.764
2023-11-16_13-44-48,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:44:23.764
2023-11-16_13-45-05,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:44:23.764
2023-11-16_13-45-23,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:44:23.764
2023-11-16_13-46-07,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:44:23.764
2023-11-16_13-46-44,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:46:26.431
2023-11-16_13-47-02,icmp,10.0.0.4,0,49.158.46.242,0,OUT.bound,,,,TW,AS24164 union broadband network,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-16 06:46:26.431
