.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*7AF7,tcp,175.103.43.90:52970,10.0.0.4:7502,10.0.0.4:7502,175.103.43.90:52970,,established,,5m,,5,280,0,0,3,139,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-15 17:44:13 WIB
*7AF8,tcp,20.205.36.71:34788,10.0.0.4:179,10.0.0.4:179,20.205.36.71:34788,,established,,23h59m37s,,2350,144544,0,0,2350,144506,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-15 17:44:13 WIB
*7AF9,udp,10.0.0.4:4500,20.205.36.71:4500,20.205.36.71:4500,10.0.0.4:4500,,,,2m58s,,5349,562160,0,0,9497,904922,0,0,0,232,False,True,True,True,False,False,False,False,,,,2023-11-15 17:44:13 WIB
*7AFA,udp,192.168.55.2:5678,255.255.255.255:5678,255.255.255.255:5678,192.168.55.2:5678,,,,8s,,1,144,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-15 17:44:13 WIB
*7AFB,tcp,175.103.43.90:52969,10.0.0.4:7502,10.0.0.4:7502,175.103.43.90:52969,,time-wait,,9s,,5,249,0,0,4,179,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-15 17:44:13 WIB
*7AFC,udp,10.0.0.4:1701,20.205.36.71:1701,20.205.36.71:1701,10.0.0.4:1701,,,,2m58s,,3991,179482,0,0,5018,366396,0,0,0,736,False,True,True,True,False,False,False,False,,,,2023-11-15 17:44:13 WIB
