indicator,asn,country_code2,name,description,modified,created
12.202.156.236,AS7018 att services inc,US,ETIC Cybersecurity 2023-11-06 Port Scan,,2023-11-06T22:58:38.623000,2023-11-05T23:00:24.278000
34.105.86.190,AS396982 google,US,,,,
103.136.42.40,AS139884 apeiron global pvt. ltd.,NL,ETIC Cybersecurity 2023-11-07 Port Scan,,2023-11-07T10:08:48.162000,2023-11-06T23:00:24.055000
20.205.36.71,AS8075 microsoft corporation,HK,,,,
34.107.243.93,AS15169 google llc,US,,,,
