protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
tcp,20.205.36.71,34788,10.0.0.4,179,established,,,IN.bound
udp,10.0.0.4,4500,20.205.36.71,4500,,,,OUT.bound
udp,10.0.0.4,1701,20.205.36.71,1701,,,,OUT.bound
tcp,175.103.43.90,52420,10.0.0.4,7502,established,,,IN.bound
tcp,175.103.43.90,52419,10.0.0.4,7502,time-wait,,,IN.bound
