session,protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
2023-11-30_16-23-00,tcp,192.168.1.78,50984,192.168.2.16,8000,local,irdmi,established,,LAN-SHARING.c,,,,,,
2023-11-30_16-23-00,tcp,77.83.246.202,63219,43.247.13.71,80,IN.bound,,established,,in-utama.c,RU,AS35758 rachamim aviel twito trading as a.b internet solutions,,,,
2023-11-30_16-23-00,tcp,192.168.1.26,42932,142.251.12.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,
2023-11-30_16-23-00,tcp,192.168.1.28,32912,163.70.153.60,443,OUT.bound,https,last-ack,,LOKAL.c,FR,ASNone ,,,,
2023-11-30_16-23-00,udp,192.168.1.101,51573,31.13.95.60,443,OUT.bound,https,,,LOKAL.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.126,47252,47.246.177.251,443,OUT.bound,https,established,,INTL.c,US,ASNone ,,,,
2023-11-30_16-23-00,tcp,192.168.1.249,45416,142.251.12.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,
2023-11-30_16-23-00,tcp,192.168.1.163,52296,8.211.7.177,443,OUT.bound,https,established,,INTL.c,DE,AS45102 alibaba (us) technology co.  ltd.,,,,
2023-11-30_16-23-00,tcp,192.168.1.10,60122,184.25.236.122,443,OUT.bound,https,established,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.185,34624,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.1.49,51258,45.135.231.52,443,OUT.bound,https,established,,INTL.c,HK,AS199524 g-core labs s.a.,,,,
2023-11-30_16-23-00,tcp,192.168.1.166,54086,35.213.190.132,443,OUT.bound,https,established,,LOKAL.c,SG,AS15169 google llc,,,,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.193,47922,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.135,49414,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.21,47630,142.251.12.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,
2023-11-30_16-23-00,tcp,192.168.1.34,49311,74.125.24.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.135,50268,192.168.2.19,8000,local,irdmi,established,,LAN-SHARING.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.36,42262,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_16-23-00,tcp,192.168.1.135,53062,142.251.12.95,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.0.103,46020,199.232.234.73,443,OUT.bound,https,established,,,US,AS54113 fastly,,,,CDN IP ranges
2023-11-30_16-23-00,tcp,192.168.1.112,44638,157.240.208.3,443,OUT.bound,https,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,,
2023-11-30_16-23-00,tcp,192.168.1.69,39790,172.217.194.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.148,34558,157.240.208.61,443,OUT.bound,https,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,,
2023-11-30_16-23-00,tcp,192.168.1.160,50282,184.25.236.67,443,OUT.bound,https,established,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.137,38238,74.125.130.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,udp,192.168.2.99,42408,157.240.217.63,443,OUT.bound,https,,,LOKAL.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_16-23-00,tcp,192.168.1.228,38862,172.253.118.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,
2023-11-30_16-23-00,tcp,192.168.1.64,50606,157.240.3.34,443,OUT.bound,https,established,,LOKAL.c,US,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.137,43110,172.217.194.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
2023-11-30_16-23-00,udp,192.168.1.129,62625,163.70.153.63,443,OUT.bound,https,,,LOKAL.c,FR,ASNone ,,,,
2023-11-30_16-23-00,tcp,192.168.1.115,53216,74.125.24.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.160,47262,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.1.135,50251,192.168.2.19,8000,local,irdmi,established,,LAN-SHARING.c,,,,,,
2023-11-30_16-23-00,udp,192.168.1.211,60288,142.250.4.91,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.2.99,45736,74.125.68.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,pc connections,pulled from router,2022-05-20T00:01:19.453000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.190,59808,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.0.105,49857,192.168.2.19,8000,local,irdmi,established,,,,,,,,
2023-11-30_16-23-00,udp,192.168.1.126,54179,34.111.101.25,443,OUT.bound,https,,,INTL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.0.105,49854,192.168.2.16,8000,local,irdmi,established,,,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.135,56106,74.125.68.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,pc connections,pulled from router,2022-05-20T00:01:19.453000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.135,50654,192.168.2.19,8000,local,irdmi,established,,LAN-SHARING.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.219,46902,8.209.72.171,443,OUT.bound,https,established,,INTL.c,DE,AS45102 alibaba (us) technology co.  ltd.,,,,
2023-11-30_16-23-00,tcp,192.168.1.158,38276,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_16-23-00,tcp,192.168.0.105,55979,192.168.2.16,8000,local,irdmi,established,,,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.148,52268,172.217.194.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.228,53874,142.250.141.188,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,Blackshades    Remote attacks   Malicious Google Search   DNS Requests,Botnet Command and Control  nCobalt Strike nMisc Attack nHidden users nTargets: network  communicati,2023-11-06T03:00:36.709000,
2023-11-30_16-23-00,tcp,192.168.1.22,55129,157.240.217.61,443,OUT.bound,https,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_16-23-00,tcp,192.168.1.163,57712,74.125.68.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,pc connections,pulled from router,2022-05-20T00:01:19.453000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.28,44648,172.253.113.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,185.224.128.184,12651,103.234.253.173,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T09:11:58.881000,
2023-11-30_16-23-00,tcp,192.168.1.28,57618,199.103.24.2,443,OUT.bound,https,established,,LOKAL.c,US,AS396986 bytedance inc.,,,,
2023-11-30_16-23-00,tcp,192.168.1.220,64413,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.135,38684,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.1.229,43876,142.251.12.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,
2023-11-30_16-23-00,udp,192.168.1.126,40459,210.210.145.139,443,OUT.bound,https,,,LOKAL.c,ID,AS4787 pt cyberindo aditama,,,,
2023-11-30_16-23-00,tcp,192.168.1.97,39492,157.240.208.33,5222,OUT.bound,xmpp-client,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,,
2023-11-30_16-23-00,tcp,192.168.1.220,61676,40.79.141.152,443,OUT.bound,https,established,,INTL.c,FR,AS8075 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,https://www.virustotal.com/gui/collection/27233a89c864ba0e77e672a8909fd63b4a8b6d457c9e4ff219f2a3e47d,2023-11-27T07:26:03.810000,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.78,50991,192.168.2.16,8000,local,irdmi,established,,LAN-SHARING.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.135,41072,142.251.12.94,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,uTorrent seeds from a VM,The world ,2022-12-16T13:03:24.863000,
2023-11-30_16-23-00,tcp,192.168.1.160,32994,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
2023-11-30_16-23-00,udp,192.168.1.129,54200,163.70.153.1,443,OUT.bound,https,,,LOKAL.c,FR,ASNone ,,,,
2023-11-30_16-23-00,tcp,185.224.128.184,12343,43.247.13.65,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T09:11:58.881000,
2023-11-30_16-23-00,tcp,192.168.1.68,36752,15.73.182.63,5222,OUT.bound,xmpp-client,established,,INTL.c,US,AS54680 hewlett-packard company,,,,
2023-11-30_16-23-00,tcp,192.168.1.28,33630,157.240.208.34,443,OUT.bound,https,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,,
2023-11-30_16-23-00,tcp,192.168.1.235,45897,74.125.130.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.28,37520,184.25.236.32,443,OUT.bound,https,established,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.90,34384,74.125.24.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.2.99,36232,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.2.99,43694,163.70.153.34,443,OUT.bound,https,established,,LOKAL.c,FR,ASNone ,,,,
2023-11-30_16-23-00,tcp,192.168.1.135,50622,192.168.2.16,8000,local,irdmi,established,,LAN-SHARING.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.156,48452,142.251.12.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,
2023-11-30_16-23-00,tcp,192.168.2.99,40764,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.1.78,49680,20.198.119.143,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.126,33078,74.125.24.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.246,35592,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.115,33854,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_16-23-00,tcp,192.168.1.185,50338,172.217.194.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.166,57346,13.224.250.111,443,OUT.bound,https,established,,INTL.c,US,AS16509 amazon.com inc,,,,CDN IP ranges
2023-11-30_16-23-00,tcp,192.168.2.99,45331,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.1.48,49224,172.253.118.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,
2023-11-30_16-23-00,tcp,185.224.128.184,22453,103.234.253.173,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T09:11:58.881000,
2023-11-30_16-23-00,tcp,192.168.2.99,50124,172.217.215.95,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.126,47448,23.56.239.129,443,OUT.bound,https,established,,LOKAL.c,ID,AS20940 akamai international b.v.,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.135,57662,35.213.190.132,443,OUT.bound,https,established,,LOKAL.c,SG,AS15169 google llc,,,,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.135,52144,142.251.10.95,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,uTorrent seeds from a VM,The world ,2022-12-16T13:03:24.863000,
2023-11-30_16-23-00,tcp,192.168.1.38,41852,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
2023-11-30_16-23-00,tcp,77.83.246.202,44007,43.247.13.64,80,IN.bound,,established,,in-utama.c,RU,AS35758 rachamim aviel twito trading as a.b internet solutions,,,,
2023-11-30_16-23-00,tcp,192.168.2.99,37081,142.250.4.95,443,OUT.bound,https,close-wait,,LOKAL.c,US,AS15169 google llc,,,,
2023-11-30_16-23-00,tcp,192.168.1.60,39466,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.148,41062,47.241.106.243,5222,OUT.bound,xmpp-client,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,Ste,,2022-05-19T00:00:49.028000,
2023-11-30_16-23-00,tcp,192.168.1.135,57330,47.241.106.64,443,OUT.bound,https,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,,
2023-11-30_16-23-00,tcp,192.168.1.17,39746,74.125.130.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.118,55936,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_16-23-00,tcp,192.168.0.105,49812,192.168.2.19,8000,local,irdmi,established,,,,,,,,
2023-11-30_16-23-00,tcp,192.168.1.135,35812,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_16-23-00,icmp,103.234.253.173,,103.7.226.16,,OUT.bound,,,,in-utama.c,ID,AS59135 pt suraloka digital kreatif,,,,
2023-11-30_16-23-00,tcp,192.168.1.110,47314,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.136,43232,142.250.4.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_16-23-00,tcp,192.168.1.229,52708,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
2023-11-30_16-23-00,tcp,192.168.1.221,36010,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
