protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,119.110.75.198,45282,35.213.190.132,443,established,LOKAL.c,
udp,139.5.151.12,5678,255.255.255.255,5678,,,
udp,172.16.252.50,53950,255.255.255.255,10002,,,
udp,122.144.6.65,5678,255.255.255.255,5678,,,
udp,119.110.75.198,50815,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,49187,34.120.241.214,443,established,INTL.c,
tcp,119.110.75.198,49185,54.192.18.56,443,established,INTL.c,
tcp,119.110.75.198,49483,172.64.155.89,443,time-wait,LOKAL.c,
udp,119.110.75.198,56336,71.18.36.225,443,,LOKAL.c,
udp,43.247.36.93,5678,255.255.255.255,5678,,,
udp,172.16.252.91,47140,255.255.255.255,10002,,,
tcp,119.110.75.198,50131,40.126.35.129,443,established,LOKAL.c,
udp,139.5.151.2,5678,255.255.255.255,5678,,,
udp,119.110.75.198,33100,34.111.101.25,443,,INTL.c,
udp,172.16.236.66,54406,255.255.255.255,10002,,,
udp,172.16.236.91,33401,255.255.255.255,10002,,,
udp,172.16.252.171,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,54270,182.23.50.233,443,established,LOKAL.c,
udp,172.16.236.58,57305,255.255.255.255,10002,,,
tcp,199.232.234.73,443,119.110.75.198,53934,established,,
tcp,119.110.75.198,54265,182.23.50.233,443,established,LOKAL.c,
tcp,119.110.75.198,50151,2.59.169.86,80,established,INTL.c,
udp,119.110.75.198,55853,122.144.1.1,53,,LOKAL.c,
udp,172.16.236.50,44899,255.255.255.255,10002,,,
tcp,119.110.75.198,56160,34.141.85.170,7500,established,LOKAL.c,
tcp,119.110.75.198,59360,157.240.208.16,443,established,LOKAL.c,
tcp,119.110.75.198,49484,23.50.117.217,443,close,LOKAL.c,
udp,119.110.75.198,38355,157.240.208.14,443,,LOKAL.c,
tcp,119.110.75.198,60494,31.13.95.37,5222,established,LOKAL.c,
udp,119.110.75.198,40120,157.240.15.1,443,,LOKAL.c,
udp,119.110.75.198,39290,122.144.1.1,53,,LOKAL.c,
tcp,3.6.211.252,443,119.110.75.198,51671,established,INTL.c,
tcp,119.110.75.198,49485,23.50.117.217,443,close,LOKAL.c,
udp,119.110.75.198,42929,157.240.13.14,443,,LOKAL.c,
tcp,119.110.75.198,65299,157.240.208.60,443,established,LOKAL.c,
tcp,119.110.75.198,59489,34.117.223.223,443,time-wait,INTL.c,
tcp,119.110.75.198,59486,34.117.223.223,443,time-wait,INTL.c,
udp,103.234.253.132,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,50153,104.21.28.80,443,time-wait,INTL.c,
udp,119.110.75.198,35056,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,46223,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51422,184.25.236.113,443,syn-recv,LOKAL.c,
udp,172.16.237.203,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,59488,34.117.223.223,443,time-wait,INTL.c,
tcp,119.110.75.198,49488,23.50.117.217,443,close,LOKAL.c,
tcp,119.110.75.198,33154,210.210.145.139,80,time-wait,LOKAL.c,
tcp,162.125.40.1,443,119.110.75.198,64431,established,INTL.c,
tcp,119.110.75.198,59487,34.117.223.223,443,time-wait,INTL.c,
tcp,119.110.75.198,50143,40.126.35.129,443,time-wait,LOKAL.c,
tcp,119.110.75.198,49486,23.50.117.217,443,established,LOKAL.c,
udp,119.110.75.198,33787,192.168.0.1,53,,INTL.c,
tcp,119.110.75.198,59485,34.117.223.223,443,time-wait,INTL.c,
tcp,119.110.75.198,50152,40.126.35.129,443,time-wait,LOKAL.c,
tcp,31.13.95.61,443,119.110.75.198,34582,fin-wait,LOKAL.c,
udp,172.16.236.194,35661,255.255.255.255,10002,,,
tcp,157.240.13.32,443,119.110.75.198,51658,established,,
udp,119.110.75.198,32060,47.74.211.223,6000,,INTL.c,
tcp,35.213.190.132,443,119.110.75.198,47368,time-wait,LOKAL.c,
udp,119.110.75.198,59488,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,48445,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,32060,47.241.58.2,6000,,INTL.c,
tcp,2.59.169.86,80,119.110.75.198,49323,established,INTL.c,
udp,119.110.75.198,51642,34.117.36.110,443,,INTL.c,
tcp,119.110.75.198,49492,216.239.38.120,443,established,LOKAL.c,
tcp,119.110.75.198,49489,184.25.236.11,443,established,LOKAL.c,
udp,172.16.237.202,5678,255.255.255.255,5678,,,
udp,119.110.75.198,49155,35.186.203.63,443,,LOKAL.c,
tcp,119.110.75.198,49490,184.25.236.11,443,established,LOKAL.c,
tcp,119.110.75.198,49491,184.25.236.11,443,established,LOKAL.c,
udp,119.110.75.198,58871,34.149.173.23,443,,INTL.c,
tcp,119.110.75.198,50154,40.126.35.129,443,time-wait,LOKAL.c,
udp,119.110.75.198,37817,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,49493,184.25.236.11,443,established,LOKAL.c,
tcp,119.110.75.198,49234,34.129.130.20,5938,established,LOKAL.c,
tcp,119.110.75.198,63130,182.23.50.233,443,established,LOKAL.c,
tcp,31.13.95.61,443,119.110.75.198,34592,established,LOKAL.c,
tcp,119.110.75.198,33156,210.210.145.139,80,time-wait,LOKAL.c,
udp,119.110.75.198,47791,163.70.153.63,443,,LOKAL.c,
tcp,119.110.75.198,49343,182.23.50.233,80,established,LOKAL.c,
udp,119.110.75.198,46978,122.144.1.1,53,,LOKAL.c,
udp,103.237.141.189,5678,255.255.255.255,5678,,,
udp,119.110.75.198,51648,34.107.238.235,443,,INTL.c,
udp,119.110.75.198,59914,23.215.35.68,443,,LOKAL.c,
tcp,119.110.75.198,49494,184.25.236.64,443,established,LOKAL.c,
tcp,34.117.214.157,443,119.110.75.198,47462,time-wait,INTL.c,
udp,119.110.75.198,44442,34.149.173.23,443,,INTL.c,
tcp,119.110.75.198,50155,104.21.28.80,443,established,INTL.c,
tcp,119.110.75.198,49495,184.25.236.64,443,established,LOKAL.c,
tcp,119.110.75.198,32873,192.168.0.3,9920,syn-sent,INTL.c,
tcp,119.110.75.198,49502,63.140.48.172,443,established,LOKAL.c,
tcp,119.110.75.198,49501,23.207.36.6,443,established,LOKAL.c,
tcp,119.110.75.198,64870,182.23.50.233,443,established,LOKAL.c,
tcp,119.110.75.198,49499,142.251.10.95,443,established,LOKAL.c,
tcp,119.110.75.198,49500,23.207.36.6,443,established,LOKAL.c,
tcp,119.110.75.198,50156,40.126.35.129,443,established,LOKAL.c,
udp,119.110.75.198,48391,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,37997,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,49497,172.64.154.86,443,established,LOKAL.c,
tcp,35.203.210.55,51398,119.110.75.199,13228,syn-sent,,
udp,119.110.75.198,35148,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,49504,23.207.37.176,443,established,LOKAL.c,
tcp,119.110.75.198,33158,210.210.145.139,80,time-wait,LOKAL.c,
tcp,119.110.75.198,49498,184.25.236.82,443,established,LOKAL.c,
udp,119.110.75.198,55770,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,49496,142.251.10.95,443,established,LOKAL.c,
tcp,119.110.75.198,49505,23.207.37.176,443,established,LOKAL.c,
tcp,119.110.75.198,49503,23.207.37.176,443,established,LOKAL.c,
tcp,119.110.75.198,33386,52.50.91.7,443,established,INTL.c,
udp,119.110.75.198,41976,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,58529,34.117.97.41,443,,INTL.c,
tcp,119.110.75.198,49507,172.253.118.95,443,established,LOKAL.c,
tcp,119.110.75.198,33160,210.210.145.139,80,time-wait,LOKAL.c,
udp,172.16.236.147,35898,255.255.255.255,10002,,,
tcp,119.110.75.198,49515,54.86.118.241,443,established,INTL.c,
tcp,119.110.75.198,49511,23.207.37.176,443,established,LOKAL.c,
tcp,119.110.75.198,49514,172.64.154.35,443,established,LOKAL.c,
tcp,119.110.75.198,49512,63.140.48.172,443,established,LOKAL.c,
tcp,119.110.75.198,49510,23.207.36.6,443,established,LOKAL.c,
tcp,175.103.43.90,51028,119.110.66.86,8278,established,,
tcp,119.110.75.198,49509,184.25.236.82,443,established,LOKAL.c,
tcp,119.110.75.198,49513,172.253.118.95,443,established,LOKAL.c,
tcp,119.110.75.198,49508,172.64.154.86,443,established,LOKAL.c,
udp,119.110.75.198,50970,122.144.1.1,53,,LOKAL.c,
udp,103.237.141.185,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,49195,134.119.183.60,80,established,INTL.c,
tcp,119.110.75.198,54284,182.23.50.233,443,established,LOKAL.c,
udp,172.16.236.83,59048,255.255.255.255,10002,,,
tcp,119.110.75.198,49506,23.50.117.217,443,established,LOKAL.c,
udp,172.16.236.2,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,49516,23.50.46.109,443,established,LOKAL.c,
udp,119.110.66.86,53370,10.79.21.14,1812,,,
tcp,119.110.75.198,49517,23.50.46.109,443,established,LOKAL.c,
udp,119.110.75.198,41004,122.144.1.1,53,,LOKAL.c,
