session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-20_09-01-23,udp,119.110.75.198,65383.0,148.251.237.81,39871.0,OUT.bound,,,INTL.c,DE,AS24940 hetzner online gmbh,,,
2023-11-20_09-01-23,tcp,175.103.43.90,50590.0,119.110.66.86,899.0,IN.bound,established,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-20_09-01-23,icmp,175.103.43.90,,119.110.75.198,,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-20_09-01-23,tcp,119.110.75.198,46626.0,103.143.2.221,1196.0,OUT.bound,established,,LOKAL.c,ID,AS139385 pt. lantip teknologi prima,,,
2023-11-20_09-01-23,tcp,119.110.75.198,50081.0,142.251.12.94,443.0,OUT.bound,time-wait,,LOKAL.c,US,AS15169 google llc,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000
2023-11-20_09-01-23,tcp,51.77.90.246,8080.0,119.110.75.198,63995.0,IN.bound,established,,INTL.c,FR,AS16276 ovh sas,,,
2023-11-20_09-01-23,tcp,167.235.112.134,9000.0,119.110.75.198,49160.0,IN.bound,established,,,DE,AS24940 hetzner online gmbh,TrojanDownloader:Win32/Cutwail.BS/Win.Trojan.Pushdo-20,,2023-11-16T21:45:11.721000
2023-11-20_09-01-23,tcp,119.110.75.198,38366.0,103.143.2.221,1197.0,OUT.bound,established,,LOKAL.c,ID,AS139385 pt. lantip teknologi prima,,,
2023-11-20_09-01-23,udp,195.123.221.1,37139.0,119.110.75.198,50631.0,IN.bound,,,INTL.c,NL,AS21100 itl llc,,,
2023-11-20_09-01-23,icmp,163.181.18.132,,119.110.75.198,,IN.bound,,,,ID,AS24429 zhejiang taobao network co. ltd,,,
2023-11-20_09-01-23,udp,119.110.75.198,51668.0,34.102.147.19,443.0,OUT.bound,,,INTL.c,US,AS396982 google,,,
2023-11-20_09-01-23,tcp,182.23.50.233,443.0,119.110.75.198,62111.0,IN.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
2023-11-20_09-01-23,tcp,119.110.75.198,51810.0,157.240.208.60,443.0,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-20_09-01-23,tcp,119.110.75.198,54151.0,182.23.50.233,443.0,OUT.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
2023-11-20_09-01-23,tcp,119.110.75.198,49163.0,178.254.26.126,443.0,OUT.bound,established,,INTL.c,DE,AS42730 evanzo e-commerce gmbh,,,
2023-11-20_09-01-23,tcp,119.110.75.198,49471.0,151.101.66.159,443.0,OUT.bound,established,,INTL.c,US,AS54113 fastly,BLOG | cloak-and-dagger | Page 4 of 8,C2 | scanning_host | Malicious|,2023-11-07T01:01:57.592000
2023-11-20_09-01-23,tcp,119.110.75.198,63996.0,185.244.24.41,8443.0,OUT.bound,established,,INTL.c,UA,AS44437 ahorro corporacion  s.a.,TOR nodes,,2023-11-15T00:01:55.056000
2023-11-20_09-01-23,udp,119.110.75.198,49757.0,103.134.189.139,443.0,OUT.bound,,,INTL.c,ID,AS140399 pt parsaoran global datatrans,,,
2023-11-20_09-01-23,tcp,190.2.153.211,40001.0,119.110.75.198,57293.0,IN.bound,established,,INTL.c,NL,AS49981 worldstream b.v.,,,
2023-11-20_09-01-23,tcp,119.110.75.198,65472.0,157.240.13.36,443.0,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
2023-11-20_09-01-23,tcp,71.18.36.225,443.0,119.110.75.198,56588.0,IN.bound,established,,LOKAL.c,US,ASNone ,,,
2023-11-20_09-01-23,tcp,202.158.58.37,443.0,119.110.75.198,55600.0,IN.bound,established,,,ID,AS4787 pt cyberindo aditama,,,
2023-11-20_09-01-23,tcp,119.110.75.198,54250.0,182.23.50.233,443.0,OUT.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
