.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*458,tcp,103.166.48.247:42506,74.125.130.95:443,74.125.130.95:443,103.166.48.247:42506,,established,,4m59s,,679,42876,0,0,1317,1912284,0,0,3552,23232,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*485,tcp,103.166.48.247:42228,74.125.130.95:443,74.125.130.95:443,103.166.48.247:42228,,established,,23h59m59s,,623,38716,0,0,1139,1653828,0,0,5408,185856,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*53B,tcp,175.103.43.90:51223,103.166.48.210:899,103.166.48.210:899,175.103.43.90:51223,,established,,4m59s,,4492,346250,0,0,11349,15825496,0,0,4576,115184,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*8B1,icmp,175.103.43.90,103.166.48.247,103.166.48.247,175.103.43.90,,,,9s,,482,44344,0,0,241,22172,0,0,1472,1472,False,True,False,True,False,False,False,False,0,8,1,2023-11-17 09:31:18 WIB
*124B,tcp,74.125.130.95:443,103.166.48.247:42262,103.166.48.247:42262,74.125.130.95:443,,established,,4m59s,,1906,2767512,0,0,1044,64960,0,0,162624,2336,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*124C,tcp,74.125.68.95:443,103.166.48.247:33196,103.166.48.247:33196,74.125.68.95:443,,established,,23h59m59s,,1665,2417580,0,0,921,57204,0,0,81312,1440,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*124F,tcp,172.253.118.95:443,103.166.48.247:33702,103.166.48.247:33702,172.253.118.95:443,,established,,23h58m33s,,243,352836,0,0,127,7804,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*1250,tcp,74.125.130.95:443,103.166.48.247:52666,103.166.48.247:52666,74.125.130.95:443,,established,,4m59s,,1603,2327556,0,0,855,53844,0,0,69696,0,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*1252,tcp,74.125.130.95:443,103.166.48.247:32780,103.166.48.247:32780,74.125.130.95:443,,established,,4m46s,,994,1443288,0,0,536,33304,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*1255,tcp,74.125.130.95:443,103.166.48.247:32806,103.166.48.247:32806,74.125.130.95:443,,established,,4m59s,,1650,2395800,0,0,852,53316,0,0,11616,0,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*125A,tcp,74.125.130.95:443,103.166.48.247:36946,103.166.48.247:36946,74.125.130.95:443,,established,,4m58s,,796,1155792,0,0,413,26392,0,0,23232,2944,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*125B,tcp,172.253.118.95:443,103.166.48.247:46174,103.166.48.247:46174,172.253.118.95:443,,established,,4m59s,,987,1433124,0,0,517,32212,0,0,174240,5696,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*1263,tcp,74.125.130.95:443,103.166.48.247:39916,103.166.48.247:39916,74.125.130.95:443,,established,,3m42s,,462,670824,0,0,232,14812,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*1264,tcp,172.253.118.95:443,103.166.48.247:55424,103.166.48.247:55424,172.253.118.95:443,,established,,4m59s,,1435,2083620,0,0,780,48776,0,0,104544,3712,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*1269,tcp,74.125.130.95:443,103.166.48.247:58844,103.166.48.247:58844,74.125.130.95:443,,established,,23h59m59s,,1323,1920996,0,0,724,44980,0,0,174240,4320,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*126A,tcp,74.125.130.95:443,103.166.48.247:42276,103.166.48.247:42276,74.125.130.95:443,,established,,23h59m51s,,602,874104,0,0,307,19508,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
*126B,tcp,74.125.130.95:443,103.166.48.247:39958,103.166.48.247:39958,74.125.130.95:443,,established,,4m59s,,1436,2085072,0,0,798,50220,0,0,104544,3168,False,True,True,True,False,False,False,False,,,,2023-11-17 09:31:18 WIB
