session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-21_13-38-04,icmp,203.123.56.246,,203.123.56.245,,local,,,,,,,,
2023-11-21_13-38-04,tcp,203.123.56.246,54312,69.173.158.64,443,OUT.bound,established,,,SG,AS26667 the rubicon project  inc.,,,
2023-11-21_13-38-04,tcp,203.123.56.246,59898,216.239.36.135,443,OUT.bound,established,,,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
2023-11-21_13-38-04,tcp,203.123.56.246,51085,20.192.15.87,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,,,
2023-11-21_13-38-04,tcp,203.123.56.246,49155,92.223.85.164,443,OUT.bound,established,,,SG,AS199524 g-core labs s.a.,,,
2023-11-21_13-38-04,udp,203.123.56.246,58859,134.119.186.75,55923,OUT.bound,,,,FR,AS29066 host europe gmbh,,,
2023-11-21_13-38-04,tcp,190.2.153.208,40001,203.123.56.246,58396,IN.bound,established,,,NL,AS49981 worldstream b.v.,,,
2023-11-21_13-38-04,udp,203.123.56.246,52266,47.241.111.159,6000,OUT.bound,,,,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-21_13-38-04,gre,146.196.110.84,,203.123.56.202,,OUT.bound,,,,ID,AS139460 pt maxindo mitra solusi,,,
2023-11-21_13-38-04,tcp,203.123.56.246,60033,20.190.163.21,443,OUT.bound,established,,,SG,AS8075 microsoft corporation,,,
2023-11-21_13-38-04,tcp,203.123.56.246,49222,163.172.53.201,443,OUT.bound,established,,,FR,AS12876 online s.a.s.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_13-38-04,tcp,203.123.56.246,32974,157.240.208.61,80,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-21_13-38-04,udp,203.123.56.246,45619,122.144.2.204,443,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-21_13-38-04,tcp,203.123.56.246,37348,74.125.200.188,5228,OUT.bound,established,,,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000
2023-11-21_13-38-04,tcp,203.123.56.246,56398,172.253.118.101,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_13-38-04,tcp,203.123.56.246,49768,142.251.175.188,5228,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_13-38-04,tcp,203.123.56.246,60955,47.245.116.47,6800,OUT.bound,established,,,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-21_13-38-04,tcp,203.123.56.246,49308,212.227.43.225,443,OUT.bound,established,,,DE,AS8560 1&1 ionos se,onionoo,,2023-07-07T08:02:14.681000
2023-11-21_13-38-04,tcp,203.123.56.246,50426,78.46.123.26,8443,OUT.bound,established,,,DE,AS24940 hetzner online gmbh,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_13-38-04,tcp,198.71.53.137,443,203.123.56.246,54038,IN.bound,established,,,US,AS8560 1&1 ionos se,,,
2023-11-21_13-38-04,tcp,203.123.56.246,49173,34.141.96.57,7500,OUT.bound,established,,,DE,AS396982 google,,,
2023-11-21_13-38-04,tcp,203.123.56.246,59783,142.251.12.94,443,OUT.bound,established,,,US,AS15169 google llc,uTorrent seeds from a VM,The world ,2022-12-16T13:03:24.863000
2023-11-21_13-38-04,tcp,203.123.56.246,45862,156.59.239.227,8888,OUT.bound,established,,,SG,ASNone ,,,
2023-11-21_13-38-04,tcp,203.123.56.246,52278,134.119.183.61,80,OUT.bound,established,,,FR,AS29066 host europe gmbh,,,
2023-11-21_13-38-04,tcp,203.123.56.246,56396,2.59.169.43,80,OUT.bound,established,,,MD,ASNone ,,,
2023-11-21_13-38-04,tcp,203.123.56.246,49895,163.70.153.60,443,OUT.bound,established,,,FR,ASNone ,,,
2023-11-21_13-38-04,tcp,203.123.56.246,38558,163.70.153.34,443,OUT.bound,established,,,FR,ASNone ,,,
2023-11-21_13-38-04,tcp,203.123.56.246,41226,74.125.24.101,80,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_13-38-04,tcp,74.125.200.188,5228,203.123.56.246,59786,IN.bound,established,,,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000
2023-11-21_13-38-04,udp,203.123.56.246,58648,136.243.17.135,54063,OUT.bound,,,,DE,AS24940 hetzner online gmbh,,,
2023-11-21_13-38-04,udp,203.123.56.246,50239,195.201.83.113,64492,OUT.bound,,,,DE,AS24940 hetzner online gmbh,Compromised Open Proxies used for HEAD Floods,IPs of open proxies generated by cc.py tool to relay DDoS HEAD Flood attacks against externally face,2023-08-06T20:04:55.097000
2023-11-21_13-38-04,tcp,203.123.56.246,56091,172.64.162.9,443,OUT.bound,established,,,US,AS13335 cloudflare,,,
2023-11-21_13-38-04,tcp,203.123.56.246,56089,172.64.162.9,443,OUT.bound,established,,,US,AS13335 cloudflare,,,
2023-11-21_13-38-04,tcp,217.160.192.232,443,203.123.56.246,49215,IN.bound,established,,,DE,AS8560 1&1 ionos se,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_13-38-04,tcp,203.123.56.246,58506,163.70.153.34,443,OUT.bound,established,,,FR,ASNone ,,,
2023-11-21_13-38-04,udp,8.218.162.255,39129,203.123.56.244,5060,IN.bound,,,,SG,AS45102 alibaba (us) technology co.  ltd.,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21T06:34:56.993000
2023-11-21_13-38-04,tcp,203.123.56.246,37924,142.251.175.188,5228,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_13-38-04,tcp,203.123.56.246,51355,135.148.150.100,443,OUT.bound,established,,,US,AS16276 ovh sas,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_13-38-04,tcp,203.123.56.246,50262,23.214.169.161,80,OUT.bound,established,,,GB,AS20940 akamai international b.v.,,,
2023-11-21_13-38-04,udp,146.88.241.65,5060,203.123.56.246,5060,IN.bound,,,,US,ASNone ,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000
2023-11-21_13-38-04,tcp,203.123.56.246,58278,157.240.208.34,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-21_13-38-04,tcp,203.123.56.246,53870,74.125.130.188,5228,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_13-38-04,tcp,203.123.56.246,49739,34.107.243.93,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_13-38-04,tcp,203.123.56.246,55924,74.125.130.188,5228,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-21_13-38-04,tcp,203.123.56.246,51407,74.125.200.188,5228,OUT.bound,established,,,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000
2023-11-21_13-38-04,tcp,203.123.56.246,50354,74.125.130.188,5228,OUT.bound,established,,,US,AS15169 google llc,,,
