session,protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
2023-11-30_14-38-47,udp,115.207.110.67,50641,10.0.0.4,8610,IN.bound,,,,,CN,AS4134 chinanet,,,,
2023-11-30_14-38-47,tcp,10.0.0.4,4075,175.103.43.90,59324,OUT.bound,,established,,OpenIXP,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-38-47,udp,10.0.0.4,4500,175.103.43.90,4500,OUT.bound,ipsec-nat-t,,,,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-38-47,tcp,175.103.43.90,57455,10.0.0.4,7502,IN.bound,,established,,OpenIXP,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-38-47,udp,96.44.142.10,5075,10.0.0.4,5060,IN.bound,pvaccess,,,,US,AS8100 quadranet enterprises llc,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:38:28.548000,
2023-11-30_14-38-47,tcp,175.103.43.90,57454,10.0.0.4,7502,IN.bound,,time-wait,,OpenIXP,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-38-47,tcp,103.234.253.69,55550,10.0.0.4,4438,IN.bound,,established,,OpenIXP,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-38-47,ipv6-encap,172.188.58.135,,216.218.221.42,,OUT.bound,,,,,JP,AS6939 hurricane electric llc,,,,
