protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,54.255.247.221,13501,175.103.46.158,50302,established,
tcp,175.103.43.90,58705,146.196.111.218,899,established,speedtest.c
udp,175.103.46.158,5678,192.168.124.1,53,,speedtest.c
udp,175.103.46.158,5678,192.168.1.1,53,,speedtest.c
udp,175.103.46.158,5678,192.168.122.1,53,,speedtest.c
udp,175.103.46.158,5678,192.168.121.1,53,,speedtest.c
tcp,175.103.46.158,48466,103.107.199.6,443,established,
tcp,139.180.158.87,6035,175.103.46.158,54820,established,
tcp,43.198.50.186,23002,175.103.46.158,40184,established,speedtest.c
tcp,175.103.46.158,44654,101.32.248.90,800,established,speedtest.c
icmp,175.103.43.90,,175.103.46.158,,,speedtest.c
tcp,54.255.247.221,13501,175.103.46.158,44712,established,
tcp,175.103.46.158,44290,43.134.120.219,800,established,speedtest.c
tcp,175.103.46.158,33130,43.128.74.37,800,established,speedtest.c
tcp,175.103.46.158,46294,43.134.53.107,800,established,speedtest.c
tcp,175.103.46.158,50614,172.104.174.27,1194,established,speedtest.c
tcp,175.103.46.158,60398,103.66.70.62,80,established,speedtest.c
tcp,54.255.247.221,13501,175.103.46.158,33502,established,
tcp,43.128.74.37,799,175.103.46.158,43880,established,speedtest.c
tcp,175.103.46.158,60397,103.66.70.62,80,established,speedtest.c
udp,175.103.46.158,54965,64.233.170.138,443,,speedtest.c
tcp,175.103.46.158,57494,172.64.165.30,443,established,speedtest.c
tcp,175.103.46.158,57708,18.64.18.72,443,established,speedtest.c
tcp,175.103.46.158,62443,23.223.114.56,443,established,speedtest.c
tcp,175.103.46.158,60017,92.223.85.121,443,established,
tcp,175.103.46.158,60395,23.223.114.56,443,established,speedtest.c
tcp,175.103.46.158,48316,43.133.45.194,800,established,speedtest.c
tcp,175.103.46.158,40162,43.133.45.194,800,established,speedtest.c
tcp,175.103.46.158,44290,13.228.104.163,8084,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,44086,established,
tcp,43.128.74.37,799,175.103.46.158,45430,established,speedtest.c
udp,175.103.46.158,61789,74.125.68.102,443,,speedtest.c
tcp,43.133.45.194,799,175.103.46.158,39828,established,speedtest.c
tcp,45.89.228.144,443,175.103.46.158,63794,established,speedtest.c
tcp,175.103.46.158,52396,143.244.33.70,80,established,
tcp,103.107.198.22,80,175.103.46.158,50125,established,
tcp,175.103.46.158,50142,36.86.63.182,443,syn-sent,
tcp,54.255.247.221,13501,175.103.46.158,36164,established,
tcp,185.10.68.123,443,175.103.46.158,55469,established,speedtest.c
tcp,175.103.46.158,44530,43.128.118.190,800,established,speedtest.c
