protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,175.103.46.158,63003,157.240.217.2,443,established,speedtest.c
tcp,175.103.46.158,49436,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,57608,157.240.217.61,443,established,speedtest.c
tcp,175.103.46.158,57426,157.240.199.61,443,established,speedtest.c
tcp,175.103.46.158,54019,20.198.119.143,443,established,speedtest.c
udp,175.103.46.158,62998,157.240.235.63,443,,speedtest.c
tcp,43.134.53.107,799,175.103.46.158,39024,established,speedtest.c
tcp,175.103.46.158,61967,31.13.95.40,443,established,speedtest.c
tcp,175.103.46.158,63016,91.108.56.139,443,established,speedtest.c
tcp,205.210.31.70,56232,175.103.46.158,4024,syn-sent,
tcp,218.92.0.101,51797,175.103.46.158,22,established,speedtest.c
tcp,175.103.46.158,41878,31.13.77.61,443,established,speedtest.c
tcp,175.103.46.158,46622,43.133.45.194,799,established,speedtest.c
tcp,175.103.46.158,63202,20.44.10.122,443,established,
tcp,175.103.46.158,57280,157.240.211.61,443,time-wait,speedtest.c
tcp,175.103.46.158,51418,31.13.75.61,443,established,speedtest.c
tcp,175.103.46.158,53154,142.250.4.95,443,established,speedtest.c
tcp,175.103.46.158,57936,157.240.211.61,443,established,speedtest.c
tcp,157.240.199.61,443,175.103.46.158,48714,established,speedtest.c
udp,175.103.46.158,54488,51.81.245.139,25,,speedtest.c
udp,175.103.46.158,60539,31.13.95.60,443,,speedtest.c
tcp,175.103.46.158,59277,103.107.198.66,6568,established,
tcp,175.103.46.158,55723,74.125.68.95,443,established,speedtest.c
tcp,175.103.46.158,39554,43.134.53.107,799,established,speedtest.c
udp,175.103.46.158,54297,51.81.245.139,25,,speedtest.c
tcp,175.103.46.158,50927,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,41226,192.53.174.79,4001,established,speedtest.c
tcp,175.103.46.158,36810,64.233.170.188,5228,established,speedtest.c
tcp,175.103.46.158,57722,157.240.199.61,443,established,speedtest.c
udp,175.103.46.158,64767,216.239.38.120,443,,speedtest.c
tcp,175.103.46.158,43746,43.128.74.37,799,established,speedtest.c
tcp,175.103.46.158,56382,142.251.175.188,5228,established,speedtest.c
tcp,175.103.46.158,39416,43.134.53.107,799,established,speedtest.c
tcp,43.133.45.194,799,175.103.46.158,46458,established,
tcp,175.103.46.158,62841,47.246.177.254,80,established,speedtest.c
tcp,146.196.111.218,899,175.103.43.90,53679,established,speedtest.c
tcp,43.134.53.107,799,175.103.46.158,38964,established,
tcp,175.103.46.158,47612,47.74.170.157,5222,established,speedtest.c
tcp,175.103.46.158,51758,20.198.119.143,443,established,speedtest.c
tcp,43.198.50.186,23008,175.103.46.158,58924,established,speedtest.c
tcp,184.25.236.200,443,175.103.46.158,49278,established,
tcp,157.240.235.60,443,175.103.46.158,57658,established,speedtest.c
tcp,175.103.46.158,63775,51.159.103.157,443,established,speedtest.c
tcp,175.103.46.158,63035,64.233.170.95,443,established,speedtest.c
tcp,101.32.248.90,799,175.103.46.158,50820,established,speedtest.c
tcp,175.103.46.158,39392,43.134.53.107,799,established,speedtest.c
tcp,175.103.46.158,55680,74.125.68.95,443,established,speedtest.c
tcp,175.103.46.158,34074,157.240.235.61,443,established,speedtest.c
tcp,175.103.46.158,63001,31.13.95.175,5222,established,speedtest.c
tcp,175.103.46.158,53043,91.108.56.100,443,established,speedtest.c
tcp,175.103.46.158,53044,91.108.56.100,443,last-ack,speedtest.c
tcp,175.103.46.158,53045,91.108.56.100,443,last-ack,speedtest.c
tcp,175.103.46.158,50532,4.150.240.254,443,close,speedtest.c
tcp,175.103.46.158,50906,74.125.68.188,5228,established,speedtest.c
tcp,31.13.68.60,443,175.103.46.158,63074,established,speedtest.c
tcp,175.103.46.158,43970,157.240.199.61,443,established,speedtest.c
tcp,175.103.46.158,62887,157.240.218.61,5222,established,speedtest.c
tcp,31.13.68.60,443,175.103.46.158,57919,established,speedtest.c
tcp,175.103.46.158,37868,31.13.75.61,443,established,speedtest.c
tcp,175.103.46.158,61692,20.212.88.117,443,established,speedtest.c
udp,175.103.46.158,57116,142.251.10.100,443,,speedtest.c
tcp,175.103.46.158,62958,31.13.95.60,443,established,speedtest.c
tcp,175.103.46.158,63450,20.198.118.190,443,established,speedtest.c
tcp,175.103.46.158,46894,157.240.13.55,443,established,speedtest.c
tcp,175.103.46.158,49726,192.53.174.79,4001,established,speedtest.c
tcp,157.240.235.61,5222,175.103.46.158,48296,established,
udp,175.103.46.158,5678,192.168.124.1,53,,speedtest.c
tcp,175.103.46.158,53041,52.184.217.37,443,established,
tcp,175.103.46.158,48026,43.134.120.219,799,established,speedtest.c
tcp,175.103.46.158,41964,74.125.130.188,5228,established,speedtest.c
tcp,175.103.46.158,51867,23.205.70.106,443,established,speedtest.c
tcp,175.103.46.158,59339,74.125.68.95,443,established,speedtest.c
udp,175.103.46.158,63036,8.8.8.8,443,,speedtest.c
tcp,175.103.46.158,50624,104.26.14.38,443,established,
tcp,175.103.46.158,50497,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,63037,142.251.175.113,443,established,speedtest.c
tcp,175.103.46.158,39318,43.134.53.107,799,established,speedtest.c
tcp,43.134.120.219,799,175.103.46.158,46916,established,speedtest.c
tcp,175.103.46.158,49408,20.198.119.143,443,established,speedtest.c
tcp,91.92.248.9,443,175.103.46.158,50622,established,speedtest.c
tcp,175.103.46.158,57052,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,57204,157.240.217.60,443,established,speedtest.c
tcp,175.103.46.158,48360,172.217.194.95,443,established,speedtest.c
udp,175.103.46.158,56213,216.239.38.120,443,,speedtest.c
tcp,175.103.46.158,55114,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,49436,20.198.118.190,443,established,speedtest.c
tcp,101.32.248.90,799,175.103.46.158,50804,established,speedtest.c
tcp,43.134.53.107,799,175.103.46.158,39112,established,speedtest.c
tcp,175.103.46.158,57910,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,41186,157.240.199.61,443,established,speedtest.c
udp,175.103.46.158,57487,172.217.194.91,443,,speedtest.c
tcp,175.103.46.158,55546,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,60326,43.128.74.37,800,established,speedtest.c
tcp,175.103.46.158,64375,142.251.10.188,443,established,
tcp,175.103.46.158,50988,101.32.248.90,799,established,speedtest.c
tcp,175.103.46.158,61514,142.251.175.91,80,established,speedtest.c
tcp,175.103.46.158,54444,52.184.217.37,443,established,
tcp,175.103.46.158,62924,35.213.190.132,443,established,speedtest.c
tcp,175.103.46.158,62769,184.25.236.176,443,established,speedtest.c
tcp,175.103.46.158,60173,142.251.10.94,80,last-ack,speedtest.c
tcp,175.103.46.158,63024,210.210.145.136,443,established,speedtest.c
tcp,175.103.46.158,51754,194.138.240.119,443,established,speedtest.c
tcp,175.103.46.158,54930,157.240.211.61,443,established,speedtest.c
tcp,101.32.248.90,799,175.103.46.158,50858,established,speedtest.c
tcp,175.103.46.158,41948,43.133.45.194,799,established,speedtest.c
tcp,43.134.53.107,799,175.103.46.158,38918,established,speedtest.c
tcp,175.103.46.158,53065,74.125.24.188,5228,established,speedtest.c
tcp,175.103.46.158,42758,52.45.221.176,443,established,speedtest.c
udp,175.103.46.158,49152,142.250.4.190,443,,speedtest.c
tcp,175.103.46.158,63629,103.107.199.6,443,established,
tcp,175.103.46.158,57500,31.13.68.60,443,established,speedtest.c
tcp,175.103.46.158,59120,74.125.24.95,443,established,speedtest.c
udp,175.103.46.158,63043,8.8.8.8,443,,speedtest.c
tcp,43.133.45.194,799,175.103.46.158,46400,established,speedtest.c
tcp,175.103.46.158,63686,52.25.237.147,8883,established,speedtest.c
tcp,3.216.157.50,7010,175.103.46.158,63395,established,speedtest.c
tcp,175.103.46.158,46942,43.133.45.194,799,established,speedtest.c
tcp,175.103.46.158,51730,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,43758,43.128.74.37,799,established,speedtest.c
tcp,175.103.46.158,59620,157.240.199.61,443,established,speedtest.c
tcp,175.103.46.158,59541,20.198.119.143,443,established,speedtest.c
tcp,175.103.46.158,63044,64.233.170.94,443,established,speedtest.c
tcp,175.103.46.158,65318,142.251.10.94,443,last-ack,speedtest.c
tcp,175.103.46.158,52781,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,52272,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,63810,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,33340,74.125.130.188,5228,established,speedtest.c
