protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
icmp,175.103.43.90,,175.103.46.158,,,speedtest.c,
udp,175.103.46.158,5678,192.168.121.1,53,,speedtest.c,
tcp,175.103.43.90,53679,146.196.111.218,899,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39660,established,,
tcp,43.133.45.194,799,175.103.46.158,42064,established,,
tcp,175.103.46.158,57442,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,57204,157.240.217.60,443,established,speedtest.c,
tcp,175.103.46.158,37642,13.251.96.96,443,established,speedtest.c,
udp,175.103.46.158,5678,192.168.124.1,53,,speedtest.c,
udp,175.103.46.158,5678,192.168.1.1,53,,speedtest.c,
udp,175.103.46.158,5678,192.168.122.1,53,,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,47698,established,speedtest.c,
tcp,175.103.46.158,48630,66.90.98.108,80,established,speedtest.c,
tcp,175.103.46.158,63122,47.246.159.253,80,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39644,established,speedtest.c,
udp,175.103.46.158,49538,74.125.68.91,443,,speedtest.c,
tcp,175.103.46.158,62445,36.67.189.250,443,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51212,established,,
udp,175.103.46.158,57106,34.64.4.35,443,,speedtest.c,
tcp,54.255.247.221,13501,175.103.46.158,56156,established,,
udp,175.103.46.158,61126,34.64.4.35,443,,speedtest.c,
tcp,175.103.46.158,51828,101.32.248.90,800,established,speedtest.c,
tcp,175.103.46.158,45742,43.133.45.194,800,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46834,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,43746,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,50926,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46974,established,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,47590,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,42834,established,speedtest.c,
tcp,175.103.46.158,48618,43.133.45.194,800,established,speedtest.c,
udp,175.103.46.158,63004,31.13.95.63,443,,speedtest.c,
tcp,175.103.46.158,57639,157.240.235.60,443,established,speedtest.c,
tcp,175.103.46.158,54689,172.104.174.27,1194,established,speedtest.c,
udp,175.103.46.158,64450,216.239.38.120,443,,speedtest.c,
icmp,175.103.46.158,,175.103.46.157,,,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46578,established,,
tcp,175.103.46.158,59277,103.107.198.66,6568,established,,
tcp,101.32.248.90,799,175.103.46.158,51038,established,,
tcp,175.103.46.158,49726,192.53.174.79,4001,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,50804,time-wait,,
tcp,43.128.74.37,799,175.103.46.158,43740,established,,
tcp,101.32.248.90,799,175.103.46.158,50966,established,,
tcp,175.103.46.158,46844,43.134.120.219,800,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,41972,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,43764,established,,
tcp,175.103.46.158,48698,43.134.53.107,800,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,43604,established,,
tcp,175.103.46.158,59154,157.240.235.60,443,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46830,established,speedtest.c,
tcp,175.103.46.158,60326,43.128.74.37,800,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,42168,established,speedtest.c,
tcp,175.103.46.158,54370,92.223.85.120,443,established,,
tcp,43.133.45.194,799,175.103.46.158,46918,established,,
tcp,101.32.248.90,799,175.103.46.158,51346,established,,
tcp,175.103.46.158,62938,118.98.93.75,443,established,,
tcp,43.128.74.37,799,175.103.46.158,42824,established,,
tcp,43.133.45.194,799,175.103.46.158,46458,established,,
tcp,43.134.53.107,799,175.103.46.158,39112,established,,
tcp,101.32.248.90,799,175.103.46.158,50858,established,,
tcp,43.134.53.107,799,175.103.46.158,39416,established,,
tcp,43.133.45.194,799,175.103.46.158,46942,established,,
tcp,175.103.46.158,51582,101.32.248.90,799,established,speedtest.c,
tcp,175.103.46.158,57236,91.108.56.165,443,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,43758,established,,
tcp,92.223.85.54,80,175.103.46.158,62734,established,,
tcp,43.133.45.194,799,175.103.46.158,46610,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39060,established,speedtest.c,
tcp,192.53.174.79,4001,175.103.46.158,60254,established,speedtest.c,
tcp,175.103.46.158,60166,13.248.244.92,80,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51500,established,,
tcp,175.103.46.158,51586,101.32.248.90,799,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,42146,established,,
tcp,43.133.45.194,799,175.103.46.158,41566,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39554,established,,
tcp,175.103.46.158,50668,64.233.170.188,5228,established,,
tcp,43.134.120.219,799,175.103.46.158,47148,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51498,established,,
tcp,175.103.46.158,50289,188.172.208.136,5938,established,speedtest.c,
udp,175.103.46.158,62999,157.240.7.52,443,,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,42806,established,speedtest.c,
tcp,175.103.46.158,52961,64.233.170.95,443,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,43898,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,47032,established,,
tcp,43.133.45.194,799,175.103.46.158,41948,established,,
tcp,175.103.46.158,52960,64.233.170.95,443,established,speedtest.c,
tcp,175.103.46.158,51694,8.219.89.234,80,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,41762,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46622,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51494,established,,
tcp,175.103.46.158,52605,143.244.33.70,80,established,,
tcp,175.103.46.158,52692,20.198.119.84,443,established,speedtest.c,
tcp,175.103.46.158,63775,51.159.103.157,443,established,speedtest.c,
tcp,175.103.46.158,52963,64.233.170.95,443,established,speedtest.c,
tcp,175.103.46.158,50978,157.240.211.61,443,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,43876,established,,
tcp,175.103.46.158,46500,192.53.174.79,4001,established,speedtest.c,
tcp,138.199.46.216,80,175.103.46.158,54131,established,,
tcp,175.103.46.158,57441,20.198.119.84,443,established,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,48044,established,speedtest.c,
tcp,74.125.200.95,443,175.103.46.158,50276,last-ack,speedtest.c,
tcp,175.103.46.158,61967,31.13.95.40,443,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,50820,established,,
tcp,43.134.53.107,799,175.103.46.158,39616,established,,
tcp,43.133.45.194,799,175.103.46.158,42026,established,,
tcp,43.134.120.219,799,175.103.46.158,48026,established,speedtest.c,
tcp,175.103.46.158,65103,92.223.85.147,80,established,,
tcp,101.32.248.90,799,175.103.46.158,51132,established,,
tcp,101.32.248.90,799,175.103.46.158,51108,established,,
tcp,101.32.248.90,799,175.103.46.158,51420,established,,
tcp,43.206.188.149,443,175.103.46.158,60533,established,speedtest.c,
tcp,175.103.46.158,63629,103.107.199.6,443,established,,
tcp,43.133.45.194,799,175.103.46.158,46772,established,,
tcp,43.134.120.219,799,175.103.46.158,48180,established,speedtest.c,
tcp,175.103.46.158,52544,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,60405,92.223.85.121,80,established,,
tcp,43.134.120.219,799,175.103.46.158,48184,established,speedtest.c,
tcp,175.103.46.158,50626,36.89.220.201,80,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39512,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51528,established,,
tcp,101.32.248.90,799,175.103.46.158,50988,established,,
tcp,43.134.120.219,799,175.103.46.158,47962,established,,
tcp,192.53.174.79,4001,175.103.46.158,41226,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46854,established,,
tcp,43.134.53.107,799,175.103.46.158,39422,established,,
tcp,157.240.218.61,5222,175.103.46.158,62887,established,speedtest.c,
tcp,175.103.46.158,54562,157.240.13.55,443,established,speedtest.c,
tcp,175.103.46.158,51699,54.187.195.115,80,syn-sent,,
tcp,175.103.46.158,42124,31.13.77.61,443,established,speedtest.c,
tcp,3.216.157.50,7010,175.103.46.158,63331,established,speedtest.c,
tcp,175.103.46.158,50878,157.240.211.61,443,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51536,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,42160,established,,
tcp,43.133.45.194,799,175.103.46.158,42068,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,42048,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39528,established,,
tcp,175.103.46.158,48274,157.240.13.55,443,established,speedtest.c,
tcp,175.103.46.158,52344,18.64.37.70,443,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51532,established,speedtest.c,
tcp,192.53.174.79,4001,175.103.46.158,59542,established,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,48204,established,,
tcp,175.103.46.158,55658,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,55662,157.240.211.61,443,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39318,established,,
tcp,175.103.46.158,52781,20.198.119.84,443,established,speedtest.c,
tcp,175.103.46.158,49824,157.240.199.61,443,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46702,established,,
tcp,175.103.46.158,36630,23.106.127.34,443,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,46902,established,,
tcp,43.133.45.194,799,175.103.46.158,41678,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39570,established,,
udp,175.103.46.158,51714,216.239.38.120,443,,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,43838,established,,
tcp,101.32.248.90,799,175.103.46.158,51142,established,speedtest.c,
tcp,18.163.242.58,23008,175.103.46.158,49458,established,speedtest.c,
tcp,175.103.46.158,54388,66.90.98.108,80,close,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39392,established,,
tcp,43.134.53.107,799,175.103.46.158,39064,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,51170,established,,
tcp,175.103.46.158,52967,64.233.170.95,443,established,speedtest.c,
tcp,175.103.46.158,34932,157.240.217.61,443,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,39548,established,,
tcp,20.50.201.200,443,175.103.46.158,52014,established,,
tcp,43.134.53.107,799,175.103.46.158,39474,established,,
udp,175.103.46.158,50828,40.81.120.44,3544,,speedtest.c,
tcp,175.103.46.158,62457,36.89.220.114,80,established,,
tcp,43.128.74.37,799,175.103.46.158,43962,established,,
tcp,175.103.46.158,56488,157.240.235.61,443,established,speedtest.c,
tcp,175.103.46.158,58335,40.126.35.150,443,established,speedtest.c,
tcp,175.103.46.158,49315,52.184.217.37,443,established,speedtest.c,
tcp,218.92.0.101,47088,175.103.46.158,22,established,speedtest.c,
tcp,175.103.46.158,63566,64.233.170.188,5228,established,,
tcp,175.103.46.158,63003,157.240.217.2,443,established,speedtest.c,
tcp,185.142.236.38,26200,175.103.46.159,3952,syn-sent,,
tcp,74.125.24.95,443,175.103.46.158,63105,close-wait,speedtest.c,
tcp,175.103.46.158,48124,23.106.127.34,443,close,speedtest.c,
tcp,175.103.46.158,60026,13.251.96.96,443,established,speedtest.c,
tcp,18.163.242.58,23015,175.103.46.158,51830,established,speedtest.c,
tcp,175.103.46.158,55052,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,65143,213.227.167.133,5938,established,speedtest.c,
tcp,175.103.46.158,63040,31.13.95.9,443,established,speedtest.c,
tcp,15.197.193.114,443,175.103.46.158,63368,established,speedtest.c,
tcp,175.103.46.158,58268,172.232.251.34,2000,established,speedtest.c,
tcp,175.103.46.158,54019,20.198.119.143,443,established,speedtest.c,
tcp,175.103.46.158,63016,91.108.56.139,443,established,speedtest.c,
udp,175.103.46.158,49664,216.239.38.120,443,,speedtest.c,
tcp,175.103.46.158,58026,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,52972,64.233.170.95,443,established,speedtest.c,
tcp,175.103.46.158,52975,64.233.170.95,443,established,speedtest.c,
tcp,175.103.46.158,49517,20.198.119.143,443,established,speedtest.c,
tcp,175.103.46.158,51701,54.187.195.115,80,syn-sent,,
tcp,31.13.68.60,443,175.103.46.158,57626,last-ack,speedtest.c,
tcp,24.199.86.58,443,175.103.46.158,63377,established,speedtest.c,
tcp,175.103.46.158,49535,20.198.119.84,443,established,,
tcp,175.103.46.158,58289,52.168.112.66,443,established,,
tcp,18.163.242.58,23002,175.103.46.158,50160,established,speedtest.c,
tcp,175.103.46.158,50572,157.240.211.61,443,established,speedtest.c,
tcp,155.138.243.251,443,175.103.46.158,63376,established,speedtest.c,
udp,146.196.111.212,5678,255.255.255.255,5678,,speedtest.c,
tcp,8.8.8.8,443,175.103.46.158,63102,time-wait,speedtest.c,
tcp,175.103.46.158,54424,149.154.175.59,443,time-wait,,
tcp,175.103.46.158,59314,142.250.190.3,443,established,speedtest.c,
tcp,175.103.46.158,63009,31.13.95.9,443,established,speedtest.c,
tcp,175.103.46.158,44104,43.128.74.37,799,time-wait,speedtest.c,
tcp,175.103.46.158,57209,157.240.217.60,443,established,speedtest.c,
tcp,175.103.46.158,49779,157.240.217.60,443,established,speedtest.c,
tcp,13.215.226.145,443,175.103.46.158,44354,established,,
tcp,175.103.46.158,52160,157.240.211.61,443,established,speedtest.c,
tcp,74.125.24.101,443,175.103.46.158,63107,time-wait,speedtest.c,
udp,10.20.30.163,39601,255.255.255.255,10002,,speedtest.c,
tcp,193.163.125.102,51571,175.103.46.159,54322,syn-sent,,
tcp,175.103.46.158,46184,142.250.4.138,443,established,speedtest.c,
udp,10.20.30.114,50948,255.255.255.255,10002,,speedtest.c,
udp,175.103.46.158,63108,71.18.36.225,443,,speedtest.c,
udp,175.103.46.158,44262,142.250.4.138,443,,speedtest.c,
tcp,130.44.212.234,443,175.103.46.158,62760,established,speedtest.c,
tcp,175.103.46.158,44212,31.13.68.61,443,established,speedtest.c,
tcp,157.240.211.61,443,175.103.46.158,51940,established,speedtest.c,
tcp,175.103.46.158,53576,157.240.211.61,443,established,speedtest.c,
tcp,74.125.200.95,443,175.103.46.158,58247,last-ack,speedtest.c,
tcp,175.103.46.158,53580,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,62974,36.89.220.200,443,established,speedtest.c,
tcp,175.103.46.158,53505,23.216.158.194,443,established,speedtest.c,
udp,175.103.46.158,49324,74.125.68.91,443,,speedtest.c,
tcp,175.103.46.158,36228,157.240.218.35,443,close,speedtest.c,
tcp,175.103.46.158,50376,157.240.211.61,443,established,speedtest.c,
udp,175.103.46.158,5678,8.8.8.8,53,,speedtest.c,
tcp,175.103.46.158,52976,64.233.170.95,443,established,speedtest.c,
udp,175.103.46.158,47114,51.81.245.139,25,,speedtest.c,
udp,10.20.30.123,54245,255.255.255.255,10002,,speedtest.c,
tcp,175.103.46.158,50622,91.92.248.9,443,established,speedtest.c,
tcp,64.176.80.9,443,175.103.46.158,63375,established,speedtest.c,
tcp,175.103.46.158,44108,43.128.74.37,799,time-wait,speedtest.c,
tcp,175.103.46.158,57426,157.240.199.61,443,established,speedtest.c,
tcp,3.216.157.50,7010,175.103.46.158,63395,established,speedtest.c,
tcp,175.103.46.158,49417,74.125.24.94,443,established,speedtest.c,
tcp,175.103.46.158,52306,157.240.211.61,443,established,speedtest.c,
udp,175.103.46.158,63063,31.13.95.13,443,,speedtest.c,
tcp,175.103.46.158,49436,20.198.119.84,443,established,,
tcp,175.103.46.158,50497,20.198.119.84,443,established,,
udp,10.20.30.162,52944,255.255.255.255,10002,,speedtest.c,
udp,175.103.46.158,41914,51.81.245.139,25,,speedtest.c,
tcp,175.103.46.158,52164,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,49842,157.240.199.61,443,established,speedtest.c,
udp,10.20.30.90,49052,255.255.255.255,10002,,speedtest.c,
tcp,175.103.46.158,57608,157.240.217.61,443,established,speedtest.c,
tcp,175.103.46.158,61692,20.212.88.117,443,established,,
tcp,175.103.46.158,48766,216.239.32.3,443,established,speedtest.c,
udp,146.196.111.217,5678,255.255.255.255,5678,,speedtest.c,
tcp,175.103.46.158,55268,157.240.211.61,443,established,speedtest.c,
