protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
tcp,192.168.55.199,53422.0,172.217.194.155,443.0,established,OpenIXP,,OUT.bound
tcp,192.168.55.199,53415.0,34.102.162.219,443.0,established,,,OUT.bound
udp,20.205.36.71,1701.0,10.0.0.4,1701.0,,,,IN.bound
tcp,192.168.55.199,53463.0,34.110.181.92,443.0,established,,,OUT.bound
icmp,172.105.21.17,,10.0.0.4,,,,,IN.bound
tcp,192.168.55.199,53465.0,34.110.181.92,443.0,established,,,OUT.bound
tcp,192.168.55.199,53441.0,34.110.181.92,443.0,established,,,OUT.bound
udp,20.205.36.71,4500.0,10.0.0.4,4500.0,,,,IN.bound
tcp,175.103.43.90,50322.0,10.0.0.4,7502.0,time-wait,OpenIXP,,IN.bound
tcp,192.168.55.199,53464.0,34.149.87.163,443.0,established,,,OUT.bound
tcp,192.168.55.199,53467.0,34.110.181.92,443.0,established,,,OUT.bound
tcp,192.168.55.199,53455.0,34.160.119.165,443.0,established,OpenIXP,,OUT.bound
udp,158.69.5.205,11211.0,10.0.0.4,5060.0,,,,IN.bound
udp,146.88.240.17,56664.0,10.0.0.4,2123.0,,,,IN.bound
tcp,175.103.43.90,50323.0,10.0.0.4,7502.0,established,OpenIXP,,IN.bound
tcp,192.168.55.199,53416.0,34.110.179.88,443.0,established,,,OUT.bound
