session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-27_10-29-18,tcp,175.103.43.90,51949,103.135.50.157,899,IN.bound,established,,in-utama.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_10-29-18,icmp,103.169.73.162,,139.5.150.163,,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_10-29-18,icmp,103.169.73.162,,8.8.8.8,,OUT.bound,,,,US,AS15169 google llc,,,
2023-11-27_10-29-18,icmp,103.169.73.163,,139.5.150.162,,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_10-29-18,icmp,103.169.73.163,,139.5.150.165,,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_10-29-18,udp,0.0.0.0,68,255.255.255.255,67,broadcast,,,in-utama.c,,,,,
2023-11-27_10-29-18,icmp,103.169.73.163,,139.5.150.164,,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_10-29-18,icmp,175.103.43.90,,103.169.73.162,,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_10-29-18,tcp,18.193.9.18,443,103.169.73.162,49695,IN.bound,established,,INTL.c,DE,AS16509 amazon.com inc,,,
2023-11-27_10-29-18,tcp,103.169.73.162,51283,34.111.115.192,443,OUT.bound,established,,INTL.c,US,AS15169 google llc,,,
2023-11-27_10-29-18,tcp,103.169.73.162,49778,92.223.85.166,443,OUT.bound,established,,INTL.c,SG,AS199524 g-core labs s.a.,,,
2023-11-27_10-29-18,tcp,103.169.73.162,49299,157.240.208.3,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-27_10-29-18,tcp,103.169.73.162,55243,142.251.12.188,5228,OUT.bound,established,,INTL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000
2023-11-27_10-29-18,tcp,103.169.73.162,49341,142.251.12.188,5228,OUT.bound,established,,INTL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000
