protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
tcp,175.103.43.90,51949.0,103.135.50.157,899.0,established,in-utama.c,,IN.bound
icmp,103.169.73.162,,139.5.150.163,,,,,OUT.bound
icmp,103.169.73.162,,8.8.8.8,,,,,OUT.bound
icmp,103.169.73.163,,139.5.150.162,,,,,OUT.bound
icmp,103.169.73.163,,139.5.150.165,,,,,OUT.bound
udp,0.0.0.0,68.0,255.255.255.255,67.0,,in-utama.c,,broadcast
icmp,103.169.73.163,,139.5.150.164,,,,,OUT.bound
icmp,175.103.43.90,,103.169.73.162,,,,,IN.bound
tcp,18.193.9.18,443.0,103.169.73.162,49695.0,established,INTL.c,,IN.bound
tcp,103.169.73.162,51283.0,34.111.115.192,443.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,49778.0,92.223.85.166,443.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,49299.0,157.240.208.3,443.0,established,LOKAL.c,,OUT.bound
tcp,103.169.73.162,55243.0,142.251.12.188,5228.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,49341.0,142.251.12.188,5228.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,49258.0,142.251.12.188,5228.0,established,INTL.c,,OUT.bound
udp,103.169.73.162,1041.0,95.167.156.206,3094.0,,INTL.c,,OUT.bound
udp,103.169.73.162,1041.0,95.24.207.103,47943.0,,INTL.c,,OUT.bound
tcp,103.169.73.162,49274.0,80.231.135.23,8203.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,49272.0,80.231.135.23,8204.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,64560.0,157.240.208.60,443.0,established,LOKAL.c,,OUT.bound
tcp,103.169.73.162,53693.0,143.198.40.54,443.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,64585.0,172.217.194.95,443.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,49944.0,23.111.12.24,443.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,58928.0,52.226.139.180,443.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,50297.0,51.79.229.214,443.0,established,INTL.c,,OUT.bound
tcp,103.169.73.162,61277.0,143.244.33.53,443.0,established,INTL.c,,OUT.bound
