protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,192.168.98.18,42922,74.125.24.95,443,established,,
tcp,192.168.99.119,44070,129.227.40.230,443,established,,
tcp,192.168.97.103,51464,156.59.238.3,443,established,,
tcp,192.168.97.243,45606,138.113.21.138,443,established,,
tcp,192.168.97.111,48156,142.251.175.94,443,established,,
tcp,192.168.97.111,42734,203.161.21.200,443,established,,
tcp,202.148.26.6,23,77.239.219.80,35896,established,,
tcp,122.144.6.228,23,175.107.0.218,55997,established,INTL.c,
tcp,202.148.26.3,22,198.235.24.205,62204,established,,
tcp,122.144.6.226,47400,34.149.160.135,80,established,INTL.c,
tcp,192.168.98.59,42382,8.219.100.30,443,established,,
tcp,122.144.6.226,55552,172.253.118.188,5228,established,LOKAL.c,
tcp,192.168.97.113,54368,163.181.81.33,443,established,,
tcp,202.148.26.4,23,175.107.0.162,46719,established,,
tcp,122.144.6.226,36054,142.251.175.188,5228,established,LOKAL.c,
tcp,202.148.26.4,443,36.85.78.229,50666,established,,
tcp,192.168.98.72,49964,142.251.175.119,443,established,,
tcp,122.144.6.226,44036,64.233.170.188,5228,established,LOKAL.c,
tcp,122.144.6.226,60354,52.108.186.3,443,established,INTL.c,
tcp,202.148.26.4,23,42.229.135.104,40834,established,,
tcp,122.144.6.226,33052,74.125.130.188,5228,established,LOKAL.c,
tcp,202.148.26.3,22,170.64.210.169,35282,established,,
tcp,192.168.97.103,41086,31.13.95.61,5222,established,,
tcp,192.168.99.142,56572,204.79.197.254,443,established,,
tcp,122.144.6.226,39046,74.125.68.188,5228,established,LOKAL.c,
tcp,192.168.99.158,58596,8.219.106.34,31006,established,,
tcp,192.168.97.93,49811,203.161.21.40,443,established,,
tcp,192.168.97.111,42026,23.215.35.92,443,established,,
tcp,202.148.26.3,22,198.235.24.244,59304,established,,
tcp,192.168.99.112,35068,31.13.95.61,5222,established,,
tcp,192.168.98.58,46624,74.125.200.19,443,established,,
tcp,213.211.242.74,49875,122.144.6.226,56001,established,INTL.c,
tcp,122.144.6.226,59744,142.251.175.188,5228,established,LOKAL.c,
tcp,202.148.26.4,22,218.92.0.47,22514,established,,
tcp,192.168.96.23,41644,206.84.112.27,443,established,,
tcp,202.148.26.4,3306,103.248.199.90,50742,established,,
tcp,71.56.27.41,16856,122.144.6.226,56001,established,INTL.c,
tcp,122.144.6.226,52451,203.27.106.13,443,established,INTL.c,
tcp,192.168.97.243,41540,45.121.219.251,443,established,,
tcp,192.168.98.21,33846,34.160.198.79,443,established,,
tcp,122.144.6.226,58059,203.161.21.169,80,established,INTL.c,
tcp,192.168.97.150,33400,149.129.208.121,443,established,,
tcp,192.168.100.5,58686,31.13.95.9,443,established,,
tcp,173.21.177.77,49245,122.144.6.230,23,established,,
tcp,192.168.98.28,53008,203.161.21.200,443,established,,
tcp,122.144.6.226,57879,40.99.33.146,443,established,INTL.c,
tcp,122.144.6.229,23,49.89.150.231,52023,established,INTL.c,
tcp,192.168.97.103,49156,31.13.95.9,443,established,,
tcp,122.144.6.226,58791,157.240.208.60,443,established,LOKAL.c,
tcp,192.168.98.57,51820,64.233.170.157,443,established,,
tcp,202.148.26.4,3306,36.67.236.67,53080,established,,
tcp,192.168.97.101,46112,74.125.130.101,443,established,,
tcp,192.168.96.106,49920,35.241.31.20,443,established,,
tcp,192.168.99.151,35460,203.161.21.203,443,established,,
tcp,202.148.26.5,23,111.26.94.226,54081,established,,
tcp,202.148.26.3,22,170.64.131.157,33054,established,,
tcp,122.144.6.226,48554,31.13.95.61,443,established,LOKAL.c,
tcp,192.168.96.82,50112,43.132.80.131,443,established,,
tcp,192.168.97.103,35768,74.125.24.94,443,established,,
tcp,202.148.26.4,23,175.107.0.162,37906,established,,
tcp,122.144.6.226,48758,31.13.95.34,443,established,LOKAL.c,
tcp,202.148.26.6,23,125.229.29.51,39554,established,,
tcp,202.148.26.5,23,66.108.132.233,59278,established,,
tcp,122.144.6.226,40528,47.245.127.164,8820,established,INTL.c,
icmp,175.103.43.90,,122.144.6.226,,,,
tcp,192.168.97.111,37764,163.181.18.230,443,established,,
tcp,192.168.99.140,62494,64.233.170.188,5228,established,,
tcp,192.168.97.248,34642,152.67.92.122,443,established,,
tcp,192.168.99.140,54059,31.13.95.60,443,established,,
tcp,192.168.98.18,57750,18.143.223.125,443,established,,
tcp,192.168.99.140,57364,103.166.48.126,443,established,,
tcp,202.148.26.3,22,170.64.210.165,38044,established,,
tcp,192.168.98.77,44946,31.13.95.61,5222,established,,
tcp,192.168.98.20,48448,163.181.18.223,443,established,,
tcp,192.168.97.248,45280,3.115.184.149,443,established,,
tcp,192.168.97.111,35428,203.161.21.208,443,established,,
tcp,202.148.26.5,23,111.26.94.226,38872,established,,
tcp,192.168.98.13,37919,34.41.229.245,80,established,,
tcp,202.148.26.3,22,170.64.131.157,49550,established,,
tcp,202.148.26.6,23,77.239.219.80,36505,established,,
tcp,185.224.128.184,10185,122.144.6.230,80,established,,
tcp,185.224.128.184,31251,122.144.6.227,80,established,,
tcp,202.148.26.5,1433,205.210.31.163,54483,established,,
tcp,192.168.100.5,46364,156.59.238.5,443,established,,
tcp,192.168.98.115,35942,74.125.200.94,443,established,,
tcp,192.168.98.15,56989,31.13.95.9,443,established,,
tcp,192.168.98.13,38217,34.41.229.245,80,established,,
tcp,185.224.128.184,6409,122.144.6.231,80,established,,
tcp,192.168.97.113,57810,163.181.18.230,443,established,,
