.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*4,tcp,192.168.98.18:42922,74.125.24.95:443,74.125.24.95:443,192.168.98.18:42922,,established,,17h3m8s,,3,2469,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*5,tcp,192.168.99.119:44070,129.227.40.230:443,129.227.40.230:443,192.168.99.119:44070,,established,,5h2m53s,,7,4659,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*6,tcp,192.168.97.103:51464,156.59.238.3:443,156.59.238.3:443,192.168.97.103:51464,,established,,12h18m6s,,2,192,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*7,tcp,192.168.97.243:45606,138.113.21.138:443,138.113.21.138:443,192.168.97.243:45606,,established,,12h3m54s,,6,1356,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*8,tcp,192.168.97.111:48156,142.251.175.94:443,142.251.175.94:443,192.168.97.111:48156,,established,,12h50s,,1,180,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*9,tcp,192.168.97.111:42734,203.161.21.200:443,203.161.21.200:443,192.168.97.111:42734,,established,,8h45m21s,,3,604,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*A,tcp,202.148.26.6:23,77.239.219.80:35896,77.239.219.80:35896,202.148.26.6:23,,established,,15h39m17s,,1,52,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*B,tcp,122.144.6.228:23,175.107.0.218:55997,175.107.0.218:55997,103.136.6.162:23,,established,,17h31m37s,INTL.c,4,208,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,,,,2023-11-28 08:34:52 WIB
*D,tcp,202.148.26.3:22,198.235.24.205:62204,198.235.24.205:62204,202.148.26.3:22,,established,,9h35m5s,,9,2617,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 08:34:52 WIB
*E,tcp,122.144.6.226:47400,34.149.160.135:80,34.149.160.135:80,103.136.6.162:47400,,established,,14h42m23s,INTL.c,259,13716,0,0,690,852096,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 08:34:52 WIB
