name,data,.id,type,static,ttl,timestamp
kurnia.id,202.148.6.185,*1,A,True,1d,2023-11-21 11:19:06 WIB
www.kurnia.id,202.148.6.185,*3,A,True,1d,2023-11-21 11:19:06 WIB
,j.root-servers.net,*ECB00,NS,False,14m59s,2023-11-21 11:19:06 WIB
,f.root-servers.net,*ECB01,NS,False,14m59s,2023-11-21 11:19:06 WIB
,b.root-servers.net,*ECB02,NS,False,14m59s,2023-11-21 11:19:06 WIB
,d.root-servers.net,*ECB03,NS,False,14m59s,2023-11-21 11:19:06 WIB
,h.root-servers.net,*ECB04,NS,False,14m59s,2023-11-21 11:19:06 WIB
,c.root-servers.net,*ECB05,NS,False,14m59s,2023-11-21 11:19:06 WIB
,e.root-servers.net,*ECB06,NS,False,14m59s,2023-11-21 11:19:06 WIB
,m.root-servers.net,*ECB07,NS,False,14m59s,2023-11-21 11:19:06 WIB
,k.root-servers.net,*ECB08,NS,False,14m59s,2023-11-21 11:19:06 WIB
,i.root-servers.net,*ECB09,NS,False,14m59s,2023-11-21 11:19:06 WIB
,a.root-servers.net,*ECB0A,NS,False,14m59s,2023-11-21 11:19:06 WIB
,l.root-servers.net,*ECB0B,NS,False,14m59s,2023-11-21 11:19:06 WIB
,g.root-servers.net,*ECB0C,NS,False,14m59s,2023-11-21 11:19:06 WIB
a.root-servers.net,198.41.0.4,*ECB0D,A,False,14m59s,2023-11-21 11:19:06 WIB
my1story.xyz,139.162.212.131,*ECB46,A,False,10m39s,2023-11-21 11:19:06 WIB
weirdgames.info,3.141.96.53,*ECB5A,A,False,3m,2023-11-21 11:19:06 WIB
weirdgames.info,3.20.137.44,*ECB5B,A,False,3m,2023-11-21 11:19:06 WIB
carsero.com,23.227.38.72,*ECB7B,A,False,7m19s,2023-11-21 11:19:06 WIB
bzsx.net,38.177.214.84,*ECB89,A,False,1m13s,2023-11-21 11:19:06 WIB
picsgifs.xyz,139.162.212.131,*ECB90,A,False,2m1s,2023-11-21 11:19:06 WIB
ecards-passion.net,75.2.115.196,*ECB97,A,False,34s,2023-11-21 11:19:06 WIB
gamesone.xyz,139.162.212.131,*ECB9A,A,False,9m51s,2023-11-21 11:19:06 WIB
afrizion.com,104.21.18.196,*ECB9F,A,False,1m51s,2023-11-21 11:19:06 WIB
afrizion.com,172.67.183.77,*ECBA0,A,False,1m51s,2023-11-21 11:19:06 WIB
teishi.ch,83.166.135.156,*ECBD3,A,False,12m,2023-11-21 11:19:06 WIB
fcr.com.br,209.133.201.74,*ECBD8,A,False,12m8s,2023-11-21 11:19:06 WIB
wchampmuse.pw,199.59.243.225,*ECBE4,A,False,3m57s,2023-11-21 11:19:06 WIB
prinssen.net,83.217.71.219,*ECBE5,A,False,9m47s,2023-11-21 11:19:06 WIB
forestcompany.ro,45.86.220.151,*ECBF6,A,False,12m50s,2023-11-21 11:19:06 WIB
mailaccaunt1.co.cc,175.126.123.219,*ECC02,A,False,12m8s,2023-11-21 11:19:06 WIB
strtbiz.site,195.133.45.237,*ECC11,A,False,29s,2023-11-21 11:19:06 WIB
feelingmoney.com,198.185.159.144,*ECC14,A,False,59s,2023-11-21 11:19:06 WIB
feelingmoney.com,198.49.23.144,*ECC15,A,False,59s,2023-11-21 11:19:06 WIB
