protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,203.123.56.246,58441,134.119.183.60,80,OUT.bound,established,,,FR,AS29066 host europe gmbh,,,
tcp,203.123.56.246,39158,35.213.190.132,443,OUT.bound,established,,,SG,AS15169 google llc,,,
udp,203.123.56.246,51071,34.110.200.237,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,203.123.56.246,58464,20.190.163.21,443,OUT.bound,established,,,SG,AS8075 microsoft corporation,,,
tcp,203.123.56.246,43564,142.251.12.188,5228,OUT.bound,established,,,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000
tcp,203.123.56.246,56103,2.59.169.86,80,OUT.bound,established,,,MD,ASNone ,,,
tcp,203.123.56.246,43292,142.251.10.100,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,203.123.56.246,59714,115.238.23.30,80,OUT.bound,last-ack,,,CN,AS58461 ct-hangzhou-idc,,,
udp,203.123.56.246,51617,34.110.200.237,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,203.123.56.246,39698,35.213.190.132,443,OUT.bound,established,,,SG,AS15169 google llc,,,
tcp,203.123.56.246,49174,135.148.150.100,443,OUT.bound,established,,,US,AS16276 ovh sas,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
udp,203.123.56.246,52709,122.144.1.1,53,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
tcp,203.123.56.246,63315,87.240.137.207,443,OUT.bound,time-wait,,,RU,AS47541 vkontakte ltd,,,
tcp,203.123.56.246,53132,18.139.106.172,443,OUT.bound,established,,,SG,AS16509 amazon.com inc,,,
udp,203.123.56.246,60298,157.240.208.60,443,OUT.bound,,,,ID,AS32934 facebook  inc.,,,
tcp,203.123.56.246,43520,206.84.112.29,443,OUT.bound,close,,,ID,AS64315 pt mitra visioner pratama,,,
udp,203.123.56.246,53505,122.144.1.1,53,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
udp,203.123.56.246,39272,23.214.169.158,443,OUT.bound,,,,GB,AS20940 akamai international b.v.,,,
tcp,203.123.56.246,54312,69.173.158.64,443,OUT.bound,established,,,SG,AS26667 the rubicon project  inc.,,,
udp,203.123.56.246,59283,142.251.12.95,443,OUT.bound,,,,US,AS15169 google llc,,,
udp,203.123.56.246,45835,34.111.174.196,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,203.123.56.246,57012,13.33.88.79,443,OUT.bound,established,,,US,ASNone ,,,
tcp,203.123.56.246,49164,199.232.47.9,443,OUT.bound,established,,,SG,AS54113 fastly,,,
udp,203.123.56.246,56023,122.144.1.1,53,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
udp,203.123.56.246,58848,34.107.238.235,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,203.123.56.246,51210,163.70.153.21,443,OUT.bound,established,,,FR,ASNone ,,,
udp,203.123.56.246,58274,148.153.184.114,6102,OUT.bound,,,,SG,AS63199 capitalonline data service co. ltd,,,
tcp,203.123.56.246,49215,217.160.192.232,443,OUT.bound,established,,,DE,AS8560 1&1 ionos se,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
udp,203.123.56.246,36587,142.251.175.95,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,203.123.56.246,46756,163.70.153.34,443,OUT.bound,established,,,FR,ASNone ,,,
tcp,203.123.56.246,55542,157.240.208.33,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
tcp,203.123.56.246,49155,92.223.85.164,443,OUT.bound,established,,,SG,AS199524 g-core labs s.a.,,,
tcp,185.120.145.83,9001,203.123.56.246,49166,IN.bound,established,,,RO,AS9009 m247 ltd,,,
udp,203.123.56.246,46999,34.117.36.110,443,OUT.bound,,,,US,AS396982 google,,,
udp,203.123.56.246,64852,109.236.90.198,48213,OUT.bound,,,,NL,AS49981 worldstream b.v.,,,
tcp,203.123.56.246,55449,172.253.118.95,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,203.123.56.246,59750,23.48.173.10,443,OUT.bound,established,,,US,AS20940 akamai international b.v.,,,
tcp,203.123.56.246,56965,2.59.169.42,80,OUT.bound,established,,,MD,ASNone ,,,
tcp,203.123.56.246,50639,185.82.216.48,443,OUT.bound,syn-sent,,,BG,AS59729 itl llc,,,
tcp,203.123.56.246,57087,157.240.208.35,443,OUT.bound,close,,,ID,AS32934 facebook  inc.,,,
tcp,203.123.56.246,59458,18.161.97.59,443,OUT.bound,established,,,US,AS16509 amazon.com inc,,,
