protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
tcp,175.103.43.90,51949.0,103.135.50.157,899.0,established,in-utama.c,,IN.bound
icmp,103.169.73.162,,139.5.150.163,,,,,OUT.bound
tcp,103.169.73.162,50638.0,163.70.153.11,443.0,established,INTL.c,,OUT.bound
udp,103.169.73.162,50898.0,122.144.2.205,443.0,,LOKAL.c,,OUT.bound
udp,103.169.73.162,62770.0,122.144.2.205,443.0,,LOKAL.c,,OUT.bound
tcp,103.169.73.162,49374.0,23.217.118.211,443.0,established,INTL.c,,OUT.bound
udp,103.169.73.162,39016.0,157.240.208.14,443.0,,LOKAL.c,,OUT.bound
tcp,103.169.73.162,62021.0,157.240.235.60,443.0,established,LOKAL.c,,OUT.bound
tcp,103.169.73.162,47484.0,13.107.138.10,443.0,established,LOKAL.c,,OUT.bound
udp,103.169.73.162,41942.0,74.125.200.119,443.0,,INTL.c,,OUT.bound
tcp,77.88.55.242,80.0,103.169.73.162,49234.0,established,INTL.c,,IN.bound
udp,180.242.57.107,31469.0,103.169.73.162,11664.0,,LOKAL.c,,IN.bound
tcp,77.88.55.242,80.0,103.169.73.162,49235.0,established,INTL.c,,IN.bound
tcp,180.178.108.230,62229.0,103.169.73.162,60740.0,established,LOKAL.c,,IN.bound
udp,122.144.2.205,443.0,103.169.73.162,59494.0,,LOKAL.c,,IN.bound
tcp,157.240.208.60,443.0,103.169.73.162,49767.0,established,LOKAL.c,,IN.bound
udp,142.251.85.7,443.0,103.169.73.162,52682.0,,INTL.c,,IN.bound
tcp,54.255.172.226,443.0,103.169.73.162,60852.0,established,INTL.c,,IN.bound
icmp,103.169.73.162,,8.8.8.8,,,,,OUT.bound
tcp,103.169.73.162,49573.0,149.154.170.100,443.0,established,INTL.c,,OUT.bound
udp,103.169.73.162,57324.0,74.125.12.72,443.0,,INTL.c,,OUT.bound
udp,181.10.86.102,25026.0,103.169.73.162,1041.0,,INTL.c,,IN.bound
tcp,92.223.46.207,443.0,103.169.73.162,60787.0,established,INTL.c,,IN.bound
tcp,157.240.217.61,443.0,103.169.73.162,50062.0,established,LOKAL.c,,IN.bound
udp,103.169.73.162,34559.0,142.251.12.101,443.0,,INTL.c,,OUT.bound
