session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-29_10-28-22,tcp,175.103.43.90,58705,146.196.111.218,899,IN.bound,established,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-29_10-28-22,udp,175.103.46.158,5678,192.168.1.1,53,local,,,speedtest.c,,,,,
2023-11-29_10-28-22,udp,175.103.46.158,5678,192.168.122.1,53,local,,,speedtest.c,,,,,
2023-11-29_10-28-22,tcp,175.103.46.158,49835,103.107.198.18,443,OUT.bound,established,,,SG,AS137409 gsl networks pty ltd,,,
2023-11-29_10-28-22,udp,175.103.46.158,5678,192.168.121.1,53,local,,,speedtest.c,,,,,
2023-11-29_10-28-22,tcp,175.103.46.158,64335,34.208.203.4,8883,OUT.bound,established,,speedtest.c,US,AS16509 amazon.com inc,,,
2023-11-29_10-28-22,udp,175.103.46.158,59886,74.125.130.154,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,,,
2023-11-29_10-28-22,tcp,175.103.46.158,51907,74.125.24.94,80,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
2023-11-29_10-28-22,udp,175.103.46.158,57261,216.239.38.120,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000
2023-11-29_10-28-22,tcp,175.103.46.158,51909,74.125.24.94,80,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-29_10-28-22,tcp,175.103.46.158,57636,74.125.24.94,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
2023-11-29_10-28-22,tcp,175.103.46.158,62268,142.251.12.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
2023-11-29_10-28-22,tcp,45.89.228.144,443,175.103.46.158,63794,IN.bound,established,,speedtest.c,RU,AS49392 llc baxet,,,
2023-11-29_10-28-22,tcp,175.103.46.158,57637,74.125.24.94,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
2023-11-29_10-28-22,tcp,175.103.46.158,48316,43.133.45.194,800,OUT.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
2023-11-29_10-28-22,tcp,172.104.174.27,1194,175.103.46.158,50614,IN.bound,established,,speedtest.c,SG,AS63949 linode  llc,,,
2023-11-29_10-28-22,tcp,175.103.46.158,53072,142.251.12.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
2023-11-29_10-28-22,tcp,175.103.46.158,49802,52.184.217.37,443,OUT.bound,established,,speedtest.c,US,AS8075 microsoft corporation,,,
2023-11-29_10-28-22,tcp,175.103.46.158,49801,52.184.217.37,443,OUT.bound,established,,speedtest.c,US,AS8075 microsoft corporation,,,
2023-11-29_10-28-22,tcp,175.103.46.158,44654,101.32.248.90,800,OUT.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
2023-11-29_10-28-22,udp,175.103.46.158,5678,192.168.124.1,53,local,,,speedtest.c,,,,,
2023-11-29_10-28-22,udp,175.103.46.158,53746,216.239.38.120,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000
2023-11-29_10-28-22,tcp,175.103.46.158,32986,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
2023-11-29_10-28-22,tcp,175.103.46.158,55592,104.26.14.38,443,OUT.bound,established,,speedtest.c,US,AS13335 cloudflare,,,
2023-11-29_10-28-22,icmp,175.103.43.90,,175.103.46.158,,IN.bound,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-29_10-28-22,udp,175.103.46.158,65309,142.251.10.94,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,alt-YouTube.com,,2023-09-24T14:00:05.977000
2023-11-29_10-28-22,tcp,43.134.120.219,799,175.103.46.158,55822,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
2023-11-29_10-28-22,tcp,175.103.46.158,64488,91.108.56.158,443,OUT.bound,established,,speedtest.c,AG,AS62014 telegram messenger inc,,,
2023-11-29_10-28-22,tcp,175.103.46.158,64499,157.240.13.54,443,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
