protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,175.103.43.90,58705,146.196.111.218,899,established,speedtest.c,
udp,175.103.46.158,5678,192.168.1.1,53,,speedtest.c,
udp,175.103.46.158,5678,192.168.122.1,53,,speedtest.c,
tcp,175.103.46.158,49835,103.107.198.18,443,established,,
udp,175.103.46.158,5678,192.168.121.1,53,,speedtest.c,
tcp,175.103.46.158,64335,34.208.203.4,8883,established,speedtest.c,
udp,175.103.46.158,59886,74.125.130.154,443,,speedtest.c,
tcp,175.103.46.158,51907,74.125.24.94,80,established,speedtest.c,
udp,175.103.46.158,57261,216.239.38.120,443,,speedtest.c,
tcp,175.103.46.158,51909,74.125.24.94,80,established,,
tcp,175.103.46.158,57636,74.125.24.94,443,established,speedtest.c,
tcp,175.103.46.158,62268,142.251.12.95,443,established,speedtest.c,
tcp,45.89.228.144,443,175.103.46.158,63794,established,speedtest.c,
tcp,175.103.46.158,57637,74.125.24.94,443,established,speedtest.c,
tcp,175.103.46.158,48316,43.133.45.194,800,established,speedtest.c,
tcp,172.104.174.27,1194,175.103.46.158,50614,established,speedtest.c,
tcp,175.103.46.158,53072,142.251.12.95,443,established,speedtest.c,
tcp,175.103.46.158,49802,52.184.217.37,443,established,speedtest.c,
tcp,175.103.46.158,49801,52.184.217.37,443,established,speedtest.c,
tcp,175.103.46.158,44654,101.32.248.90,800,established,speedtest.c,
udp,175.103.46.158,5678,192.168.124.1,53,,speedtest.c,
udp,175.103.46.158,53746,216.239.38.120,443,,speedtest.c,
tcp,175.103.46.158,32986,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,55592,104.26.14.38,443,established,speedtest.c,
icmp,175.103.43.90,,175.103.46.158,,,speedtest.c,
udp,175.103.46.158,65309,142.251.10.94,443,,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,55822,established,speedtest.c,
tcp,175.103.46.158,64488,91.108.56.158,443,established,speedtest.c,
tcp,175.103.46.158,64499,157.240.13.54,443,established,speedtest.c,
udp,175.103.46.158,65044,74.125.68.113,443,,speedtest.c,
tcp,175.103.46.158,38658,142.250.190.3,80,established,speedtest.c,
tcp,43.134.53.107,799,175.103.46.158,45618,established,,
udp,175.103.46.158,53940,216.239.38.120,443,,speedtest.c,
tcp,175.103.46.158,40162,43.133.45.194,800,established,speedtest.c,
tcp,3.33.193.183,443,175.103.46.158,58429,established,speedtest.c,
tcp,13.228.104.163,8084,175.103.46.158,44290,established,speedtest.c,
tcp,175.103.46.158,52289,20.198.119.84,443,established,,
tcp,175.103.46.158,50902,142.251.12.95,443,established,speedtest.c,
tcp,54.255.247.221,13501,175.103.46.158,36164,established,,
tcp,143.244.33.68,6568,175.103.46.158,64278,established,,
udp,175.103.46.158,51980,74.125.68.95,443,,speedtest.c,
tcp,103.107.198.22,80,175.103.46.158,50125,established,,
tcp,175.103.46.158,44290,43.134.120.219,800,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,38858,established,speedtest.c,
tcp,101.32.248.90,799,175.103.46.158,46444,established,speedtest.c,
tcp,175.103.46.158,51246,34.104.128.0,443,established,,
tcp,54.255.247.221,13501,175.103.46.158,33502,established,,
tcp,175.103.46.158,58157,209.58.183.231,6568,established,,
tcp,157.240.217.60,443,175.103.46.158,54232,established,speedtest.c,
tcp,142.250.4.95,443,175.103.46.158,64493,established,speedtest.c,
tcp,175.103.46.158,52396,143.244.33.70,80,established,,
tcp,175.103.46.158,33092,157.240.235.61,443,established,speedtest.c,
tcp,175.103.46.158,64230,20.198.119.143,443,established,speedtest.c,
tcp,175.103.46.158,44530,43.128.118.190,800,established,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,55086,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,44086,established,speedtest.c,
tcp,54.255.247.221,13501,175.103.46.158,50302,established,,
udp,175.103.46.158,55190,142.251.10.95,443,,speedtest.c,
tcp,175.103.46.158,47668,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,64491,20.198.119.143,443,established,speedtest.c,
udp,64.233.170.95,443,175.103.46.158,57428,,speedtest.c,
tcp,175.103.46.158,49268,157.240.15.61,443,established,speedtest.c,
tcp,43.128.118.190,799,175.103.46.158,37006,established,,
tcp,43.134.120.219,799,175.103.46.158,54956,established,speedtest.c,
tcp,175.103.46.158,64465,157.240.235.60,443,established,speedtest.c,
tcp,175.103.46.158,59766,157.240.7.53,443,established,speedtest.c,
tcp,175.103.46.158,64497,20.198.119.84,443,established,,
udp,175.103.46.158,64269,216.239.38.120,443,,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,54828,established,speedtest.c,
tcp,43.128.118.190,799,175.103.46.158,37556,established,,
tcp,175.103.46.158,49806,20.189.173.1,443,established,speedtest.c,
tcp,175.103.46.158,48466,103.107.199.6,443,established,,
udp,175.103.46.158,50929,74.125.200.95,443,,speedtest.c,
icmp,175.103.46.158,,175.103.46.157,,,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,51290,established,,
tcp,101.32.248.90,799,175.103.46.158,46010,established,,
udp,175.103.46.158,56957,142.251.10.136,443,,speedtest.c,
tcp,47.241.125.77,7002,175.103.46.158,45972,established,speedtest.c,
tcp,175.103.46.158,58711,20.198.119.143,443,established,speedtest.c,
tcp,175.103.46.158,64502,20.49.109.142,8883,established,speedtest.c,
tcp,175.103.46.158,39974,31.13.77.61,443,established,speedtest.c,
tcp,54.255.247.221,13501,175.103.46.158,44712,established,,
tcp,175.103.46.158,64505,74.125.200.188,5228,established,,
tcp,175.103.46.158,48020,157.240.199.61,443,established,speedtest.c,
tcp,43.133.45.194,799,175.103.46.158,51558,established,,
tcp,43.134.53.107,799,175.103.46.158,45752,established,speedtest.c,
tcp,103.107.199.6,80,175.103.46.158,61865,established,,
udp,175.103.46.158,51302,142.251.175.95,443,,speedtest.c,
udp,175.103.46.158,59856,36.86.63.182,3544,,speedtest.c,
tcp,175.103.46.158,53102,20.198.119.143,443,established,,
tcp,43.133.45.194,799,175.103.46.158,51014,established,,
tcp,175.103.46.158,53662,34.143.146.137,5938,established,speedtest.c,
tcp,175.103.46.158,33130,43.128.74.37,800,established,speedtest.c,
udp,172.217.194.95,443,175.103.46.158,60849,,speedtest.c,
tcp,175.103.46.158,46294,43.134.53.107,800,established,speedtest.c,
tcp,175.103.46.158,60224,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,62696,103.66.70.62,80,established,speedtest.c,
tcp,43.128.118.190,799,175.103.46.158,37538,established,,
tcp,43.134.53.107,799,175.103.46.158,45674,established,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,55100,established,speedtest.c,
tcp,175.103.46.158,43014,31.13.77.61,443,established,speedtest.c,
