session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-27_09-47-06,tcp,175.103.43.90,51949,103.135.50.157,899,IN.bound,established,,in-utama.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_09-47-06,icmp,103.169.73.162,,139.5.150.163,,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_09-47-06,tcp,103.169.73.162,50638,163.70.153.11,443,OUT.bound,established,,INTL.c,FR,ASNone ,,,
2023-11-27_09-47-06,udp,103.169.73.162,50898,122.144.2.205,443,OUT.bound,,,LOKAL.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_09-47-06,udp,103.169.73.162,62770,122.144.2.205,443,OUT.bound,,,LOKAL.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_09-47-06,tcp,103.169.73.162,49374,23.217.118.211,443,OUT.bound,established,,INTL.c,MX,AS32098 transtelco,,,
2023-11-27_09-47-06,udp,103.169.73.162,39016,157.240.208.14,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-27_09-47-06,tcp,103.169.73.162,62021,157.240.235.60,443,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
2023-11-27_09-47-06,tcp,103.169.73.162,47484,13.107.138.10,443,OUT.bound,established,,LOKAL.c,US,AS8068 microsoft corporation,,,
2023-11-27_09-47-06,udp,103.169.73.162,41942,74.125.200.119,443,OUT.bound,,,INTL.c,US,AS15169 google llc,,,
2023-11-27_09-47-06,tcp,77.88.55.242,80,103.169.73.162,49234,IN.bound,established,,INTL.c,RU,AS208722 yandex oy,,,
2023-11-27_09-47-06,udp,180.242.57.107,31469,103.169.73.162,11664,IN.bound,,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,
2023-11-27_09-47-06,tcp,77.88.55.242,80,103.169.73.162,49235,IN.bound,established,,INTL.c,RU,AS208722 yandex oy,,,
2023-11-27_09-47-06,tcp,180.178.108.230,62229,103.169.73.162,60740,IN.bound,established,,LOKAL.c,ID,AS38758 pt. hipernet indodata,,,
2023-11-27_09-47-06,udp,122.144.2.205,443,103.169.73.162,59494,IN.bound,,,LOKAL.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-27_09-47-06,tcp,157.240.208.60,443,103.169.73.162,49767,IN.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-27_09-47-06,udp,142.251.85.7,443,103.169.73.162,52682,IN.bound,,,INTL.c,US,AS15169 google llc,,,
2023-11-27_09-47-06,tcp,54.255.172.226,443,103.169.73.162,60852,IN.bound,established,,INTL.c,SG,AS16509 amazon.com inc,,,
2023-11-27_09-47-06,icmp,103.169.73.162,,8.8.8.8,,OUT.bound,,,,US,AS15169 google llc,,,
2023-11-27_09-47-06,tcp,103.169.73.162,49573,149.154.170.100,443,OUT.bound,established,,INTL.c,AG,AS62014 telegram messenger inc,,,
2023-11-27_09-47-06,udp,103.169.73.162,57324,74.125.12.72,443,OUT.bound,,,INTL.c,US,AS15169 google llc,,,
2023-11-27_09-47-06,udp,181.10.86.102,25026,103.169.73.162,1041,IN.bound,,,INTL.c,AR,AS7303 telecom argentina s.a.,,,
2023-11-27_09-47-06,tcp,92.223.46.207,443,103.169.73.162,60787,IN.bound,established,,INTL.c,LU,AS199524 g-core labs s.a.,,,
2023-11-27_09-47-06,tcp,157.240.217.61,443,103.169.73.162,50062,IN.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
2023-11-27_09-47-06,udp,103.169.73.162,34559,142.251.12.101,443,OUT.bound,,,INTL.c,US,AS15169 google llc,,,
2023-11-27_09-47-06,tcp,103.169.73.162,55156,52.108.79.28,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
2023-11-27_09-47-06,tcp,103.169.73.162,46166,47.246.158.172,443,OUT.bound,established,,LOKAL.c,US,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-27_09-47-06,tcp,34.111.101.25,443,103.169.73.162,34754,IN.bound,last-ack,,,US,AS15169 google llc,,,
