name,data,.id,type,static,ttl,timestamp
google.com,ns4.google.com,*F7FD1,NS,False,14m34s,2023-11-17 09:45:48 WIB
google.com,ns2.google.com,*F7FD2,NS,False,14m34s,2023-11-17 09:45:48 WIB
google.com,ns3.google.com,*F7FD3,NS,False,14m34s,2023-11-17 09:45:48 WIB
google.com,ns1.google.com,*F7FD4,NS,False,14m34s,2023-11-17 09:45:48 WIB
,k.root-servers.net,*C5D5A7,NS,False,15m,2023-11-17 09:45:48 WIB
,b.root-servers.net,*C5D5A8,NS,False,15m,2023-11-17 09:45:48 WIB
,l.root-servers.net,*C5D5A9,NS,False,15m,2023-11-17 09:45:48 WIB
,e.root-servers.net,*C5D5AA,NS,False,15m,2023-11-17 09:45:48 WIB
,m.root-servers.net,*C5D5AB,NS,False,15m,2023-11-17 09:45:48 WIB
,f.root-servers.net,*C5D5AC,NS,False,15m,2023-11-17 09:45:48 WIB
,d.root-servers.net,*C5D5AD,NS,False,15m,2023-11-17 09:45:48 WIB
,g.root-servers.net,*C5D5AE,NS,False,15m,2023-11-17 09:45:48 WIB
,c.root-servers.net,*C5D5AF,NS,False,15m,2023-11-17 09:45:48 WIB
,a.root-servers.net,*C5D5B0,NS,False,15m,2023-11-17 09:45:48 WIB
,i.root-servers.net,*C5D5B1,NS,False,15m,2023-11-17 09:45:48 WIB
,h.root-servers.net,*C5D5B2,NS,False,15m,2023-11-17 09:45:48 WIB
,j.root-servers.net,*C5D5B3,NS,False,15m,2023-11-17 09:45:48 WIB
a.root-servers.net,198.41.0.4,*C5D5B4,A,False,15m,2023-11-17 09:45:48 WIB
ns1.google.com,2001:4860:4802:32::a,*E87747,AAAA,False,14m34s,2023-11-17 09:45:48 WIB
a.root-servers.net,2001:503:ba3e::2:30,*EA311D,AAAA,False,15m,2023-11-17 09:45:48 WIB
b.root-servers.net,2001:500:84::b,*EA311E,AAAA,False,15m,2023-11-17 09:45:48 WIB
c.root-servers.net,2001:500:2::c,*EA311F,AAAA,False,15m,2023-11-17 09:45:48 WIB
d.root-servers.net,2001:500:2d::d,*EA3120,AAAA,False,15m,2023-11-17 09:45:48 WIB
e.root-servers.net,2001:500:a8::e,*EA3121,AAAA,False,15m,2023-11-17 09:45:48 WIB
f.root-servers.net,2001:500:2f::f,*EA3122,AAAA,False,15m,2023-11-17 09:45:48 WIB
g.root-servers.net,2001:500:12::d0d,*EA3123,AAAA,False,15m,2023-11-17 09:45:48 WIB
ns4.google.com,2001:4860:4802:38::a,*EB2768,AAAA,False,14m34s,2023-11-17 09:45:48 WIB
ns4.google.com,216.239.38.10,*EB568E,A,False,14m34s,2023-11-17 09:45:48 WIB
h.root-servers.net,2001:500:1::53,*EE46F5,AAAA,False,15m,2023-11-17 09:45:48 WIB
