protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,103.166.48.247,61783,35.186.242.185,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,103.166.48.247,57227,203.161.21.26,443,OUT.bound,established,,,ID,AS133840 pt jala lintas media,,,
tcp,103.166.48.247,55031,20.198.118.190,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000
udp,103.166.48.247,55526,35.186.242.185,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,103.166.48.247,53952,103.167.27.74,80,OUT.bound,established,,,SG,AS142160 joyo technology pte. ltd.,,,
tcp,103.166.48.247,62518,8.8.4.4,443,OUT.bound,established,dns.google,,,,,,
tcp,64.233.170.188,5228,103.166.48.247,55782,IN.bound,established,,,US,AS15169 google llc,,,
udp,103.166.48.247,36496,142.251.175.119,443,OUT.bound,,i.ytimg.com,,US,AS15169 google llc,,,
tcp,103.166.48.247,38836,52.77.90.198,443,OUT.bound,established,,,SG,AS16509 amazon.com inc,,,
tcp,103.166.48.247,38662,71.18.36.225,443,OUT.bound,established,,,US,ASNone ,,,
udp,103.166.48.247,57786,35.186.242.185,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,31.13.95.34,443,103.166.48.247,60172,IN.bound,last-ack,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000
tcp,65.108.213.183,45164,103.166.48.247,57413,IN.bound,established,,,DE,AS24940 hetzner online gmbh,,,
tcp,103.166.48.247,36518,13.33.100.210,443,OUT.bound,established,,,US,ASNone ,,,
tcp,65.108.213.183,41622,103.166.48.247,57413,IN.bound,established,,,DE,AS24940 hetzner online gmbh,,,
tcp,103.166.48.247,53168,74.125.200.188,5228,OUT.bound,established,,,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000
tcp,103.166.48.247,54748,20.198.119.84,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,,,
tcp,125.211.218.8,5555,103.166.48.247,60751,IN.bound,established,,,CN,AS4837 china unicom china169 backbone,,,
tcp,103.166.48.247,54742,20.198.119.143,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,,,
tcp,103.166.48.247,62517,8.8.8.8,443,OUT.bound,established,dns.google,,US,AS15169 google llc,,,
udp,103.166.48.247,54290,74.125.130.113,443,OUT.bound,,play-fe.googleapis.com,,US,AS15169 google llc,,,
tcp,103.166.48.247,53485,172.217.194.94,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,103.166.48.247,41428,157.240.208.34,443,OUT.bound,established,mqtt-mini.c10r.facebook.com,,ID,AS32934 facebook  inc.,,,
tcp,103.166.48.247,49796,8.241.134.252,80,OUT.bound,established,,,US,AS3356 level 3 parent  llc,,,
udp,103.166.48.247,57143,8.8.8.8,443,OUT.bound,,dns.google,,US,AS15169 google llc,,,
tcp,103.166.48.247,53510,122.248.195.213,443,OUT.bound,established,,,SG,AS16509 amazon.com inc,,,
tcp,103.166.48.247,49795,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13T12:00:59.446000
tcp,103.166.48.247,52674,34.111.174.196,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,103.166.48.247,59913,35.186.242.185,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,157.240.208.34,443,103.166.48.247,47790,IN.bound,established,,,ID,AS32934 facebook  inc.,,,
tcp,152.199.39.108,80,103.166.48.247,49896,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17T01:12:50.009000
tcp,103.166.48.247,39660,157.240.217.34,443,OUT.bound,established,,,SG,AS32934 facebook  inc.,,,
tcp,103.166.48.247,62969,52.142.223.178,80,OUT.bound,established,,,NL,AS8075 microsoft corporation,Browser Extensions,,2023-09-24T12:05:42.354000
udp,103.166.48.247,58383,103.238.201.77,443,OUT.bound,,,,ID,AS23679 media antar nusa pt.,,,
tcp,103.166.48.247,45680,156.59.239.196,8888,OUT.bound,established,,,SG,ASNone ,,,
gre,175.103.43.10,0,103.166.48.210,0,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
tcp,103.166.48.247,62577,20.198.118.190,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000
tcp,103.166.48.247,54982,31.13.95.60,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
tcp,103.166.48.247,41378,163.70.153.34,443,OUT.bound,established,,,FR,ASNone ,,,
tcp,103.166.48.247,49515,34.104.35.123,80,OUT.bound,established,,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16T21:17:22.087000
tcp,103.166.48.247,37604,161.117.251.225,443,OUT.bound,established,,,SG,AS45102 alibaba (us) technology co.  ltd.,,,
udp,103.166.48.247,57026,142.251.10.139,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,65.108.213.183,45110,103.166.48.247,57413,IN.bound,established,,,DE,AS24940 hetzner online gmbh,,,
tcp,103.166.48.247,49404,74.125.24.188,5228,OUT.bound,established,,,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
tcp,103.166.48.247,51652,142.251.175.138,443,OUT.bound,established,,,US,AS15169 google llc,,,
udp,103.166.48.247,38942,172.217.194.157,443,OUT.bound,,,,US,AS15169 google llc,,,
tcp,103.166.48.247,57413,65.109.13.17,54278,OUT.bound,established,,,DE,AS24940 hetzner online gmbh,LCIA:HoneyNet:2022,Daily TELNET bruteforce logs from a honeypot in the US on a /32,2023-01-30T23:00:04.143000
udp,74.125.68.95,443,103.166.48.247,53544,IN.bound,,,,US,AS15169 google llc,,,
tcp,103.166.48.247,49372,74.125.68.155,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,103.166.48.247,49636,142.251.175.113,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,172.253.118.95,443,103.166.48.247,33702,IN.bound,established,,,US,AS15169 google llc,,,
tcp,164.92.143.229,443,103.166.48.247,49156,IN.bound,established,,,US,AS14061 digitalocean  llc,,,
