protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,146.196.111.218,899,175.103.43.90,53679,established,speedtest.c
tcp,175.103.46.158,50058,172.253.118.101,443,established,
tcp,175.103.46.158,60405,92.223.85.121,80,established,
tcp,175.103.46.158,59214,31.13.68.61,443,established,speedtest.c
tcp,43.133.45.194,799,175.103.46.158,45834,established,speedtest.c
tcp,175.103.46.158,63059,74.125.200.188,5228,established,
udp,175.103.46.158,5678,192.168.121.1,53,,speedtest.c
tcp,175.103.46.158,65143,213.227.167.133,5938,established,speedtest.c
tcp,175.103.46.158,42478,43.128.74.37,799,established,speedtest.c
udp,175.103.46.158,59731,64.233.170.95,443,,speedtest.c
tcp,157.240.211.61,443,175.103.46.158,55308,established,speedtest.c
tcp,175.103.46.158,59277,103.107.198.66,6568,established,
tcp,31.13.68.1,443,175.103.46.158,33890,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,41506,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,42004,established,
tcp,31.13.68.60,443,175.103.46.158,63074,established,speedtest.c
tcp,43.134.120.219,799,175.103.46.158,45958,established,speedtest.c
tcp,175.103.46.158,47756,157.240.199.61,443,established,speedtest.c
udp,175.103.46.158,5678,192.168.124.1,53,,speedtest.c
tcp,175.103.46.158,65445,31.13.68.60,443,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,41494,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,41482,established,speedtest.c
tcp,43.134.120.219,799,175.103.46.158,46354,established,speedtest.c
tcp,175.103.46.158,36686,157.240.217.2,443,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,42130,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,42112,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,41518,established,speedtest.c
tcp,175.103.46.158,62343,118.98.93.186,443,close-wait,speedtest.c
tcp,175.103.46.158,58416,142.250.190.3,443,established,
tcp,3.216.157.50,7010,175.103.46.158,63395,established,speedtest.c
tcp,175.103.46.158,55972,192.53.174.79,4001,established,speedtest.c
tcp,175.103.46.158,44940,43.133.45.194,800,established,speedtest.c
udp,175.103.46.158,5678,192.168.1.1,53,,speedtest.c
udp,175.103.46.158,5678,192.168.122.1,53,,speedtest.c
tcp,175.103.46.158,61692,20.212.88.117,443,established,
tcp,31.13.95.40,443,175.103.46.158,61967,established,speedtest.c
tcp,43.133.45.194,799,175.103.46.158,45924,established,
icmp,175.103.43.90,,175.103.46.158,,,speedtest.c
udp,175.103.46.158,55815,172.253.118.95,443,,speedtest.c
tcp,31.13.68.1,443,175.103.46.158,33904,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,41500,established,speedtest.c
tcp,130.44.212.236,443,175.103.46.158,53548,established,speedtest.c
tcp,175.103.46.158,62347,210.210.145.19,443,established,speedtest.c
tcp,175.103.46.158,57204,157.240.217.60,443,established,speedtest.c
tcp,175.103.46.158,33906,31.13.68.1,443,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,41530,established,speedtest.c
tcp,175.103.46.158,63686,52.25.237.147,8883,established,speedtest.c
tcp,43.133.45.194,799,175.103.46.158,45772,established,
tcp,175.103.46.158,36694,157.240.217.2,443,established,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,42446,established,speedtest.c
tcp,175.103.46.158,62350,36.91.254.99,443,close,speedtest.c
tcp,43.128.74.37,799,175.103.46.158,42224,established,
tcp,192.53.174.79,4001,175.103.46.158,58432,established,speedtest.c
tcp,175.103.46.158,52096,157.240.13.35,443,established,speedtest.c
tcp,118.98.95.40,443,175.103.46.158,38932,last-ack,speedtest.c
tcp,175.103.46.158,51555,36.89.220.137,80,established,speedtest.c
udp,175.103.46.158,47823,203.161.21.184,443,,speedtest.c
tcp,175.103.46.158,56090,184.26.109.117,443,syn-sent,
tcp,175.103.46.158,54370,92.223.85.120,443,established,
tcp,43.128.74.37,799,175.103.46.158,41498,established,speedtest.c
tcp,175.103.46.158,62300,8.8.8.8,853,established,speedtest.c
tcp,175.103.46.158,62353,36.67.189.250,443,established,speedtest.c
tcp,43.133.45.194,799,175.103.46.158,40696,established,speedtest.c
tcp,92.223.85.54,80,175.103.46.158,62734,established,
tcp,43.128.74.37,799,175.103.46.158,42492,established,speedtest.c
udp,34.110.200.237,443,175.103.46.158,62339,,speedtest.c
tcp,175.103.46.158,62325,184.25.236.17,443,syn-sent,
tcp,43.134.53.107,799,175.103.46.158,38404,established,
tcp,175.103.46.158,33880,31.13.68.1,443,established,speedtest.c
