.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*3C1DB,udp,175.103.46.158:5678,192.168.1.1:53,192.168.1.1:53,175.103.46.158:5678,,,,9s,speedtest.c,25,1600,0,0,0,0,0,0,1024,0,False,False,False,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C1E1,udp,175.103.46.158:5678,192.168.122.1:53,192.168.122.1:53,175.103.46.158:5678,,,,9s,speedtest.c,25,1600,0,0,0,0,0,0,1024,0,False,False,False,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C270,tcp,43.133.45.194:799,175.103.46.158:45834,175.103.46.158:45834,43.133.45.194:799,,established,,23h59m57s,speedtest.c,3,156,0,0,3,194,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C289,udp,175.103.46.158:5678,192.168.121.1:53,192.168.121.1:53,175.103.46.158:5678,,,,9s,speedtest.c,21,1344,0,0,0,0,0,0,1024,0,False,False,False,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C2CD,udp,175.103.46.158:49649,216.239.38.120:443,216.239.38.120:443,175.103.46.158:49649,,,,2m32s,speedtest.c,6,2882,0,0,5,2496,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C2D0,tcp,175.103.43.90:53679,146.196.111.218:899,146.196.111.218:899,175.103.43.90:53679,,established,,4m59s,speedtest.c,143,13748,0,0,123,94862,0,0,9184,52896,False,True,True,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C2D3,tcp,175.103.46.158:59277,103.107.198.66:6568,103.107.198.66:6568,175.103.46.158:59277,,established,,23h59m55s,,5,205,0,0,5,260,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C2D5,tcp,157.240.217.60:443,175.103.46.158:57204,175.103.46.158:57204,157.240.217.60:443,,established,,23h59m52s,speedtest.c,5,344,0,0,5,460,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C2D7,udp,175.103.46.158:5678,192.168.124.1:53,192.168.124.1:53,175.103.46.158:5678,,,,9s,speedtest.c,27,1728,0,0,0,0,0,0,1024,0,False,False,False,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
*3C2D8,tcp,43.134.120.219:799,175.103.46.158:46354,175.103.46.158:46354,43.134.120.219:799,,established,,23h59m49s,,2,104,0,0,2,104,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-30 14:46:58 WIB
