session,protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
2023-11-30_14-49-57,tcp,35.203.211.195,54334,175.103.46.158,47978,IN.bound,,syn-sent,,,GB,AS396982 google,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 07:47:21.155,Cloud Provider IP range
2023-11-30_14-49-57,tcp,175.103.46.158,50423,104.16.89.20,443,OUT.bound,https,established,,speedtest.c,US,AS13335 cloudflare,PHI at risk? Infected Healthcare System? Masquerading,Masquerading. Obnoxious privilege escalation. Dangerous entanglements. Attorneys representing  targe,2023-11-27 08:48:22.997,CDN IP ranges
