session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-28_09-25-41,tcp,122.144.6.226,60354,52.108.186.3,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
2023-11-28_09-25-41,tcp,122.144.6.226,61488,74.125.68.113,443,OUT.bound,established,,LOKAL.c,,,,,
2023-11-28_09-25-41,udp,103.136.6.162,41435,122.144.1.1,53,OUT.bound,,,,,,,,
2023-11-28_09-25-41,udp,122.144.6.226,64216,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
2023-11-28_09-25-41,tcp,122.144.6.226,52123,52.111.240.15,443,OUT.bound,established,,INTL.c,SG,AS8075 microsoft corporation,,,
2023-11-28_09-25-41,tcp,122.144.6.226,35730,74.125.68.94,443,OUT.bound,established,,LOKAL.c,,,,,
2023-11-28_09-25-41,udp,122.144.6.226,63498,8.8.8.8,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,,,
2023-11-28_09-25-41,tcp,122.144.6.226,50960,62.210.11.203,443,OUT.bound,established,,INTL.c,,,,,
2023-11-28_09-25-41,tcp,122.144.6.226,40528,47.245.127.164,8820,OUT.bound,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-28_09-25-41,icmp,175.103.43.90,,122.144.6.226,,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-28_09-25-41,udp,103.136.6.167,5678,255.255.255.255,5678,broadcast,,,,,,,,
2023-11-28_09-25-41,tcp,202.148.26.5,1433,115.96.27.46,56652,Other,close-wait,,,,,,,
2023-11-28_09-25-41,tcp,122.144.6.226,53581,142.251.10.84,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,Apple   iOS   Automated Attacks   Resource Hijacking   Google Tracker,Boot or Logon Autostart Execution nCommand and Scripting Interpreter nAutomated Collection nWebToolb,2023-11-15T19:05:43.285000
2023-11-28_09-25-41,tcp,122.144.6.226,45920,31.13.95.9,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-28_09-25-41,tcp,122.144.6.226,47946,143.92.82.8,443,OUT.bound,established,,INTL.c,SG,AS138341 shopee singapore private limited,,,
2023-11-28_09-25-41,tcp,122.144.6.226,58883,172.217.194.188,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
2023-11-28_09-25-41,tcp,202.148.26.5,1433,36.76.192.160,57504,Other,close-wait,,,,,,,
2023-11-28_09-25-41,udp,122.144.6.226,39509,31.13.95.63,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-28_09-25-41,tcp,122.144.6.226,51858,74.125.68.95,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-28_09-25-41,tcp,122.144.6.226,61547,52.113.194.132,443,OUT.bound,established,,LOKAL.c,,,,,
2023-11-28_09-25-41,tcp,122.144.6.226,58907,103.166.48.126,443,OUT.bound,established,,LOKAL.c,ID,AS139460 pt maxindo mitra solusi,,,
