name,data
k.root-servers.net,193.0.14.129
a.root-servers.net,198.41.0.4
bittorrent-4.hs.llnwd.net,117.121.250.156
torrentfunk.com,104.31.16.122
torrentfunk.com,104.31.16.7
sitenable.co,172.67.211.46
sitenable.co,104.21.77.192
www1.thepiratebay3.to,172.67.221.111
www1.thepiratebay3.to,104.21.43.60
www.torrentfunk.com,104.31.16.122
www.torrentfunk.com,104.31.16.7
legittorrents.info,172.67.131.44
legittorrents.info,104.21.3.204
trontv.com,13.224.167.14
trontv.com,13.224.167.79
trontv.com,13.224.167.114
trontv.com,13.224.167.129
thepiratebay.party,104.31.16.6
thepiratebay.party,104.31.16.123
tracker.opentrackr.org,93.158.213.92
limetorrents.info,104.31.16.125
limetorrents.info,104.31.16.4
d95b8rreovzmj.cloudfront.net,52.84.251.89
d95b8rreovzmj.cloudfront.net,52.84.251.70
d95b8rreovzmj.cloudfront.net,52.84.251.29
d95b8rreovzmj.cloudfront.net,52.84.251.37
ns-348.awsdns-43.com,205.251.193.92
ns-1875.awsdns-42.co.uk,205.251.199.83
www.limetorrents.info,104.31.16.125
www.limetorrents.info,104.31.16.4
yts.mx,104.31.16.9
yts.mx,104.31.16.120
tracker.dler.org,61.216.149.33
tracker.dler.org,61.222.178.254
tracker.dler.org,220.130.15.30
tracker.dler.org,211.75.29.254
tracker.openbittorrent.com,193.189.100.188
tracker.openbittorrent.com,193.189.100.190
tracker.openbittorrent.com,193.189.100.186
tracker.openbittorrent.com,193.189.100.187
tracker.openbittorrent.com,193.189.100.189
ns0.1984.is,45.76.37.222
