protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,192.168.97.149,58460,8.8.4.4,443,established,,
tcp,122.144.6.226,39070,142.251.10.95,443,established,LOKAL.c,
tcp,122.144.6.226,43818,142.251.12.101,443,established,LOKAL.c,
tcp,122.144.6.226,51220,20.189.173.5,443,established,INTL.c,
udp,103.136.6.162,57948,122.144.1.1,53,,,
tcp,122.144.6.226,38228,74.125.68.94,80,established,LOKAL.c,
udp,122.144.6.226,58466,64.233.170.95,443,,LOKAL.c,
tcp,122.144.6.226,58900,103.166.48.126,443,established,LOKAL.c,
tcp,122.144.6.226,51175,13.107.6.171,443,established,LOKAL.c,
udp,122.144.6.226,64878,172.217.194.102,443,,LOKAL.c,
tcp,122.144.6.226,62908,104.16.50.19,443,established,LOKAL.c,
tcp,122.144.6.226,57711,20.198.119.143,443,established,INTL.c,
udp,122.144.6.226,52663,74.125.68.95,443,,LOKAL.c,
tcp,202.148.26.5,1433,115.96.27.46,57869,close-wait,,
udp,103.136.6.168,5678,255.255.255.255,5678,,,
udp,103.136.6.162,42195,10.79.21.14,1813,,,
udp,122.144.6.226,43012,157.240.15.63,443,,LOKAL.c,
udp,122.144.6.226,52818,142.251.175.119,443,,LOKAL.c,
tcp,122.144.6.226,62919,18.143.175.8,443,close,INTL.c,
udp,8.8.4.4,53,192.168.99.142,53293,,,
tcp,202.148.26.3,22,143.244.144.227,35962,fin-wait,,
tcp,122.144.6.226,58924,157.240.208.14,443,established,LOKAL.c,
tcp,122.144.6.226,46558,54.179.177.140,443,established,LOKAL.c,
udp,122.144.6.226,59673,157.240.7.20,443,,LOKAL.c,
tcp,122.144.6.226,64022,108.137.53.58,443,established,INTL.c,
tcp,122.144.6.226,44134,202.152.1.208,443,established,LOKAL.c,
udp,122.144.6.226,44854,157.240.208.14,443,,LOKAL.c,
tcp,122.144.6.226,36478,8.222.223.41,8820,established,INTL.c,
tcp,122.144.6.226,45914,71.18.36.225,443,established,LOKAL.c,
tcp,122.144.6.226,52171,180.131.130.6,21114,syn-sent,LOKAL.c,
tcp,122.144.6.226,54095,20.198.119.143,443,established,INTL.c,
tcp,202.148.26.5,1433,180.253.160.245,63521,close-wait,,
tcp,122.144.6.226,60510,52.114.36.190,443,established,INTL.c,
tcp,122.144.6.226,59274,103.166.48.126,443,established,LOKAL.c,
udp,122.144.6.226,50149,216.239.34.178,443,,LOKAL.c,
tcp,122.144.6.226,58926,157.240.208.14,443,established,LOKAL.c,
tcp,202.148.26.4,22,218.92.0.16,58233,fin-wait,,
tcp,122.144.6.226,60683,143.244.33.97,443,established,INTL.c,
udp,103.136.6.162,50109,122.144.1.1,53,,,
tcp,122.144.6.226,61372,142.250.4.101,443,established,LOKAL.c,
tcp,182.1.122.168,57968,122.144.6.226,7212,established,LOKAL.c,
udp,122.144.6.226,59747,8.8.4.4,53,,LOKAL.c,
tcp,122.144.6.226,32776,157.240.208.34,443,established,LOKAL.c,
tcp,122.144.6.226,63531,103.166.48.126,443,established,LOKAL.c,
udp,122.144.6.226,57758,172.253.118.105,443,,LOKAL.c,
udp,103.136.6.162,55777,10.79.21.14,1812,,,
tcp,122.144.6.226,44936,142.251.175.95,443,established,LOKAL.c,
tcp,122.144.6.226,58901,103.166.48.126,443,established,LOKAL.c,
udp,103.136.6.162,53288,122.144.1.1,53,,,
tcp,122.144.6.226,58012,31.13.95.60,443,established,LOKAL.c,
udp,122.144.6.226,65383,180.131.130.6,21116,,LOKAL.c,
udp,103.135.51.100,5678,255.255.255.255,5678,,,
udp,122.144.6.226,45176,142.251.10.119,443,,LOKAL.c,
udp,122.144.6.226,48178,31.13.95.63,443,,LOKAL.c,
tcp,122.144.6.226,53158,162.247.241.2,443,established,LOKAL.c,
tcp,122.144.6.226,53095,31.13.95.61,5222,time-wait,LOKAL.c,
tcp,118.99.86.26,50058,122.144.6.226,56003,established,LOKAL.c,
tcp,122.144.6.226,52453,20.198.119.143,443,established,INTL.c,
udp,122.144.6.226,51613,8.8.4.4,443,,LOKAL.c,
tcp,122.144.6.226,60434,52.123.168.216,443,established,INTL.c,
tcp,103.106.66.106,56233,122.144.6.226,3389,close,INTL.c,
udp,103.136.6.171,5678,255.255.255.255,5678,,,
tcp,192.168.96.30,61015,23.195.157.159,443,established,,
tcp,192.168.97.107,59285,205.234.175.175,443,established,,
tcp,122.144.6.226,63895,20.212.88.117,443,established,INTL.c,
udp,202.137.31.157,7010,122.144.6.226,7010,,,
udp,122.144.6.226,64269,142.251.175.94,443,,LOKAL.c,
tcp,122.144.6.226,49672,209.58.162.123,443,established,INTL.c,
udp,122.144.6.226,50061,180.131.130.6,21116,,LOKAL.c,
tcp,122.144.6.226,61356,172.67.221.250,443,established,INTL.c,
tcp,122.144.6.226,40870,117.102.125.204,443,established,LOKAL.c,
tcp,122.144.6.226,54097,20.231.121.79,80,established,INTL.c,
udp,122.144.6.226,55694,8.8.4.4,443,,LOKAL.c,
tcp,122.144.6.226,62924,52.98.54.130,443,established,INTL.c,
tcp,122.144.6.226,50009,52.112.176.179,443,established,INTL.c,
tcp,122.144.6.226,54213,52.123.160.131,443,established,INTL.c,
udp,122.144.6.226,46514,8.8.4.4,53,,LOKAL.c,
tcp,122.144.6.226,61055,74.125.24.188,5228,established,LOKAL.c,
udp,122.144.6.226,47079,31.13.95.63,443,,LOKAL.c,
tcp,122.144.6.226,34994,142.251.175.119,443,established,LOKAL.c,
tcp,122.144.6.226,56901,172.217.194.188,5228,established,LOKAL.c,
udp,122.144.6.226,40773,119.11.250.12,443,,LOKAL.c,
udp,103.136.6.162,45002,122.144.3.6,514,,,
tcp,122.144.6.226,43218,172.67.71.229,443,time-wait,INTL.c,
tcp,122.144.6.226,61313,104.16.191.89,443,established,LOKAL.c,
tcp,122.144.6.226,59027,52.123.173.14,443,established,INTL.c,
tcp,122.144.6.226,62921,18.143.175.8,443,close,INTL.c,
tcp,122.144.6.226,59854,74.125.24.156,443,established,LOKAL.c,
tcp,122.144.6.226,58344,142.251.175.157,443,established,LOKAL.c,
tcp,122.144.6.226,61519,142.251.175.97,443,established,LOKAL.c,
tcp,122.144.6.226,63727,23.0.188.53,80,established,LOKAL.c,
tcp,122.144.6.226,42342,23.195.156.98,443,established,INTL.c,
tcp,122.144.6.226,49769,20.198.119.143,443,established,INTL.c,
tcp,122.144.6.226,65094,142.251.12.188,5228,established,LOKAL.c,
udp,122.144.6.226,37092,142.251.10.95,443,,LOKAL.c,
udp,122.144.6.226,47377,172.217.194.106,443,,LOKAL.c,
udp,122.144.6.226,51418,142.251.88.105,443,,INTL.c,
udp,172.16.144.51,58134,255.255.255.255,10002,,,
tcp,202.148.26.5,1433,180.253.160.245,39487,fin-wait,,
udp,122.144.6.226,44605,74.125.24.95,443,,LOKAL.c,
udp,122.144.6.226,56320,8.8.4.4,53,,LOKAL.c,
udp,10.172.230.11,41341,255.255.255.255,10002,,,
tcp,122.144.6.226,39018,74.125.200.188,5228,established,LOKAL.c,
tcp,122.144.6.226,46500,117.102.111.141,443,established,LOKAL.c,
tcp,122.144.6.226,55725,52.109.56.126,443,established,INTL.c,
tcp,192.168.97.232,36254,74.125.68.94,80,established,,
tcp,122.144.6.226,53343,203.27.106.11,443,established,INTL.c,
udp,122.144.6.226,58389,180.131.130.6,21116,,LOKAL.c,
tcp,122.144.6.226,59046,35.186.224.25,443,established,LOKAL.c,
tcp,122.144.6.226,44692,64.233.170.113,443,established,LOKAL.c,
tcp,122.144.6.226,59300,142.250.4.95,443,established,LOKAL.c,
tcp,122.144.6.226,40868,44.236.176.147,443,time-wait,INTL.c,
udp,0.0.0.0,5678,255.255.255.255,5678,,,
udp,122.144.6.226,56653,180.131.130.6,21116,,LOKAL.c,
tcp,122.144.6.226,61555,20.190.148.163,443,established,INTL.c,
tcp,122.144.6.226,53467,103.166.48.126,443,established,LOKAL.c,
tcp,122.144.6.226,58088,20.198.119.84,443,established,INTL.c,
tcp,122.144.6.226,42180,71.18.36.225,443,established,LOKAL.c,
tcp,122.144.6.226,58416,52.109.52.87,443,established,INTL.c,
tcp,202.148.26.5,1433,36.76.192.160,57294,close-wait,,
tcp,122.144.6.226,52575,20.189.173.18,443,established,INTL.c,
tcp,202.148.26.5,1433,36.76.192.160,57855,last-ack,,
tcp,192.168.99.158,46392,192.168.254.14,8000,syn-sent,,
udp,122.144.6.226,64928,8.8.8.8,443,,LOKAL.c,
tcp,122.144.6.226,38432,162.247.243.22,443,established,INTL.c,
tcp,122.144.6.226,35233,8.214.24.127,31006,established,INTL.c,
tcp,122.144.6.226,61361,74.125.130.94,443,established,LOKAL.c,
tcp,202.148.26.3,22,218.92.0.16,19190,fin-wait,,
tcp,122.144.6.226,55737,52.98.84.114,443,established,INTL.c,
tcp,122.144.6.226,44502,203.161.21.187,443,established,INTL.c,
udp,122.144.6.226,60810,8.8.4.4,443,,LOKAL.c,
tcp,122.144.6.226,61073,142.251.12.91,443,established,LOKAL.c,
tcp,122.144.6.226,54255,64.233.170.188,5228,established,LOKAL.c,
tcp,122.144.6.226,59041,35.186.224.25,443,established,LOKAL.c,
udp,122.144.6.226,58091,74.125.68.94,443,,LOKAL.c,
udp,122.144.6.226,54395,8.8.4.4,53,,LOKAL.c,
udp,122.144.6.226,55371,180.131.130.6,21116,,LOKAL.c,
tcp,122.144.6.226,38346,157.240.235.61,5222,established,LOKAL.c,
tcp,122.144.6.226,51471,47.245.106.5,31006,established,INTL.c,
udp,122.144.6.226,50609,142.251.12.102,443,,LOKAL.c,
tcp,202.148.26.5,1433,180.211.95.82,51261,close-wait,,
tcp,122.144.6.226,41240,156.59.239.238,8888,established,INTL.c,
udp,122.144.6.226,42708,119.11.250.14,443,,LOKAL.c,
udp,122.144.6.226,51428,151.101.1.229,443,,INTL.c,
tcp,122.144.6.226,58041,143.244.33.54,443,established,INTL.c,
tcp,122.144.6.226,37352,13.227.254.47,443,established,INTL.c,
tcp,122.144.6.226,49626,74.125.130.95,443,established,LOKAL.c,
tcp,122.144.6.226,38692,31.13.95.9,443,established,LOKAL.c,
tcp,122.144.6.226,49216,172.217.194.95,443,established,LOKAL.c,
udp,103.136.6.162,48622,122.144.1.1,53,,,
tcp,122.144.6.226,46240,31.13.95.19,443,established,LOKAL.c,
tcp,122.144.6.226,49329,143.244.33.97,443,established,INTL.c,
tcp,122.144.6.226,60634,23.111.12.23,443,established,INTL.c,
udp,122.144.6.226,51012,157.240.208.63,443,,LOKAL.c,
udp,122.144.6.226,55473,74.125.68.94,443,,LOKAL.c,
tcp,122.144.6.226,55116,52.88.245.157,443,time-wait,INTL.c,
tcp,202.148.26.5,1433,36.76.192.160,58028,close-wait,,
tcp,122.144.6.226,38094,142.251.10.154,443,established,LOKAL.c,
tcp,202.148.26.5,1433,36.76.192.160,59051,established,,
udp,122.144.6.226,46146,74.125.200.95,443,,LOKAL.c,
tcp,122.144.6.226,39050,74.125.200.188,5228,established,LOKAL.c,
tcp,122.144.6.226,35536,162.247.241.2,443,established,LOKAL.c,
udp,122.144.6.226,52959,172.217.194.190,443,,LOKAL.c,
tcp,122.144.6.226,61323,104.19.155.83,443,established,LOKAL.c,
udp,122.144.6.226,52671,8.8.4.4,443,,LOKAL.c,
tcp,122.144.6.226,61382,20.198.118.190,443,established,INTL.c,
udp,122.144.6.226,51847,8.8.8.8,443,,LOKAL.c,
udp,172.16.144.130,54164,255.255.255.255,10002,,,
tcp,202.148.26.5,1433,36.76.192.160,58233,close-wait,,
icmp,122.144.6.226,,8.8.8.8,,,,
udp,122.144.6.226,61007,157.240.208.60,443,,LOKAL.c,
tcp,122.144.6.226,46770,157.240.208.175,5222,established,LOKAL.c,
tcp,122.144.6.226,36748,31.13.95.19,443,established,LOKAL.c,
udp,103.136.6.162,35392,122.144.1.1,53,,,
udp,103.136.6.162,54102,122.144.1.1,53,,,
tcp,122.144.6.226,55270,54.179.96.153,443,established,LOKAL.c,
tcp,122.144.6.226,49782,31.13.95.60,443,established,LOKAL.c,
tcp,122.144.6.226,65115,52.111.240.15,443,established,INTL.c,
udp,122.144.6.226,49906,180.131.130.6,21116,,LOKAL.c,
udp,122.144.6.226,57503,31.13.95.63,443,,LOKAL.c,
udp,122.144.6.226,64847,64.233.170.105,443,,LOKAL.c,
tcp,202.148.26.5,1433,115.96.27.46,58912,established,,
udp,103.136.6.162,41176,122.144.1.1,53,,,
udp,122.144.6.226,38186,31.13.95.63,443,,LOKAL.c,
udp,122.144.6.226,49645,23.48.173.11,443,,LOKAL.c,
tcp,122.144.6.226,54145,34.96.128.111,443,established,LOKAL.c,
udp,122.144.6.226,40472,8.8.8.8,443,,LOKAL.c,
tcp,122.144.6.226,53375,162.247.243.22,443,established,INTL.c,
udp,103.135.51.27,5678,255.255.255.255,5678,,,
tcp,122.144.6.226,43404,156.59.238.7,443,established,INTL.c,
tcp,202.148.26.5,1433,115.96.27.46,57221,close-wait,,
udp,103.237.140.216,5678,255.255.255.255,5678,,,
tcp,122.144.6.226,46676,47.236.113.82,8820,established,INTL.c,
tcp,122.144.6.226,61549,52.109.56.129,443,time-wait,INTL.c,
tcp,122.144.6.226,44064,74.125.130.95,443,established,LOKAL.c,
udp,122.144.6.226,60385,180.131.130.6,21116,,LOKAL.c,
tcp,202.148.26.5,1433,115.96.27.46,58411,close-wait,,
tcp,103.166.48.122,57644,122.144.6.226,56003,established,LOKAL.c,
tcp,122.144.6.226,61546,125.213.131.247,443,close-wait,LOKAL.c,
tcp,122.144.6.226,49748,52.108.68.27,443,established,INTL.c,
tcp,122.144.6.226,57359,180.131.130.6,21114,syn-sent,LOKAL.c,
tcp,118.99.86.26,57888,122.144.6.226,3389,established,LOKAL.c,
tcp,122.144.6.226,52080,142.250.4.95,443,established,LOKAL.c,
tcp,202.148.26.3,22,175.206.80.31,42812,established,,
tcp,122.144.6.226,61429,142.251.10.84,443,established,LOKAL.c,
tcp,122.144.6.226,37608,142.251.12.109,993,established,LOKAL.c,
tcp,122.144.6.226,61066,103.166.48.126,443,established,LOKAL.c,
tcp,122.144.6.226,61291,64.233.170.157,443,established,LOKAL.c,
udp,103.136.6.162,36657,10.79.21.14,1813,,,
udp,122.144.6.226,44266,31.13.95.63,443,,LOKAL.c,
tcp,122.144.6.226,42994,142.251.10.95,443,established,LOKAL.c,
udp,122.144.6.226,50007,52.112.176.179,3479,,INTL.c,
tcp,122.144.6.226,61417,142.251.88.41,443,established,INTL.c,
udp,122.144.6.226,59018,142.250.4.95,443,,LOKAL.c,
tcp,122.144.6.226,50098,91.108.56.165,443,established,INTL.c,
tcp,122.144.6.226,63528,172.217.194.188,5228,established,LOKAL.c,
tcp,122.144.6.226,65145,8.8.4.4,443,time-wait,LOKAL.c,
tcp,122.144.6.226,53376,162.247.243.20,443,established,INTL.c,
tcp,122.144.6.226,58991,162.247.243.30,443,established,INTL.c,
tcp,122.144.6.226,61445,74.125.24.95,443,established,LOKAL.c,
udp,103.136.6.162,52320,122.144.1.1,53,,,
tcp,122.144.6.226,62902,31.13.95.60,443,established,LOKAL.c,
tcp,122.144.6.226,57956,162.247.243.22,443,close,INTL.c,
udp,122.144.6.226,54426,8.8.4.4,443,,LOKAL.c,
udp,122.144.6.226,57380,142.251.175.94,443,,LOKAL.c,
tcp,202.148.26.3,2,36.68.216.67,37374,established,,
tcp,122.144.6.226,62917,18.143.175.8,443,close,INTL.c,
tcp,202.148.26.3,2,36.68.216.67,4414,established,,
udp,103.135.51.108,5678,255.255.255.255,5678,,,
tcp,122.144.6.226,63994,92.223.85.52,443,established,INTL.c,
udp,122.144.6.226,50056,52.112.176.179,3481,,INTL.c,
udp,103.135.51.109,5678,255.255.255.255,5678,,,
tcp,122.144.6.226,43404,47.241.218.164,5222,established,INTL.c,
tcp,122.144.6.226,57828,20.198.119.143,443,established,INTL.c,
udp,8.8.8.8,53,192.168.96.9,48944,,,
tcp,122.144.6.226,54640,204.79.197.239,443,established,LOKAL.c,
udp,122.144.6.226,50021,52.112.180.165,3480,,INTL.c,
udp,122.144.6.226,44514,74.125.130.95,443,,LOKAL.c,
udp,122.144.6.226,57698,157.240.235.60,443,,LOKAL.c,
tcp,122.144.6.226,56038,74.125.24.188,5228,established,LOKAL.c,
tcp,202.148.26.3,3306,103.145.32.178,59350,established,,
icmp,122.144.6.226,,122.144.6.225,,,,
tcp,122.144.6.226,42106,23.215.35.163,443,close,LOKAL.c,
udp,122.144.6.226,34229,157.240.208.16,443,,LOKAL.c,
udp,10.172.230.123,41823,255.255.255.255,10002,,,
tcp,202.148.26.5,1433,180.211.95.82,52647,close-wait,,
tcp,122.144.6.226,61054,8.8.8.8,443,established,LOKAL.c,
tcp,122.144.6.226,46292,52.199.78.230,443,established,INTL.c,
tcp,122.144.6.226,61078,103.166.48.126,443,established,LOKAL.c,
tcp,175.103.43.90,52932,103.136.6.162,899,established,,
udp,172.16.144.10,34276,255.255.255.255,10002,,,
tcp,202.148.26.5,1433,180.253.160.245,34721,close-wait,,
udp,10.172.230.202,5678,255.255.255.255,5678,,,
udp,122.144.6.226,59861,142.251.175.95,443,,LOKAL.c,
tcp,122.144.6.226,54108,203.27.106.13,80,established,INTL.c,
tcp,122.144.6.226,61364,64.233.170.154,443,established,LOKAL.c,
tcp,122.144.6.226,48376,54.255.209.114,443,established,LOKAL.c,
udp,8.8.8.8,53,192.168.96.9,44966,,,
udp,122.144.6.226,57370,180.131.130.6,21116,,LOKAL.c,
udp,122.144.6.226,50223,8.8.4.4,53,,LOKAL.c,
udp,122.144.6.226,63661,172.217.194.99,443,,LOKAL.c,
tcp,122.144.6.226,46598,31.13.95.61,5222,established,LOKAL.c,
tcp,175.103.43.90,56379,103.136.6.162,8278,time-wait,,
tcp,122.144.6.226,52574,52.123.160.14,443,established,INTL.c,
udp,172.16.144.11,48680,255.255.255.255,10002,,,
tcp,122.144.6.226,59026,52.123.160.127,443,established,INTL.c,
tcp,122.144.6.226,61371,74.125.24.95,443,established,LOKAL.c,
tcp,122.144.6.226,58930,52.123.128.14,443,established,INTL.c,
udp,10.172.230.4,5678,255.255.255.255,5678,,,
tcp,192.168.96.30,60993,23.215.35.87,443,established,,
tcp,122.144.6.226,52166,52.98.66.98,443,established,INTL.c,
tcp,122.144.6.226,49759,20.189.173.1,443,established,INTL.c,
udp,103.136.6.162,48655,122.144.1.1,53,,,
tcp,122.144.6.226,54633,40.99.8.194,443,established,INTL.c,
tcp,202.148.26.5,1433,36.76.192.160,56922,close-wait,,
tcp,122.144.6.226,39384,34.107.165.5,443,established,INTL.c,
tcp,122.144.6.226,40750,31.13.95.61,5222,established,LOKAL.c,
udp,122.144.6.226,54180,8.8.8.8,443,,LOKAL.c,
tcp,122.144.6.226,39496,31.13.95.37,5222,established,LOKAL.c,
udp,8.8.4.4,53,192.168.96.9,48944,,,
tcp,122.144.6.226,57737,13.107.138.10,443,established,INTL.c,
tcp,122.144.6.226,40330,146.75.94.73,443,established,INTL.c,
udp,122.144.6.226,46093,142.251.10.154,443,,LOKAL.c,
tcp,122.144.6.226,61353,64.233.170.154,443,established,LOKAL.c,
udp,122.144.6.226,34790,74.125.24.101,443,,LOKAL.c,
tcp,122.144.6.226,58462,157.240.208.60,443,established,LOKAL.c,
tcp,122.144.6.226,59242,142.251.10.95,443,established,LOKAL.c,
tcp,122.144.6.226,33358,34.101.5.106,443,established,LOKAL.c,
udp,122.144.6.226,53924,180.131.130.6,21116,,LOKAL.c,
tcp,122.144.6.226,58860,74.125.130.188,5228,established,LOKAL.c,
udp,122.144.6.226,60113,180.131.130.6,21116,,LOKAL.c,
tcp,122.144.6.226,46278,157.240.208.23,443,established,LOKAL.c,
tcp,122.144.6.226,53143,162.247.241.2,443,established,LOKAL.c,
tcp,122.144.6.226,64714,20.198.119.143,443,established,INTL.c,
tcp,202.148.26.5,1433,36.76.192.160,58503,close-wait,,
tcp,122.144.6.226,59526,31.13.95.61,443,established,LOKAL.c,
tcp,202.148.26.5,1433,180.253.160.245,22747,close-wait,,
tcp,122.144.6.226,34810,8.219.106.34,31006,established,INTL.c,
udp,103.136.6.162,44350,10.79.21.14,1813,,,
udp,122.144.6.226,50025,180.131.130.6,21116,,LOKAL.c,
tcp,122.144.6.226,41312,13.33.33.101,443,established,INTL.c,
tcp,192.168.99.119,48722,74.125.130.94,443,established,,
tcp,122.144.6.226,50952,217.146.12.138,5938,established,INTL.c,
tcp,122.144.6.226,58740,64.233.170.188,5228,established,LOKAL.c,
tcp,122.144.6.226,58905,103.166.48.126,443,established,LOKAL.c,
udp,10.172.230.251,46089,255.255.255.255,10002,,,
tcp,122.144.6.226,43558,162.247.243.22,443,established,INTL.c,
udp,103.136.6.162,34852,122.144.1.1,53,,,
udp,103.135.51.107,5678,255.255.255.255,5678,,,
udp,122.144.6.226,41706,8.8.4.4,53,,LOKAL.c,
tcp,202.148.26.5,1433,180.211.95.82,52870,fin-wait,,
tcp,122.144.6.226,7212,182.1.122.168,57260,established,LOKAL.c,
tcp,122.144.6.226,61506,151.101.0.176,443,established,INTL.c,
tcp,122.144.6.226,52165,52.98.33.162,443,established,INTL.c,
tcp,122.144.6.226,36936,162.247.241.2,443,established,LOKAL.c,
tcp,122.144.6.226,53518,157.240.208.60,443,established,LOKAL.c,
udp,10.172.230.139,55143,255.255.255.255,10002,,,
tcp,122.144.6.226,56660,45.121.219.185,443,established,INTL.c,
udp,122.144.6.226,64519,74.125.200.103,443,,LOKAL.c,
udp,103.136.6.162,37623,122.144.1.1,53,,,
udp,122.144.6.226,59187,74.125.130.94,443,,LOKAL.c,
tcp,122.144.6.226,53373,162.247.243.20,443,close,INTL.c,
tcp,192.168.96.30,61008,23.195.156.175,443,established,,
udp,122.144.6.226,57089,172.217.194.190,443,,LOKAL.c,
tcp,122.144.6.226,49658,52.108.8.12,443,established,INTL.c,
udp,122.144.6.226,61494,31.13.95.60,443,,LOKAL.c,
udp,10.172.230.76,5678,255.255.255.255,5678,,,
udp,8.8.8.8,53,192.168.97.140,40368,,,
tcp,182.1.122.168,57967,122.144.6.226,7211,established,LOKAL.c,
tcp,192.168.98.219,51884,172.16.6.135,7680,syn-sent,,
tcp,122.144.6.226,58445,74.125.68.188,5228,established,LOKAL.c,
tcp,122.144.6.226,58788,103.107.198.66,443,established,INTL.c,
udp,103.135.51.19,5678,255.255.255.255,5678,,,
tcp,122.144.6.226,39192,172.253.118.188,5228,established,LOKAL.c,
tcp,175.103.43.90,56380,103.136.6.162,8278,established,,
tcp,103.166.48.122,50140,122.144.6.226,7211,established,LOKAL.c,
tcp,122.144.6.226,60575,157.240.208.60,443,established,LOKAL.c,
tcp,122.144.6.226,64024,104.22.51.93,443,established,LOKAL.c,
tcp,122.144.6.226,58545,157.240.208.60,443,established,LOKAL.c,
tcp,202.148.26.5,1433,36.76.192.160,56610,close-wait,,
tcp,122.144.6.226,49514,52.108.79.30,443,established,INTL.c,
udp,122.144.6.226,60004,74.125.200.155,443,,LOKAL.c,
udp,122.144.6.226,43837,117.102.111.172,443,,LOKAL.c,
tcp,122.144.6.226,61552,52.109.56.126,443,established,INTL.c,
tcp,122.144.6.226,60519,52.111.240.2,443,established,INTL.c,
udp,122.144.6.226,60497,8.8.8.8,443,,LOKAL.c,
tcp,122.144.6.226,61126,172.217.194.139,443,established,LOKAL.c,
tcp,122.144.6.226,51831,52.123.168.220,443,established,INTL.c,
tcp,202.148.26.4,22,1.116.220.166,41420,established,,
tcp,122.144.6.226,48214,31.13.95.9,443,established,LOKAL.c,
tcp,122.144.6.226,53608,31.13.95.61,5222,established,LOKAL.c,
tcp,122.144.6.226,41000,162.247.241.2,443,established,LOKAL.c,
tcp,122.144.6.226,61540,172.217.194.94,443,established,LOKAL.c,
tcp,122.144.6.226,56816,47.236.9.38,8820,established,INTL.c,
tcp,122.144.6.226,61542,157.240.208.60,443,established,LOKAL.c,
tcp,122.144.6.226,59313,103.166.48.126,443,established,LOKAL.c,
tcp,202.148.26.5,1433,115.96.27.46,55642,close-wait,,
