.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*110D8,tcp,122.144.6.226:60354,52.108.186.3:443,52.108.186.3:443,103.136.6.162:60354,,established,,4m48s,INTL.c,21,17225,0,0,20,1536,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110D9,tcp,122.144.6.226:61488,74.125.68.113:443,74.125.68.113:443,103.136.6.162:61488,,established,,23h59m16s,LOKAL.c,1,41,0,0,1,52,0,0,0,0,False,True,False,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110DA,udp,103.136.6.162:41435,122.144.1.1:53,122.144.1.1:53,103.136.6.162:41435,,,,1s,,1,67,0,0,1,342,0,0,0,0,False,True,False,True,False,False,False,False,,,,2023-11-28 09:24:55 WIB
*110DB,udp,122.144.6.226:64216,8.8.8.8:443,8.8.8.8:443,103.136.6.162:64216,,,,2m14s,LOKAL.c,16,3039,0,0,21,5509,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110DC,tcp,122.144.6.226:52123,52.111.240.15:443,52.111.240.15:443,103.136.6.162:52123,,established,,23h59m25s,INTL.c,2,110,0,0,3,157,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110DD,tcp,122.144.6.226:35730,74.125.68.94:443,74.125.68.94:443,103.136.6.162:35730,,established,,23h59m18s,LOKAL.c,21,3778,0,0,13,3114,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110DE,udp,122.144.6.226:63498,8.8.8.8:443,8.8.8.8:443,103.136.6.162:63498,,,,1m49s,LOKAL.c,10,2314,0,0,12,4040,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110DF,tcp,122.144.6.226:50960,62.210.11.203:443,62.210.11.203:443,103.136.6.162:50960,,established,,23h59m44s,INTL.c,12,1689,0,0,12,6674,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110E0,tcp,122.144.6.226:40528,47.245.127.164:8820,47.245.127.164:8820,103.136.6.162:40528,,established,,23h59m33s,INTL.c,4,164,0,0,2,84,0,0,0,0,False,True,True,True,False,False,True,False,,,,2023-11-28 09:24:55 WIB
*110E1,icmp,175.103.43.90,122.144.6.226,122.144.6.226,175.103.43.90,,,,9s,,145,13340,0,0,73,6716,0,0,2208,736,False,True,False,True,False,False,False,False,0,8,1,2023-11-28 09:24:55 WIB
*110E2,udp,103.136.6.167:5678,255.255.255.255:5678,255.255.255.255:5678,103.136.6.167:5678,,,,8s,,1,167,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 09:24:55 WIB
*110E3,tcp,202.148.26.5:1433,115.96.27.46:56652,115.96.27.46:56652,202.148.26.5:1433,,close-wait,,4s,,6,1336,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-28 09:24:55 WIB
