protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,119.110.75.198,63996,185.244.24.41,8443,OUT.bound,established,,INTL.c,UA,AS44437 ahorro corporacion  s.a.,TOR nodes,,2023-11-15 00:01:55.056
icmp,119.110.66.86,,199.181.132.250,,OUT.bound,,,,US,ASNone ,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,119.110.75.198,51807,204.79.197.239,443,OUT.bound,established,,LOKAL.c,US,AS8068 microsoft corporation,SOC2023,,2023-11-19 05:02:32.144
tcp,31.13.95.37,5222,119.110.75.198,60494,IN.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,119.110.75.198,50025,152.195.38.76,80,OUT.bound,close,,INTL.c,US,AS15133 verizon,quick look at 79.12.165.51,,2023-11-20 00:05:28.436
tcp,31.13.95.34,443,119.110.75.198,43346,IN.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,31.13.95.34,443,119.110.75.198,57844,IN.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
udp,119.110.75.198,58111,162.159.136.232,443,OUT.bound,,,LOKAL.c,,AS13335 cloudflare,https://myaccount.uscis.gov/,,2023-11-18 00:58:58.944
udp,119.110.75.198,60288,162.159.136.232,443,OUT.bound,,,LOKAL.c,,AS13335 cloudflare,https://myaccount.uscis.gov/,,2023-11-18 00:58:58.944
udp,119.110.75.198,51449,162.159.133.233,443,OUT.bound,,,LOKAL.c,,AS13335 cloudflare,PuffStealer,,2023-11-18 01:24:48.887
tcp,119.110.75.198,56040,162.159.133.233,443,OUT.bound,established,,LOKAL.c,,AS13335 cloudflare,PuffStealer,,2023-11-18 01:24:48.887
tcp,119.110.75.198,56046,162.159.133.233,443,OUT.bound,established,,LOKAL.c,,AS13335 cloudflare,PuffStealer,,2023-11-18 01:24:48.887
tcp,119.110.75.198,52228,31.13.95.34,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
