session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-21_09-03-25,tcp,192.168.1.15,46791.0,193.203.230.149,443.0,OUT.bound,established,,INTL.c,IT,AS12954 sia s.p.a.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-21_09-03-25,udp,192.168.1.15,49767.0,40.81.120.44,3544.0,OUT.bound,,,INTL.c,GB,AS8075 microsoft corporation,,,
2023-11-21_09-03-25,tcp,192.168.1.15,54380.0,17.57.145.136,5223.0,OUT.bound,established,,INTL.c,US,AS714 apple inc.,,,
2023-11-21_09-03-25,tcp,192.168.1.15,46100.0,193.203.230.149,443.0,OUT.bound,established,,INTL.c,IT,AS12954 sia s.p.a.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-21_09-03-25,tcp,192.168.1.15,45573.0,193.203.230.149,443.0,OUT.bound,established,,INTL.c,IT,AS12954 sia s.p.a.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-21_09-03-25,icmp,175.103.43.90,,43.247.15.4,,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-21_09-03-25,tcp,192.168.1.15,53488.0,41.139.210.10,443.0,OUT.bound,established,,INTL.c,KE,AS37061 african network information center,,,
2023-11-21_09-03-25,tcp,192.168.1.15,47334.0,193.203.230.149,443.0,OUT.bound,established,,INTL.c,IT,AS12954 sia s.p.a.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-21_09-03-25,tcp,192.168.1.15,35631.0,205.220.231.24,443.0,OUT.bound,established,,INTL.c,US,AS396998 path network  inc.,,,
2023-11-21_09-03-25,tcp,192.168.1.15,47754.0,35.186.203.63,443.0,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_09-03-25,tcp,192.168.1.15,46053.0,193.203.230.149,443.0,OUT.bound,established,,INTL.c,IT,AS12954 sia s.p.a.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-21_09-03-25,tcp,192.168.1.15,60706.0,205.220.231.24,443.0,OUT.bound,established,,INTL.c,US,AS396998 path network  inc.,,,
2023-11-21_09-03-25,tcp,192.168.1.15,47966.0,193.203.230.149,443.0,OUT.bound,established,,INTL.c,IT,AS12954 sia s.p.a.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-21_09-03-25,tcp,192.168.1.15,60886.0,205.220.231.24,443.0,OUT.bound,established,,INTL.c,US,AS396998 path network  inc.,,,
2023-11-21_09-03-25,tcp,192.168.1.15,36427.0,47.241.191.117,31006.0,OUT.bound,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-21_09-03-25,tcp,192.168.1.15,60343.0,205.220.231.24,443.0,OUT.bound,established,,INTL.c,US,AS396998 path network  inc.,,,
2023-11-21_09-03-25,tcp,175.103.43.90,50164.0,43.247.15.4,8081.0,IN.bound,established,,LOKAL.c,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-21_09-03-25,tcp,192.168.1.15,46817.0,193.203.230.149,443.0,OUT.bound,established,,INTL.c,IT,AS12954 sia s.p.a.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-21_09-03-25,tcp,192.168.1.15,60103.0,205.220.231.24,443.0,OUT.bound,established,,INTL.c,US,AS396998 path network  inc.,,,
