protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
udp,175.103.46.158,5678.0,192.168.122.1,53.0,,speedtest.c,,local
icmp,175.103.43.90,,175.103.46.158,,,speedtest.c,,IN.bound
tcp,43.134.120.219,799.0,175.103.46.158,47698.0,established,,,IN.bound
icmp,175.103.46.158,,175.103.46.157,,,speedtest.c,,local
tcp,43.128.74.37,799.0,175.103.46.158,43604.0,established,,,IN.bound
tcp,101.32.248.90,799.0,175.103.46.158,50966.0,established,speedtest.c,,IN.bound
tcp,175.103.46.158,57936.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound
udp,175.103.46.158,49538.0,74.125.68.91,443.0,,speedtest.c,,OUT.bound
tcp,175.103.46.158,58226.0,52.184.217.37,443.0,established,speedtest.c,,OUT.bound
udp,175.103.46.158,54059.0,40.81.120.44,3544.0,,speedtest.c,,OUT.bound
tcp,103.107.198.66,6568.0,175.103.46.158,59277.0,established,,,IN.bound
tcp,175.103.46.158,42160.0,43.133.45.194,799.0,established,speedtest.c,,OUT.bound
tcp,157.240.217.60,443.0,175.103.46.158,57204.0,established,speedtest.c,,IN.bound
udp,175.103.46.158,5678.0,192.168.124.1,53.0,,speedtest.c,,local
udp,175.103.46.158,5678.0,192.168.1.1,53.0,,speedtest.c,,local
tcp,175.103.46.158,50926.0,101.32.248.90,799.0,established,speedtest.c,,OUT.bound
tcp,43.133.45.194,800.0,175.103.46.158,45742.0,established,speedtest.c,,IN.bound
udp,175.103.46.158,5678.0,192.168.121.1,53.0,,speedtest.c,,local
tcp,175.103.43.90,53679.0,146.196.111.218,899.0,established,speedtest.c,,IN.bound
tcp,175.103.46.158,57711.0,157.240.13.54,443.0,established,speedtest.c,,OUT.bound
tcp,43.134.53.107,799.0,175.103.46.158,39318.0,established,speedtest.c,,IN.bound
tcp,175.103.46.158,51828.0,101.32.248.90,800.0,established,speedtest.c,,OUT.bound
udp,175.103.46.158,63004.0,31.13.95.63,443.0,,speedtest.c,,OUT.bound
tcp,175.103.46.158,50970.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound
