protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
tcp,36.65.52.254,25101,175.103.46.159,3306,IN.bound,,syn-sent,,,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,175.103.46.158,57578,157.240.13.54,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,57798,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,43970,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
udp,10.20.30.75,40359,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
tcp,175.103.46.158,65466,23.73.12.217,443,OUT.bound,https,close,,speedtest.c,FR,AS20940 akamai international b.v.,,,,
tcp,175.103.46.158,57209,157.240.217.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,130.44.212.234,443,175.103.46.158,62760,IN.bound,https,established,,speedtest.c,US,AS396986 bytedance inc.,,,,
tcp,175.103.46.158,57579,157.240.13.54,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,64.176.80.9,443,175.103.46.158,63375,IN.bound,https,established,,speedtest.c,US,ASNone ,,,,
udp,10.20.30.58,40953,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
tcp,175.103.46.158,49535,20.198.119.84,443,OUT.bound,https,established,,,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
udp,175.103.46.158,56539,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
udp,146.196.111.222,5678,255.255.255.255,5678,broadcast,rrac,,,speedtest.c,,,,,,
tcp,175.103.46.158,63009,31.13.95.9,443,OUT.bound,https,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
udp,175.103.46.158,63013,157.240.235.1,443,OUT.bound,https,,,speedtest.c,SG,AS32934 facebook  inc.,Toll Troll AU,,2022-09-19T00:10:46.535000,
tcp,175.103.46.158,54562,157.240.13.55,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
udp,2.59.119.149,54228,175.103.46.159,123,IN.bound,,,,speedtest.c,TR,AS212219 hosting dunyam,,,,
udp,10.20.30.114,49940,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
udp,2.59.119.149,54228,175.103.46.158,123,IN.bound,,,,speedtest.c,TR,AS212219 hosting dunyam,,,,
udp,10.20.30.66,5678,255.255.255.255,5678,broadcast,rrac,,,speedtest.c,,,,,,
tcp,43.198.50.186,23006,175.103.46.158,46472,IN.bound,,established,,speedtest.c,US,AS16509 amazon.com inc,,,,
udp,10.20.30.163,32823,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
udp,2.59.119.149,54228,175.103.46.157,123,IN.bound,,,,speedtest.c,TR,AS212219 hosting dunyam,,,,
udp,2.59.119.149,54228,175.103.46.156,123,IN.bound,,,,speedtest.c,TR,AS212219 hosting dunyam,,,,
udp,175.103.46.158,54297,51.81.245.139,25,OUT.bound,smtp,,,speedtest.c,US,AS16276 ovh sas,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
tcp,175.103.46.158,49248,74.125.200.95,443,OUT.bound,https,established,,,US,AS15169 google llc,,,,Whitelisted IP
udp,212.71.253.160,40783,175.103.46.159,5351,IN.bound,,,,,GB,AS63949 linode  llc,,,,
udp,10.20.30.123,39926,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
tcp,18.163.242.58,23008,175.103.46.158,34682,IN.bound,,established,,speedtest.c,HK,AS16509 amazon.com inc,,,,Cloud Provider IP range
icmp,188.42.84.151,,175.103.46.158,,IN.bound,,,,speedtest.c,LU,AS7979 servers.com  inc.,,,,
tcp,175.103.46.158,48522,157.240.7.53,5222,OUT.bound,xmpp-client,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,49779,157.240.217.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
udp,175.103.46.158,51202,51.81.245.139,25,OUT.bound,smtp,,,speedtest.c,US,AS16276 ovh sas,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
icmp,188.42.84.152,,175.103.46.158,,IN.bound,,,,speedtest.c,LU,AS7979 servers.com  inc.,,,,
tcp,175.103.46.158,52316,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,49265,74.125.200.95,443,OUT.bound,https,established,,,US,AS15169 google llc,,,,Whitelisted IP
icmp,188.42.84.150,,175.103.46.158,,IN.bound,,,,speedtest.c,LU,AS7979 servers.com  inc.,,,,
tcp,175.103.46.158,61689,118.97.79.198,443,OUT.bound,https,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,175.103.46.158,49272,47.242.83.127,80,OUT.bound,http,time-wait,,speedtest.c,HK,AS45102 alibaba (us) technology co.  ltd.,,,,
tcp,175.103.46.158,47036,43.133.45.194,799,OUT.bound,,time-wait,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,45734,8.218.215.198,80,OUT.bound,http,established,,speedtest.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,,
udp,0.0.0.0,5678,255.255.255.255,5678,broadcast,rrac,,,speedtest.c,,,,,,
tcp,175.103.46.158,51548,101.32.248.90,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,47044,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,10.20.30.90,52759,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
tcp,175.103.46.158,47412,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,50524,103.74.143.200,443,OUT.bound,https,close,,speedtest.c,ID,AS46034 departemen kesehatan,,,,
udp,10.161.60.21,5678,255.255.255.255,5678,broadcast,rrac,,,speedtest.c,,,,,,
tcp,175.103.46.158,63621,34.151.192.19,5938,OUT.bound,,established,,speedtest.c,BR,AS396982 google,,,,
tcp,175.103.46.158,47040,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,61948,31.13.95.9,443,OUT.bound,https,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
udp,10.20.30.162,42637,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
tcp,141.98.11.60,36131,175.103.46.156,80,IN.bound,,syn-sent,,,LT,AS209605 uab host baltic,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T08:41:29.775000,
tcp,175.103.46.158,52102,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,50529,108.136.217.44,443,OUT.bound,https,close,,speedtest.c,ID,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,180.254.224.129,27917,175.103.46.156,1433,IN.bound,,syn-sent,,,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,180.254.224.129,18828,175.103.46.159,1433,IN.bound,,syn-sent,,,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,180.254.224.129,11712,175.103.46.158,1433,IN.bound,,syn-sent,,,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,175.103.46.158,63005,157.240.235.18,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
icmp,119.147.86.35,,146.196.111.218,,IN.bound,,,,speedtest.c,CN,AS4134 chinanet,,,,
tcp,175.103.46.158,34074,157.240.235.61,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,51604,54.187.195.115,80,OUT.bound,http,syn-sent,,,US,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,175.103.46.158,51402,52.242.101.224,443,OUT.bound,https,established,,,US,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,175.103.46.158,63686,52.25.237.147,8883,OUT.bound,secure-mqtt,established,,speedtest.c,US,AS16509 amazon.com inc,,,,Cloud Provider IP range
udp,175.103.46.158,58177,36.86.63.182,3544,OUT.bound,teredo,,,speedtest.c,,,,,,
udp,175.103.46.158,5678,255.255.255.255,5678,broadcast,rrac,,,speedtest.c,,,,,,
udp,175.103.46.158,49324,74.125.68.91,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,175.103.46.158,45058,31.13.77.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
udp,146.196.111.218,33222,10.79.16.9,1812,local,radius,,,speedtest.c,,,,,,
tcp,175.103.46.158,63090,94.74.90.138,80,OUT.bound,http,syn-sent,,,SG,AS136907 huawei clouds,,,,
tcp,175.103.46.158,63089,8.8.8.8,853,OUT.bound,domain-s,established,,speedtest.c,US,AS15169 google llc,,,,Known False Positive
tcp,218.92.0.101,49215,175.103.46.158,22,IN.bound,,established,,speedtest.c,CN,AS4134 chinanet,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
tcp,175.103.43.90,59539,146.196.111.218,8278,IN.bound,,time-wait,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
tcp,175.103.46.158,55296,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,33944,198.134.116.18,80,OUT.bound,http,established,,speedtest.c,US,AS27257 webair internet development company inc.,,,,
tcp,175.103.46.158,38020,172.253.118.95,443,OUT.bound,https,established,,,US,AS15169 google llc,,,,
tcp,175.103.46.158,50554,103.74.143.200,443,OUT.bound,https,established,,speedtest.c,ID,AS46034 departemen kesehatan,,,,
tcp,175.103.46.158,51902,118.98.113.147,443,OUT.bound,https,syn-sent,,,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,139.59.231.208,52749,175.103.46.158,12032,IN.bound,,syn-sent,,,SG,AS14061 digitalocean  llc,IOCs - 20231081422 - ANIA Threat Feeds - IP Segment 4,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
udp,175.103.46.158,59182,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
tcp,175.103.46.158,57506,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.43.90,59541,146.196.111.218,8278,IN.bound,,established,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
tcp,175.103.46.158,63450,20.198.118.190,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
udp,146.196.111.218,38031,10.79.16.9,1812,local,radius,,,speedtest.c,,,,,,
udp,146.196.111.218,40636,122.144.3.6,514,OUT.bound,shell,,,,ID,AS38320 pt maxindo mitra solusi,,,,
tcp,175.103.46.158,50750,36.86.63.182,80,OUT.bound,http,time-wait,,speedtest.c,,,,,,
udp,146.196.111.218,49414,10.79.16.9,1813,local,radius-acct,,,speedtest.c,,,,,,
udp,146.196.111.218,45656,10.79.16.9,1813,local,radius-acct,,,speedtest.c,,,,,,
udp,146.196.111.218,57471,10.79.16.9,1813,local,radius-acct,,,speedtest.c,,,,,,
udp,175.103.46.158,44473,51.81.245.139,25,OUT.bound,smtp,,,speedtest.c,US,AS16276 ovh sas,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
