protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,175.103.46.158,41276,18.64.18.97,443,OUT.bound,established,,speedtest.c,,,,,
tcp,43.134.120.219,799,175.103.46.158,37612,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,180.246.40.241,57851,175.103.46.156,1433,IN.bound,syn-sent,,,,,,,
tcp,175.103.46.158,53342,31.13.68.61,443,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,175.103.46.158,37156,74.125.130.138,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,50129,23.54.81.105,80,OUT.bound,established,,,IN,AS20940 akamai international b.v.,,,
tcp,89.248.165.109,51712,175.103.46.158,16693,IN.bound,syn-sent,,,,,,,
tcp,43.128.118.190,799,175.103.46.158,38070,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,43268,64.233.170.94,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,172.253.113.188,5228,175.103.46.158,40450,IN.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,53399,52.208.224.152,8883,OUT.bound,established,,speedtest.c,IE,AS16509 amazon.com inc,,,
udp,175.103.46.158,56431,216.239.38.120,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000
tcp,175.103.46.158,50851,74.125.68.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,36372,172.232.251.34,2000,OUT.bound,established,,speedtest.c,US,AS20940 akamai international b.v.,,,
tcp,175.103.46.158,56112,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,13.248.151.210,443,175.103.46.158,61941,IN.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,58838,20.42.65.89,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,37323,129.226.103.123,443,OUT.bound,time-wait,,speedtest.c,HK,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,55229,23.106.252.102,80,OUT.bound,established,,,US,AS59253 leaseweb asia pacific pte. ltd.,,,
tcp,43.133.45.194,799,175.103.46.158,44524,IN.bound,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,59043,152.195.38.76,80,OUT.bound,established,,speedtest.c,,,,,
udp,175.103.46.158,62790,202.134.1.10,53,OUT.bound,,,speedtest.c,,,,,
udp,175.103.46.158,61352,216.239.38.120,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000
tcp,175.103.46.158,50177,34.120.208.123,443,OUT.bound,last-ack,,,,,,,
tcp,143.42.76.52,4001,175.103.46.158,39038,IN.bound,established,,speedtest.c,US,ASNone ,,,
tcp,175.103.46.158,50996,157.240.199.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,60518,157.240.235.60,443,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,175.103.46.158,50117,34.107.221.82,80,OUT.bound,established,,,US,AS15169 google llc,SOC2023,,2023-11-15T11:59:37.006000
udp,175.103.46.158,5678,192.168.124.1,53,local,,,speedtest.c,,,,,
tcp,175.103.46.158,34042,31.13.68.61,5222,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
udp,175.103.46.158,63749,172.253.118.136,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,51221,20.42.73.24,443,OUT.bound,established,,,US,AS8075 microsoft corporation,,,
tcp,143.42.76.52,4001,175.103.46.158,46576,IN.bound,established,,speedtest.c,US,ASNone ,,,
tcp,43.133.45.194,799,175.103.46.158,44570,IN.bound,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,53596,52.184.217.37,443,OUT.bound,established,,speedtest.c,US,AS8075 microsoft corporation,,,
udp,175.103.46.158,60383,142.251.175.102,443,OUT.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,43600,31.13.68.1,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,55794,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,49738,74.125.68.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,55781,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,44015,129.226.103.123,443,OUT.bound,time-wait,,speedtest.c,HK,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,46007,129.226.103.123,443,OUT.bound,time-wait,,speedtest.c,HK,AS132203 tencent building  kejizhongyi avenue,,,
tcp,199.48.177.3,443,175.103.46.158,64484,IN.bound,established,,speedtest.c,US,AS1239 sprint,,,
tcp,175.103.46.158,51752,143.244.33.102,6568,OUT.bound,established,,,SG,AS60068 datacamp limited,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
tcp,54.255.247.221,13501,175.103.46.158,42246,IN.bound,established,,,SG,AS16509 amazon.com inc,,,
tcp,175.103.46.158,51948,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,51248,104.18.14.169,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,61458,103.115.98.3,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,36840,129.226.103.123,443,OUT.bound,time-wait,,speedtest.c,HK,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,52020,13.107.22.239,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,50172,34.120.208.123,443,OUT.bound,last-ack,,,,,,,
tcp,43.134.120.219,799,175.103.46.158,37616,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,1024,20.198.119.84,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,,,
tcp,175.103.46.158,41662,104.22.21.162,443,OUT.bound,established,,speedtest.c,US,AS13335 cloudflare,,,
tcp,175.103.46.158,41890,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,55338,43.134.53.107,799,OUT.bound,close,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,101.32.248.90,799,175.103.46.158,45064,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
udp,175.103.46.158,52217,122.144.2.205,443,OUT.bound,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
tcp,175.103.46.158,41940,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,43.133.45.194,799,175.103.46.158,36618,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,59554,20.198.119.143,443,OUT.bound,established,,speedtest.c,IN,AS8075 microsoft corporation,,,
tcp,43.134.53.107,799,175.103.46.158,54622,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,60397,74.125.68.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,50167,34.120.208.123,443,OUT.bound,last-ack,,,,,,,
tcp,43.134.120.219,799,175.103.46.158,38480,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
udp,175.103.46.158,51750,157.240.218.60,443,OUT.bound,,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,175.103.46.158,40301,129.226.103.123,443,OUT.bound,time-wait,,speedtest.c,HK,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,60669,103.74.143.200,443,OUT.bound,time-wait,,speedtest.c,,,,,
tcp,175.103.46.158,43998,173.194.67.94,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,62039,35.201.68.45,443,OUT.bound,established,,,US,AS15169 google llc,,,
tcp,175.103.46.158,52400,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,52890,20.198.119.84,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,,,
udp,175.103.46.158,52214,31.13.95.60,443,OUT.bound,,,speedtest.c,ID,AS32934 facebook  inc.,,,
tcp,185.10.68.123,443,175.103.46.158,53675,IN.bound,established,,speedtest.c,SC,AS200651 flokinet ltd,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-14T20:31:11.734000
udp,175.103.46.158,48578,34.149.173.23,443,OUT.bound,,,speedtest.c,,,,,
icmp,3.27.122.249,0,146.196.111.218,0,IN.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,32894,31.13.68.61,443,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,175.103.46.158,53299,20.198.119.143,443,OUT.bound,established,,speedtest.c,IN,AS8075 microsoft corporation,,,
tcp,175.103.46.158,48640,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,47916,23.47.190.145,443,OUT.bound,established,,speedtest.c,,,,,
tcp,54.255.247.221,13501,175.103.46.158,58772,IN.bound,established,,,SG,AS16509 amazon.com inc,,,
tcp,43.133.45.194,799,175.103.46.158,36622,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,34018,43.128.118.190,800,OUT.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
udp,175.103.46.158,41570,64.233.170.95,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,56002,36.67.140.135,443,OUT.bound,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,40380,129.226.106.210,443,OUT.bound,time-wait,,speedtest.c,HK,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,39774,31.13.95.60,443,OUT.bound,established,,speedtest.c,ID,AS32934 facebook  inc.,,,
tcp,175.103.46.158,55806,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,52168,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,180.246.40.241,57860,175.103.46.159,1433,IN.bound,syn-sent,,,,,,,
tcp,175.103.46.158,52319,118.98.77.147,80,OUT.bound,syn-sent,,,,,,,
udp,175.103.46.158,65074,74.125.24.97,443,OUT.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,50144,23.54.81.105,80,OUT.bound,established,,,IN,AS20940 akamai international b.v.,,,
tcp,175.103.46.158,57832,52.77.50.120,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,48122,36.86.63.182,80,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,44100,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,55838,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,43.133.45.194,799,175.103.46.158,36732,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,47964,157.240.217.17,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,50169,34.120.208.123,443,OUT.bound,last-ack,,,,,,,
tcp,175.103.46.158,37630,43.133.45.194,800,OUT.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,43.134.120.219,799,175.103.46.158,38746,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,49742,74.125.68.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,61055,20.198.119.84,443,OUT.bound,established,,speedtest.c,IN,AS8075 microsoft corporation,,,
tcp,175.103.46.158,50179,34.120.208.123,443,OUT.bound,last-ack,,,,,,,
udp,175.103.46.158,48752,34.149.173.23,443,OUT.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,50171,34.120.208.123,443,OUT.bound,last-ack,,,,,,,
tcp,175.103.46.158,55776,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,43012,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,43.134.120.219,799,175.103.46.158,38732,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,50168,74.125.200.100,443,OUT.bound,last-ack,,,,,,,
udp,10.20.30.91,51056,255.255.255.255,10002,broadcast,,,speedtest.c,,,,,
tcp,175.103.46.158,38650,157.240.235.61,5222,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,175.103.46.158,62710,64.233.170.95,443,OUT.bound,time-wait,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,38040,23.106.127.161,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,59033,13.107.5.93,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,64279,74.125.68.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,52310,157.240.218.61,5222,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,175.103.46.158,35614,143.42.76.52,4001,OUT.bound,established,,speedtest.c,US,ASNone ,,,
tcp,18.163.242.58,23005,175.103.46.158,54848,IN.bound,established,,speedtest.c,HK,AS16509 amazon.com inc,,,
tcp,175.103.46.158,55795,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,53773,108.136.143.68,443,OUT.bound,established,,speedtest.c,ID,AS16509 amazon.com inc,,,
tcp,175.103.46.158,50178,34.120.208.123,443,OUT.bound,last-ack,,,,,,,
udp,175.103.46.158,52112,122.144.2.205,443,OUT.bound,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
tcp,175.103.46.158,55979,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,53836,157.240.217.61,443,OUT.bound,established,,speedtest.c,,,,,
udp,175.103.46.158,63020,122.144.2.205,443,OUT.bound,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,
tcp,175.103.46.158,55176,3.1.190.153,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,44696,172.253.118.102,443,OUT.bound,established,,speedtest.c,,,,,
udp,175.103.46.158,5678,192.168.1.1,53,local,,,speedtest.c,,,,,
udp,175.103.46.158,52746,74.125.130.93,443,OUT.bound,,,speedtest.c,,,,,
udp,175.103.46.158,39992,74.125.130.119,443,OUT.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,55578,74.125.68.188,5228,OUT.bound,established,,speedtest.c,US,AS15169 google llc,pc connections,pulled from router,2022-05-20T00:01:19.453000
udp,64.235.37.62,53407,175.103.46.157,5060,IN.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,54670,157.240.13.54,443,OUT.bound,established,,speedtest.c,,,,,
tcp,13.232.67.198,443,175.103.46.158,50035,IN.bound,established,,speedtest.c,IN,AS16509 amazon.com inc,,,
tcp,175.103.46.158,65329,103.74.143.150,443,OUT.bound,established,,speedtest.c,ID,AS46034 departemen kesehatan,,,
tcp,175.103.46.158,53589,157.240.13.54,443,OUT.bound,established,,speedtest.c,,,,,
udp,175.103.46.158,52497,216.239.38.120,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000
tcp,175.103.46.158,49744,74.125.68.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,48976,172.232.251.34,2000,OUT.bound,established,,speedtest.c,US,AS20940 akamai international b.v.,,,
tcp,175.103.46.158,55945,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
udp,175.103.46.158,51868,216.239.38.120,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000
tcp,175.103.46.158,50113,23.54.81.105,80,OUT.bound,established,,,IN,AS20940 akamai international b.v.,,,
udp,175.103.46.158,5678,192.168.122.1,53,local,,,speedtest.c,,,,,
udp,175.103.46.158,46785,34.117.36.110,443,OUT.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,50123,34.107.221.82,80,OUT.bound,established,,,US,AS15169 google llc,SOC2023,,2023-11-15T11:59:37.006000
tcp,175.103.46.158,50136,34.107.221.82,80,OUT.bound,established,,,US,AS15169 google llc,SOC2023,,2023-11-15T11:59:37.006000
icmp,13.54.33.27,0,146.196.111.218,0,IN.bound,,,speedtest.c,,,,,
tcp,175.103.46.158,56733,172.104.174.27,1194,OUT.bound,established,,speedtest.c,SG,AS63949 linode  llc,,,
udp,175.103.46.158,44102,64.233.170.95,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,,,
tcp,43.134.53.107,799,175.103.46.158,48598,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,157.240.218.61,443,175.103.46.158,53140,IN.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,175.103.46.158,33094,142.250.190.3,80,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,54.255.247.221,13501,175.103.46.158,44950,IN.bound,established,,,SG,AS16509 amazon.com inc,,,
tcp,175.103.46.158,54036,194.138.240.119,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,50908,157.240.199.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,62710,52.184.217.37,443,OUT.bound,established,,,US,AS8075 microsoft corporation,,,
tcp,175.103.46.158,53108,157.240.199.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,55174,3.1.190.153,443,OUT.bound,established,,speedtest.c,,,,,
tcp,175.103.46.158,58932,74.125.68.95,443,OUT.bound,established,,speedtest.c,US,AS15169 google llc,,,
tcp,175.103.46.158,58846,92.223.85.121,6568,OUT.bound,established,,,SG,AS199524 g-core labs s.a.,,,
tcp,175.103.46.158,60900,20.198.118.190,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000
icmp,146.196.111.218,0,204.155.149.42,0,OUT.bound,,4shared.com,,,,,,
tcp,175.103.46.158,57398,8.219.89.234,80,OUT.bound,established,,,SG,AS45102 alibaba (us) technology co.  ltd.,,,
tcp,175.103.46.158,64836,35.236.71.176,443,OUT.bound,established,,,US,AS396982 google,,,
tcp,175.103.46.158,50176,34.107.221.82,80,OUT.bound,established,,,US,AS15169 google llc,SOC2023,,2023-11-15T11:59:37.006000
tcp,175.103.46.158,50174,34.107.221.82,80,OUT.bound,established,,,US,AS15169 google llc,SOC2023,,2023-11-15T11:59:37.006000
tcp,198.74.56.135,42883,175.103.46.158,80,IN.bound,close,,,US,AS63949 linode  llc,Georgs Honeypot,Honeypot,2023-11-16T03:06:01.983000
tcp,175.103.46.158,55991,36.67.140.135,443,OUT.bound,time-wait,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
udp,146.196.111.218,40636,122.144.3.6,514,OUT.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
tcp,175.103.46.158,54443,131.253.33.239,443,OUT.bound,established,,speedtest.c,,,,,
tcp,43.134.53.107,799,175.103.46.158,55106,IN.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,175.103.46.158,43008,157.240.211.61,443,OUT.bound,established,,speedtest.c,HK,AS32934 facebook  inc.,,,
tcp,175.103.46.158,60693,143.244.33.102,80,OUT.bound,established,,,SG,AS60068 datacamp limited,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
tcp,175.103.46.158,55760,172.64.201.36,443,OUT.bound,established,,speedtest.c,US,AS13335 cloudflare,,,
