protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
gre,146.196.110.84,,203.123.56.202,,,,,OUT.bound
udp,203.123.56.246,58648.0,136.243.17.135,54063.0,,,,OUT.bound
udp,203.123.56.246,50239.0,195.201.83.113,64492.0,,,,OUT.bound
tcp,203.123.56.246,63843.0,202.78.195.146,443.0,established,,,OUT.bound
tcp,203.123.56.246,58221.0,149.154.170.100,443.0,established,,,OUT.bound
udp,203.123.56.246,59405.0,134.119.190.241,64118.0,,,,OUT.bound
tcp,203.123.56.246,49309.0,51.81.93.145,9001.0,established,,,OUT.bound
udp,203.123.56.246,45489.0,172.217.194.100,443.0,,,,OUT.bound
gre,203.123.56.246,,140.0.23.161,,,,,OUT.bound
gre,140.0.23.161,,203.123.56.246,,,,,IN.bound
tcp,203.123.56.246,62933.0,195.208.184.171,443.0,established,,,OUT.bound
tcp,212.227.43.225,443.0,203.123.56.246,49308.0,established,,,IN.bound
tcp,203.123.56.246,60779.0,2.59.169.42,80.0,established,,,OUT.bound
tcp,203.123.56.246,50087.0,2.59.169.43,80.0,established,,,OUT.bound
tcp,203.123.56.246,56853.0,104.21.60.188,80.0,established,,,OUT.bound
tcp,203.123.56.246,63697.0,2.59.169.85,80.0,established,,,OUT.bound
udp,203.123.56.246,45619.0,122.144.2.204,443.0,,,,OUT.bound
udp,134.119.186.75,55923.0,203.123.56.246,58859.0,,,,IN.bound
udp,203.123.56.246,54753.0,136.243.88.67,61752.0,,,,OUT.bound
udp,203.123.56.246,54753.0,136.243.88.67,41162.0,,,,OUT.bound
tcp,203.123.56.246,62936.0,195.208.184.171,443.0,established,,,OUT.bound
tcp,203.123.56.246,44543.0,115.238.23.30,80.0,last-ack,,,OUT.bound
tcp,203.123.56.246,60780.0,2.59.169.42,80.0,established,,,OUT.bound
udp,203.123.56.246,54753.0,136.243.88.67,51816.0,,,,OUT.bound
tcp,190.2.153.208,40001.0,203.123.56.246,58396.0,established,,,IN.bound
tcp,163.70.153.60,443.0,203.123.56.246,49314.0,established,,,IN.bound
tcp,190.2.153.208,40001.0,203.123.56.246,53757.0,established,,,IN.bound
tcp,203.123.56.246,39500.0,47.246.159.247,80.0,established,,,OUT.bound
tcp,203.123.56.246,61949.0,209.148.46.65,443.0,established,,,OUT.bound
tcp,78.46.123.26,8443.0,203.123.56.246,50426.0,established,,,IN.bound
tcp,203.123.56.246,49221.0,195.90.208.159,443.0,established,,,OUT.bound
tcp,203.123.56.246,44544.0,115.238.23.30,80.0,last-ack,,,OUT.bound
tcp,203.123.56.246,49155.0,92.223.85.164,443.0,established,,,OUT.bound
tcp,203.123.56.246,64192.0,2.59.169.43,80.0,established,,,OUT.bound
tcp,203.123.56.246,60781.0,2.59.169.42,80.0,established,,,OUT.bound
tcp,203.123.56.246,49388.0,157.240.208.60,443.0,established,,,OUT.bound
tcp,190.2.153.202,40001.0,203.123.56.246,58261.0,established,,,IN.bound
udp,178.132.3.202,54942.0,203.123.56.246,54439.0,,,,IN.bound
tcp,134.119.183.61,80.0,203.123.56.246,52278.0,established,,,IN.bound
tcp,203.123.56.246,60580.0,172.67.200.56,80.0,established,,,OUT.bound
tcp,135.148.150.100,443.0,203.123.56.246,51355.0,established,,,IN.bound
tcp,175.103.43.90,51221.0,146.196.110.84,899.0,established,,,IN.bound
icmp,203.123.56.246,,203.123.56.245,,,,,local
tcp,203.123.56.246,51476.0,115.238.23.23,80.0,last-ack,,,OUT.bound
udp,88.198.17.205,64752.0,203.123.56.246,56981.0,,,,IN.bound
tcp,205.185.124.189,8443.0,203.123.56.246,49170.0,established,,,IN.bound
tcp,203.123.56.246,60782.0,192.34.58.199,443.0,close-wait,,,OUT.bound
tcp,203.123.56.246,50630.0,163.70.153.20,443.0,established,,,OUT.bound
tcp,203.123.56.246,50090.0,157.240.208.35,443.0,established,,,OUT.bound
tcp,203.123.56.246,60783.0,192.34.58.199,443.0,close-wait,,,OUT.bound
udp,134.119.189.9,54329.0,203.123.56.246,58059.0,,,,IN.bound
tcp,198.71.53.137,443.0,203.123.56.246,54038.0,established,,,IN.bound
tcp,157.240.208.61,443.0,203.123.56.246,42140.0,established,,,IN.bound
tcp,163.172.53.201,443.0,203.123.56.246,49222.0,established,,,IN.bound
tcp,51.77.90.246,8081.0,203.123.56.246,50358.0,established,,,IN.bound
tcp,88.99.248.158,9001.0,203.123.56.246,52458.0,established,,,IN.bound
tcp,192.95.36.142,443.0,203.123.56.246,61969.0,established,,,IN.bound
udp,134.119.190.185,37150.0,203.123.56.246,53580.0,,,,IN.bound
tcp,203.123.56.246,58773.0,8.219.43.42,31006.0,established,,,OUT.bound
tcp,77.111.244.29,443.0,203.123.56.246,52232.0,established,,,IN.bound
tcp,91.121.219.14,9001.0,203.123.56.246,52459.0,established,,,IN.bound
tcp,203.123.56.246,63699.0,216.239.38.120,443.0,time-wait,,,OUT.bound
udp,203.123.56.246,13231.0,175.103.36.115,13231.0,,,,OUT.bound
tcp,203.123.56.246,62942.0,2.59.169.85,80.0,established,,,OUT.bound
tcp,203.123.56.246,63701.0,74.125.130.84,443.0,time-wait,,,OUT.bound
tcp,203.123.56.246,1036.0,92.223.85.164,443.0,established,,,OUT.bound
tcp,203.123.56.246,50364.0,163.70.153.60,443.0,established,,,OUT.bound
tcp,203.123.56.246,49177.0,162.159.134.233,443.0,established,,,OUT.bound
tcp,134.119.183.59,80.0,203.123.56.246,49286.0,established,,,IN.bound
tcp,203.123.56.246,50424.0,45.92.33.62,443.0,established,,,OUT.bound
tcp,203.123.56.246,56865.0,104.21.60.188,80.0,established,,,OUT.bound
tcp,203.123.56.246,63702.0,142.251.10.94,443.0,established,,,OUT.bound
tcp,203.123.56.246,49215.0,217.160.192.232,443.0,established,,,OUT.bound
tcp,163.70.153.61,443.0,203.123.56.246,34158.0,established,,,IN.bound
tcp,203.123.56.246,49175.0,81.169.159.28,29001.0,established,,,OUT.bound
tcp,203.123.56.246,49181.0,80.66.135.123,9001.0,established,,,OUT.bound
tcp,203.123.56.246,49224.0,163.70.153.60,443.0,established,,,OUT.bound
tcp,203.123.56.246,51510.0,115.238.23.23,80.0,last-ack,,,OUT.bound
tcp,163.70.153.60,443.0,203.123.56.246,50680.0,established,,,IN.bound
tcp,203.123.56.246,50320.0,134.119.183.59,80.0,established,,,OUT.bound
tcp,203.123.56.246,51148.0,20.192.15.87,443.0,established,,,OUT.bound
udp,203.123.56.246,53416.0,157.240.208.60,443.0,,,,OUT.bound
tcp,203.123.56.246,63703.0,142.251.10.94,443.0,established,,,OUT.bound
udp,203.123.56.246,37974.0,45.121.219.147,443.0,,,,OUT.bound
tcp,185.120.145.83,9001.0,203.123.56.246,49166.0,established,,,IN.bound
tcp,81.6.47.149,9001.0,203.123.56.246,50360.0,established,,,IN.bound
tcp,203.123.56.246,55123.0,34.67.9.172,443.0,established,,,OUT.bound
tcp,203.123.56.246,38744.0,157.240.208.60,443.0,established,,,OUT.bound
tcp,163.70.153.61,80.0,203.123.56.246,42704.0,established,,,IN.bound
