protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
gre,146.196.110.84,,203.123.56.202,,,
udp,203.123.56.246,58648,136.243.17.135,54063,,
udp,203.123.56.246,50239,195.201.83.113,64492,,
tcp,203.123.56.246,63843,202.78.195.146,443,established,
tcp,203.123.56.246,58221,149.154.170.100,443,established,
udp,203.123.56.246,59405,134.119.190.241,64118,,
tcp,203.123.56.246,49309,51.81.93.145,9001,established,
udp,203.123.56.246,45489,172.217.194.100,443,,
gre,203.123.56.246,,140.0.23.161,,,
gre,140.0.23.161,,203.123.56.246,,,
tcp,203.123.56.246,62933,195.208.184.171,443,established,
tcp,212.227.43.225,443,203.123.56.246,49308,established,
tcp,203.123.56.246,60779,2.59.169.42,80,established,
tcp,203.123.56.246,50087,2.59.169.43,80,established,
tcp,203.123.56.246,56853,104.21.60.188,80,established,
tcp,203.123.56.246,63697,2.59.169.85,80,established,
udp,203.123.56.246,45619,122.144.2.204,443,,
udp,134.119.186.75,55923,203.123.56.246,58859,,
udp,203.123.56.246,54753,136.243.88.67,61752,,
udp,203.123.56.246,54753,136.243.88.67,41162,,
tcp,203.123.56.246,62936,195.208.184.171,443,established,
tcp,203.123.56.246,44543,115.238.23.30,80,last-ack,
tcp,203.123.56.246,60780,2.59.169.42,80,established,
udp,203.123.56.246,54753,136.243.88.67,51816,,
tcp,190.2.153.208,40001,203.123.56.246,58396,established,
tcp,163.70.153.60,443,203.123.56.246,49314,established,
tcp,190.2.153.208,40001,203.123.56.246,53757,established,
tcp,203.123.56.246,39500,47.246.159.247,80,established,
tcp,203.123.56.246,61949,209.148.46.65,443,established,
tcp,78.46.123.26,8443,203.123.56.246,50426,established,
tcp,203.123.56.246,49221,195.90.208.159,443,established,
tcp,203.123.56.246,44544,115.238.23.30,80,last-ack,
tcp,203.123.56.246,49155,92.223.85.164,443,established,
tcp,203.123.56.246,64192,2.59.169.43,80,established,
tcp,203.123.56.246,60781,2.59.169.42,80,established,
tcp,203.123.56.246,49388,157.240.208.60,443,established,
tcp,190.2.153.202,40001,203.123.56.246,58261,established,
udp,178.132.3.202,54942,203.123.56.246,54439,,
tcp,134.119.183.61,80,203.123.56.246,52278,established,
tcp,203.123.56.246,60580,172.67.200.56,80,established,
