name,data,.id,type,static,ttl,timestamp
kurnia.id,202.148.6.185,*1,A,True,1d,2023-11-21 13:38:17 WIB
www.kurnia.id,202.148.6.185,*3,A,True,1d,2023-11-21 13:38:17 WIB
mobigifs.xyz,139.162.212.131,*EDB4E,A,False,13m48s,2023-11-21 13:38:17 WIB
,i.root-servers.net,*EDB4F,NS,False,14m58s,2023-11-21 13:38:17 WIB
,a.root-servers.net,*EDB50,NS,False,14m58s,2023-11-21 13:38:17 WIB
,l.root-servers.net,*EDB51,NS,False,14m58s,2023-11-21 13:38:17 WIB
,g.root-servers.net,*EDB52,NS,False,14m58s,2023-11-21 13:38:17 WIB
,j.root-servers.net,*EDB53,NS,False,14m58s,2023-11-21 13:38:17 WIB
,f.root-servers.net,*EDB54,NS,False,14m58s,2023-11-21 13:38:17 WIB
,b.root-servers.net,*EDB55,NS,False,14m58s,2023-11-21 13:38:17 WIB
,d.root-servers.net,*EDB56,NS,False,14m58s,2023-11-21 13:38:17 WIB
,h.root-servers.net,*EDB57,NS,False,14m58s,2023-11-21 13:38:17 WIB
,c.root-servers.net,*EDB58,NS,False,14m58s,2023-11-21 13:38:17 WIB
,e.root-servers.net,*EDB59,NS,False,14m58s,2023-11-21 13:38:17 WIB
,m.root-servers.net,*EDB5A,NS,False,14m58s,2023-11-21 13:38:17 WIB
,k.root-servers.net,*EDB5B,NS,False,14m58s,2023-11-21 13:38:17 WIB
a.root-servers.net,198.41.0.4,*EDB5C,A,False,14m58s,2023-11-21 13:38:17 WIB
wchampmuse.pw,199.59.243.225,*EDB61,A,False,14m58s,2023-11-21 13:38:17 WIB
