protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,31.13.68.60,443,175.103.46.158,53006,established,speedtest.c
tcp,175.103.46.158,49408,20.198.118.190,443,established,speedtest.c
tcp,157.240.15.60,443,175.103.46.158,60033,established,speedtest.c
tcp,157.240.217.60,443,175.103.46.158,61007,established,speedtest.c
tcp,175.103.46.158,39492,74.125.200.188,5228,established,speedtest.c
tcp,175.103.46.158,49546,23.216.158.56,80,established,
tcp,175.103.46.158,47652,154.94.23.152,80,established,speedtest.c
tcp,175.103.46.158,49302,103.126.10.171,443,established,
tcp,175.103.46.158,64488,91.108.56.158,443,established,speedtest.c
tcp,157.240.217.60,443,175.103.46.158,54238,established,speedtest.c
tcp,31.13.68.60,443,175.103.46.158,60442,established,speedtest.c
tcp,175.103.46.158,48316,43.133.45.194,800,established,speedtest.c
tcp,175.103.46.158,33854,142.251.175.188,5228,established,speedtest.c
tcp,175.103.46.158,54025,23.205.70.96,443,established,
tcp,175.103.46.158,35302,142.251.175.188,5228,established,speedtest.c
tcp,175.103.46.158,32986,157.240.211.61,443,established,speedtest.c
tcp,31.13.68.60,443,175.103.46.158,63562,established,speedtest.c
tcp,175.103.46.158,55070,74.125.200.188,5228,established,speedtest.c
tcp,175.103.46.158,1026,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,57792,142.251.175.188,5228,established,speedtest.c
tcp,175.103.46.158,51420,172.217.194.188,5228,established,speedtest.c
tcp,175.103.46.158,51458,20.198.119.143,443,established,speedtest.c
tcp,157.240.217.60,443,175.103.46.158,53228,established,speedtest.c
tcp,74.125.200.139,443,175.103.46.158,35758,established,speedtest.c
tcp,175.103.46.158,35776,31.13.95.34,443,established,speedtest.c
tcp,175.103.46.158,58429,3.33.193.183,443,established,speedtest.c
tcp,175.103.46.158,49268,157.240.15.61,443,established,speedtest.c
tcp,175.103.46.158,63012,36.91.234.34,443,established,speedtest.c
tcp,157.240.13.54,443,175.103.46.158,57201,established,speedtest.c
tcp,175.103.46.158,62736,184.25.236.184,443,established,speedtest.c
tcp,175.103.46.158,45438,74.125.130.188,5228,established,speedtest.c
udp,175.103.46.158,41716,31.13.95.1,443,,speedtest.c
tcp,192.74.233.26,32007,172.31.254.2,47110,established,speedtest.c
tcp,175.103.46.158,45618,43.134.53.107,799,established,speedtest.c
tcp,175.103.46.158,41742,142.251.175.188,5228,established,speedtest.c
tcp,175.103.46.158,42882,172.217.194.188,5228,established,speedtest.c
tcp,175.103.46.158,64033,172.217.194.94,443,established,speedtest.c
tcp,23.219.204.159,443,175.103.46.158,62742,established,speedtest.c
tcp,175.103.46.158,63794,45.89.228.144,443,established,speedtest.c
tcp,175.103.46.158,34766,64.233.170.188,5228,established,speedtest.c
tcp,175.103.46.158,49271,103.126.10.171,443,established,
tcp,157.240.7.54,443,175.103.46.158,65482,established,speedtest.c
tcp,175.103.46.158,46114,74.125.24.188,5228,established,speedtest.c
tcp,175.103.46.158,35116,172.217.194.188,5228,established,speedtest.c
tcp,157.240.15.60,443,175.103.46.158,52164,established,speedtest.c
tcp,175.103.46.158,49707,23.195.240.141,80,established,
udp,80.120.241.118,8080,175.103.46.157,5060,,speedtest.c
tcp,157.240.15.60,443,175.103.46.158,61466,established,speedtest.c
tcp,157.240.15.60,443,175.103.46.158,59755,established,speedtest.c
tcp,157.240.217.60,443,175.103.46.158,62370,established,speedtest.c
udp,175.103.46.158,49593,157.240.15.60,443,,speedtest.c
tcp,175.103.46.158,57398,157.240.211.61,443,established,speedtest.c
tcp,175.103.46.158,65516,184.25.236.184,443,established,
tcp,175.103.46.158,49442,20.198.118.190,443,established,speedtest.c
tcp,31.13.68.60,443,175.103.46.158,64930,established,speedtest.c
udp,175.103.46.158,53599,64.233.170.190,443,,speedtest.c
tcp,175.103.43.90,58705,146.196.111.218,899,established,speedtest.c
tcp,175.103.46.158,49362,23.54.81.105,80,established,
tcp,175.103.46.158,52720,74.125.24.188,5228,established,speedtest.c
tcp,175.103.46.158,54568,142.251.175.188,5228,established,speedtest.c
tcp,175.103.46.158,55822,43.134.120.219,799,established,speedtest.c
