session,protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
2023-11-30_14-46-44,tcp,146.196.111.218,899,175.103.43.90,53679,OUT.bound,,established,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-46-44,udp,175.103.46.158,64831,74.125.68.84,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-46-44,udp,175.103.46.158,62473,5.181.178.48,9266,OUT.bound,,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,udp,175.103.46.158,62473,206.84.112.29,9388,OUT.bound,d2ddatatrans,,,speedtest.c,ID,AS64315 pt mitra visioner pratama,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,206.84.112.29,8769,OUT.bound,oktaauthenticat,,,speedtest.c,ID,AS64315 pt mitra visioner pratama,,,,
2023-11-30_14-46-44,tcp,20.212.88.117,443,175.103.46.158,61692,IN.bound,https,established,,speedtest.c,US,AS8075 microsoft corporation,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62309,34.149.173.23,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,47612,47.74.170.157,5222,OUT.bound,xmpp-client,established,,speedtest.c,SG,AS45102 alibaba (us) technology co.  ltd.,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,
2023-11-30_14-46-44,tcp,43.128.74.37,799,175.103.46.158,41482,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,51758,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-46-44,tcp,43.198.50.186,23008,175.103.46.158,58924,IN.bound,,established,,speedtest.c,US,AS16509 amazon.com inc,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,63775,51.159.103.157,443,OUT.bound,https,established,,speedtest.c,FR,AS12876 online s.a.s.,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,33472,31.13.77.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-46-44,udp,146.196.111.222,5678,255.255.255.255,5678,broadcast,rrac,,,speedtest.c,,,,,,
2023-11-30_14-46-44,tcp,43.128.74.37,799,175.103.46.158,41518,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,62452,13.33.88.79,443,OUT.bound,https,established,,speedtest.c,US,ASNone ,,,,CDN IP ranges
2023-11-30_14-46-44,tcp,31.13.68.60,443,175.103.46.158,63074,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-46-44,tcp,175.103.46.158,55536,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,udp,175.103.46.158,53621,36.86.63.182,3544,OUT.bound,teredo,,,speedtest.c,,,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,51903,35.160.64.44,443,OUT.bound,https,time-wait,,speedtest.c,US,AS16509 amazon.com inc,,,,Cloud Provider IP range
2023-11-30_14-46-44,tcp,175.103.46.158,46400,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,61166,20.44.10.122,443,OUT.bound,https,established,,speedtest.c,US,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
2023-11-30_14-46-44,udp,175.103.46.158,62496,34.36.71.42,443,OUT.bound,https,,,speedtest.c,US,ASNone ,,,,
2023-11-30_14-46-44,udp,175.103.46.158,58825,172.217.194.93,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-46-44,udp,175.103.46.158,62491,103.152.36.130,9283,OUT.bound,callwaveiam,,,speedtest.c,ID,AS140433 pt. colo media netindo,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,63450,20.198.118.190,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
2023-11-30_14-46-44,tcp,175.103.43.90,57630,146.196.111.218,8278,IN.bound,,time-wait,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-46-44,udp,10.20.30.163,49837,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,42042,142.251.221.106,443,OUT.bound,https,established,,,US,AS15169 google llc,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62491,103.152.36.130,9182,OUT.bound,,,,speedtest.c,ID,AS140433 pt. colo media netindo,,,,
2023-11-30_14-46-44,tcp,43.128.74.37,799,175.103.46.158,41996,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,50370,103.74.143.176,443,OUT.bound,https,established,,speedtest.c,ID,AS46034 departemen kesehatan,,,,
2023-11-30_14-46-44,tcp,172.253.118.188,5228,175.103.46.158,46144,IN.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,
2023-11-30_14-46-44,udp,175.103.46.158,5678,192.168.124.1,53,local,domain,,,speedtest.c,,,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62323,210.210.145.139,443,OUT.bound,https,,,speedtest.c,ID,AS4787 pt cyberindo aditama,,,,
2023-11-30_14-46-44,tcp,43.128.74.37,799,175.103.46.158,41500,IN.bound,,close-wait,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62491,5.181.178.48,9201,OUT.bound,wap-wsp-wtp,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,tcp,175.103.46.158,54377,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-46-44,udp,175.103.46.158,55951,74.125.200.95,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-46-44,tcp,43.134.120.219,799,175.103.46.158,46354,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,udp,175.103.46.158,56860,172.217.194.95,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-46-44,tcp,175.103.46.158,58100,157.240.218.61,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,tcp,43.134.53.107,799,175.103.46.158,38404,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,56610,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,202.180.17.37,9091,OUT.bound,xmltec-xmlmail,,,speedtest.c,ID,AS38758 pt. hipernet indodata,,,,
2023-11-30_14-46-44,udp,146.196.111.218,44447,122.144.1.1,53,OUT.bound,domain,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-46-44,udp,146.196.111.218,58996,122.144.1.1,53,OUT.bound,domain,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62498,35.186.203.63,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Cloud Provider IP range
2023-11-30_14-46-44,udp,175.103.46.158,57021,142.251.175.95,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,36698,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,5.181.178.48,9181,OUT.bound,,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,tcp,175.103.46.158,51676,20.189.173.15,443,OUT.bound,https,established,,speedtest.c,US,AS8075 microsoft corporation,CVE:CVE-1999-0095,An attack on the Sendmail server is being investigated by researchers at the University of Californi,2023-11-21T01:02:17.904000,Cloud Provider IP range
2023-11-30_14-46-44,udp,175.103.46.158,62403,71.18.36.225,443,OUT.bound,https,,,speedtest.c,US,ASNone ,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,51294,104.22.21.162,443,OUT.bound,https,established,,speedtest.c,US,AS13335 cloudflare,,,,CDN IP ranges
2023-11-30_14-46-44,tcp,175.103.46.158,57204,157.240.217.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,icmp,146.196.111.218,,204.155.149.43,,OUT.bound,,,4shared.com,,US,AS40824 wz communications inc.,,,,
2023-11-30_14-46-44,udp,175.103.46.158,63327,74.125.24.113,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-46-44,udp,175.103.46.158,62473,5.181.178.48,8736,OUT.bound,,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,tcp,175.103.46.158,65099,20.198.119.143,443,OUT.bound,https,established,,,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-46-44,tcp,43.128.74.37,799,175.103.46.158,42046,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,202.180.17.36,9468,OUT.bound,,,,speedtest.c,ID,AS38758 pt. hipernet indodata,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,206.84.112.29,8736,OUT.bound,,,,speedtest.c,ID,AS64315 pt mitra visioner pratama,,,,
2023-11-30_14-46-44,udp,175.103.46.158,59045,36.91.114.83,123,OUT.bound,ntp,,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,IOCs - 2023491242 - ANIA Threat Feeds - IP Segment 5,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-05-09T13:02:06.153000,
2023-11-30_14-46-44,udp,175.103.46.158,49580,51.81.245.139,25,OUT.bound,smtp,,,speedtest.c,US,AS16276 ovh sas,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
2023-11-30_14-46-44,tcp,175.103.46.158,62502,71.18.36.225,443,OUT.bound,https,established,,speedtest.c,US,ASNone ,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62492,156.59.76.173,443,OUT.bound,https,,,speedtest.c,SG,AS21859 zenlayer inc,,,,
2023-11-30_14-46-44,udp,10.20.30.90,50123,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,36666,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,41186,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,103.149.176.70,9302,OUT.bound,,,,speedtest.c,ID,ASNone ,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,43136,31.13.68.61,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-46-44,tcp,175.103.46.158,60326,43.128.74.37,800,OUT.bound,mdbs-daemon,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,64375,142.251.10.188,443,OUT.bound,https,established,,,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_14-46-44,udp,175.103.46.158,62473,202.180.17.37,9360,OUT.bound,,,,speedtest.c,ID,AS38758 pt. hipernet indodata,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62491,5.181.178.48,8804,OUT.bound,truecm,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,tcp,175.103.46.158,56709,20.97.190.215,443,OUT.bound,https,established,,,US,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-46-44,tcp,175.103.46.158,36686,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,udp,146.196.111.218,35659,10.79.16.9,1812,local,radius,,,speedtest.c,,,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,202.180.17.36,8546,OUT.bound,,,,speedtest.c,ID,AS38758 pt. hipernet indodata,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,5.181.178.48,8945,OUT.bound,,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,tcp,35.203.210.96,51370,175.103.46.156,3822,IN.bound,,syn-sent,,,GB,AS396982 google,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-30T07:41:46.366000,Cloud Provider IP range
2023-11-30_14-46-44,tcp,43.133.45.194,799,175.103.46.158,45924,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,43.128.74.37,799,175.103.46.158,42130,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,35226,172.64.165.30,443,OUT.bound,https,established,,speedtest.c,US,AS13335 cloudflare,SafeFrame Container,If you want to know what is going to happen when you create a non-iterable object  try these three p,2022-06-05T00:03:45.266000,CDN IP ranges
2023-11-30_14-46-44,tcp,175.103.46.158,51754,194.138.240.119,443,OUT.bound,https,established,,speedtest.c,DE,AS9890 atos information technology,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62324,210.210.145.83,443,OUT.bound,https,,,speedtest.c,ID,AS4787 pt cyberindo aditama,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,65426,157.240.235.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,202.180.17.37,9097,OUT.bound,,,,speedtest.c,ID,AS38758 pt. hipernet indodata,,,,
2023-11-30_14-46-44,tcp,43.134.53.107,799,175.103.46.158,38918,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,48210,104.21.2.38,443,OUT.bound,https,established,,speedtest.c,US,AS13335 cloudflare,,,,CDN IP ranges
2023-11-30_14-46-44,tcp,175.103.46.158,34682,18.163.242.58,23008,OUT.bound,,established,,speedtest.c,HK,AS16509 amazon.com inc,,,,Cloud Provider IP range
2023-11-30_14-46-44,udp,175.103.46.158,62473,5.181.178.48,9040,OUT.bound,,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,udp,175.103.46.158,53614,74.125.130.94,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-46-44,tcp,175.103.46.158,63629,103.107.199.6,443,OUT.bound,https,established,,,SG,AS137409 gsl networks pty ltd,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62307,210.210.145.138,443,OUT.bound,https,,,speedtest.c,ID,AS4787 pt cyberindo aditama,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,63518,13.107.5.88,443,OUT.bound,https,established,,speedtest.c,US,AS8068 microsoft corporation,Jeeng / Powerbox,,2022-06-12T22:01:23.105000,Cloud Provider IP range
2023-11-30_14-46-44,udp,175.103.46.158,59997,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
2023-11-30_14-46-44,tcp,175.103.46.158,63686,52.25.237.147,8883,OUT.bound,secure-mqtt,established,,speedtest.c,US,AS16509 amazon.com inc,,,,Cloud Provider IP range
2023-11-30_14-46-44,tcp,31.13.95.34,443,175.103.46.158,60774,IN.bound,https,last-ack,,speedtest.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,Whitelisted IP
2023-11-30_14-46-44,tcp,3.216.157.50,7010,175.103.46.158,63395,IN.bound,ups-onlinet,established,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
2023-11-30_14-46-44,tcp,43.128.74.37,799,175.103.46.158,42224,IN.bound,,close-wait,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,51730,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62494,156.59.78.187,443,OUT.bound,https,,,speedtest.c,SG,AS21859 zenlayer inc,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62491,5.181.178.48,8612,OUT.bound,canon-bjnp2,,,speedtest.c,US,AS35913 dedipath,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,
2023-11-30_14-46-44,tcp,43.133.45.194,799,175.103.46.158,45772,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,59541,20.198.119.143,443,OUT.bound,https,established,,,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-46-44,udp,146.196.111.218,52106,10.79.16.9,1813,local,radius-acct,,,speedtest.c,,,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,52900,163.70.141.61,443,OUT.bound,https,established,,speedtest.c,FR,ASNone ,,,,
2023-11-30_14-46-44,tcp,43.134.120.219,799,175.103.46.158,46652,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,52781,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-46-44,icmp,146.196.111.218,,203.190.242.211,,OUT.bound,,,detik.com,,ID,AS24211 detik,,,,
2023-11-30_14-46-44,tcp,175.103.46.158,63810,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-46-44,udp,175.103.46.158,62473,103.149.176.70,8999,OUT.bound,bctp,,,speedtest.c,ID,ASNone ,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,103.173.74.180,8515,OUT.bound,,,,speedtest.c,,AS140443 pt herza digital indonesia,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,202.180.17.36,9049,OUT.bound,,,,speedtest.c,ID,AS38758 pt. hipernet indodata,,,,
2023-11-30_14-46-44,udp,10.20.30.66,5678,255.255.255.255,5678,broadcast,rrac,,,speedtest.c,,,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,206.84.112.27,9140,OUT.bound,,,,speedtest.c,ID,AS64315 pt mitra visioner pratama,,,,
2023-11-30_14-46-44,udp,175.103.46.158,62473,202.180.17.37,9292,OUT.bound,armtechdaemon,,,speedtest.c,ID,AS38758 pt. hipernet indodata,,,,
