protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
udp,175.103.46.158,62473,5.181.178.48,8910,,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,45958,established,speedtest.c,
tcp,175.103.46.158,42048,31.13.68.61,443,established,speedtest.c,
tcp,175.103.46.158,49436,20.198.119.84,443,established,speedtest.c,
udp,175.103.46.158,5678,255.255.255.255,5678,,speedtest.c,
tcp,153.0.155.5,38066,175.103.46.159,8088,syn-sent,,
tcp,43.128.74.37,799,175.103.46.158,41506,close-wait,speedtest.c,
tcp,175.103.46.158,65445,31.13.68.60,443,established,speedtest.c,
tcp,175.103.46.158,54019,20.198.119.143,443,established,speedtest.c,
udp,175.103.46.158,50951,216.239.38.120,443,,speedtest.c,
tcp,175.103.46.158,58464,31.13.68.61,443,established,speedtest.c,
tcp,175.103.46.158,35788,172.67.70.70,443,established,speedtest.c,
tcp,175.103.46.158,46344,43.133.45.194,799,established,speedtest.c,
udp,175.103.46.158,62473,206.84.112.27,8610,,speedtest.c,
tcp,175.103.46.158,61967,31.13.95.40,443,established,speedtest.c,
tcp,175.103.46.158,50372,216.239.38.178,443,established,speedtest.c,
udp,175.103.46.158,62499,156.59.78.182,443,,speedtest.c,
tcp,175.103.46.158,49237,172.253.118.95,443,last-ack,speedtest.c,
tcp,175.103.46.158,58298,142.250.190.3,443,time-wait,speedtest.c,
tcp,175.103.46.158,60023,74.125.130.94,80,established,speedtest.c,
tcp,175.103.46.158,55308,157.240.211.61,443,established,speedtest.c,
tcp,175.103.46.158,41878,31.13.77.61,443,established,speedtest.c,
tcp,175.103.46.158,57280,157.240.211.61,443,established,speedtest.c,
tcp,94.102.61.42,38968,175.103.46.156,23023,syn-sent,,
tcp,175.103.46.158,46360,43.133.45.194,799,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,42004,established,speedtest.c,
tcp,175.103.46.158,52935,74.125.130.94,443,established,speedtest.c,
tcp,175.103.46.158,47756,157.240.199.61,443,established,speedtest.c,
udp,175.103.46.158,62473,5.181.178.48,8675,,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,41494,established,speedtest.c,
tcp,175.103.46.158,59277,103.107.198.66,6568,established,,
tcp,175.103.46.158,50927,20.198.119.84,443,established,speedtest.c,
tcp,175.103.46.158,48132,157.240.199.61,443,established,speedtest.c,
tcp,175.103.46.158,41226,192.53.174.79,4001,established,speedtest.c,
tcp,175.103.46.158,39492,31.13.77.61,443,established,speedtest.c,
udp,0.0.0.0,5678,255.255.255.255,5678,,speedtest.c,
tcp,175.103.46.158,49356,142.251.10.95,443,established,speedtest.c,
udp,175.103.46.158,62473,103.152.36.130,9119,,speedtest.c,
tcp,43.134.120.219,799,175.103.46.158,45878,established,speedtest.c,
tcp,43.128.74.37,799,175.103.46.158,42446,established,speedtest.c,
udp,175.103.46.158,62430,34.117.36.110,443,,speedtest.c,
tcp,175.103.46.158,50721,91.108.56.100,443,established,speedtest.c,
