protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,119.110.75.198,51236,2.59.169.86,80,established,INTL.c,
tcp,119.110.75.198,45410,94.140.14.14,853,time-wait,INTL.c,
udp,119.110.75.198,49155,35.186.203.63,443,,LOKAL.c,
icmp,13.250.98.57,,119.110.66.86,,,,
icmp,47.128.69.1,,119.110.66.86,,,,
tcp,119.110.75.198,54386,182.23.50.233,443,established,LOKAL.c,
icmp,18.230.192.92,,119.110.66.86,,,,
tcp,119.110.75.198,51750,20.212.88.117,443,established,INTL.c,
icmp,108.136.175.173,,119.110.75.197,,,,
udp,119.110.75.198,33347,122.144.1.1,53,,LOKAL.c,
icmp,3.253.55.70,,119.110.66.86,,,,
icmp,108.136.40.227,,119.110.75.197,,,,
icmp,52.17.96.182,,119.110.66.86,,,,
icmp,108.136.208.115,,119.110.75.197,,,,
udp,119.110.75.198,38316,103.134.189.138,443,,INTL.c,
tcp,119.110.75.198,46516,203.161.21.34,443,close,INTL.c,
tcp,119.110.75.198,33354,163.181.100.238,443,close,LOKAL.c,
tcp,119.110.75.198,54424,204.79.197.203,443,close,LOKAL.c,
tcp,119.110.75.198,46522,203.161.21.34,443,established,INTL.c,
tcp,119.110.75.198,59234,157.240.208.61,5222,established,LOKAL.c,
udp,172.16.237.164,51891,255.255.255.255,10002,,,
udp,119.110.75.198,46121,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51253,157.240.208.35,443,established,LOKAL.c,
udp,119.110.75.198,40457,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,49580,157.240.208.60,443,established,LOKAL.c,
icmp,54.254.227.211,,119.110.66.86,,,,
udp,119.110.75.198,34829,122.144.1.1,53,,LOKAL.c,
tcp,178.254.26.126,443,119.110.75.198,49163,established,INTL.c,
udp,172.16.237.165,44236,255.255.255.255,10002,,,
udp,119.110.75.198,57289,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,42206,163.181.82.232,443,established,INTL.c,
tcp,119.110.75.198,54416,182.23.50.233,443,close,LOKAL.c,
udp,103.159.117.13,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,51282,104.18.33.221,443,time-wait,LOKAL.c,
tcp,119.110.75.198,51280,134.119.183.60,80,established,INTL.c,
tcp,119.110.75.198,51216,104.21.28.80,443,established,INTL.c,
tcp,119.110.75.198,51235,157.240.208.35,443,established,LOKAL.c,
tcp,119.110.75.198,51281,157.240.208.35,443,established,LOKAL.c,
tcp,119.110.75.198,48826,163.181.82.233,443,close,INTL.c,
tcp,119.110.75.198,51237,104.21.28.80,443,established,INTL.c,
udp,119.110.75.198,36117,23.215.35.99,443,,LOKAL.c,
tcp,119.110.75.198,51254,40.126.35.128,443,time-wait,LOKAL.c,
udp,119.110.75.198,40567,210.210.145.139,443,,LOKAL.c,
udp,172.16.237.90,33478,255.255.255.255,10002,,,
tcp,119.110.75.198,51255,40.126.35.128,443,time-wait,LOKAL.c,
udp,119.110.75.198,59448,23.215.35.68,443,,LOKAL.c,
udp,119.110.75.198,48400,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,62111,182.23.50.233,443,established,LOKAL.c,
tcp,119.110.75.198,51257,74.125.68.94,443,time-wait,LOKAL.c,
tcp,119.110.75.198,51284,104.18.36.131,443,time-wait,LOKAL.c,
udp,103.237.141.186,5678,255.255.255.255,5678,,,
tcp,13.224.167.55,443,119.110.75.198,44328,time-wait,INTL.c,
tcp,119.110.75.198,33150,64.233.170.188,5228,established,LOKAL.c,
tcp,119.110.75.198,51259,157.240.208.35,443,established,LOKAL.c,
udp,119.110.75.198,41582,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51283,17.33.200.215,443,established,INTL.c,
tcp,182.23.50.233,443,119.110.75.198,54270,established,LOKAL.c,
udp,119.110.75.198,41188,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51256,64.233.170.94,443,established,LOKAL.c,
udp,119.110.75.198,43821,192.168.0.1,53,,INTL.c,
udp,172.16.237.67,45759,255.255.255.255,10002,,,
tcp,190.2.153.211,40001,119.110.75.198,57293,established,INTL.c,
icmp,119.110.66.86,,98.137.246.8,,,,
tcp,163.181.100.237,443,119.110.75.198,59130,established,,
icmp,119.110.66.86,,103.28.54.16,,,,
icmp,119.110.66.86,,119.110.66.97,,,,
icmp,119.110.66.86,,8.8.8.8,,,,
tcp,119.110.75.198,51761,182.23.50.233,80,established,LOKAL.c,
icmp,119.110.66.86,,122.144.1.1,,,,
tcp,119.110.75.198,47636,130.44.212.236,443,established,INTL.c,
icmp,119.110.66.86,,175.103.33.174,,,,
icmp,119.110.66.86,,216.58.221.78,,,,
tcp,157.240.13.55,5222,119.110.75.198,49820,established,LOKAL.c,
tcp,119.110.75.198,51224,208.95.112.1,80,close-wait,INTL.c,
udp,119.110.75.198,43302,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51259,142.251.10.94,443,established,LOKAL.c,
tcp,119.110.75.198,51286,104.18.36.131,443,time-wait,LOKAL.c,
udp,119.110.75.198,45402,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,64167,40.126.35.134,443,time-wait,LOKAL.c,
tcp,157.240.208.61,443,119.110.75.198,39624,established,LOKAL.c,
tcp,119.110.75.198,51241,104.21.28.80,443,established,INTL.c,
udp,172.16.237.50,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,51285,104.18.33.221,443,time-wait,LOKAL.c,
udp,172.16.252.155,36172,255.255.255.255,10002,,,
tcp,172.253.118.188,5228,119.110.75.198,40436,established,LOKAL.c,
udp,172.16.252.106,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,51258,74.125.68.94,443,established,LOKAL.c,
tcp,119.110.75.198,51287,91.214.126.235,443,time-wait,INTL.c,
tcp,119.110.75.198,49343,182.23.50.233,80,established,LOKAL.c,
udp,119.110.75.198,55318,34.149.173.23,443,,INTL.c,
tcp,130.44.212.234,443,119.110.75.198,42226,established,INTL.c,
udp,119.110.75.198,49155,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51263,2.59.169.86,80,established,INTL.c,
udp,172.16.237.18,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,51262,40.126.35.128,443,time-wait,LOKAL.c,
udp,172.16.252.154,33737,255.255.255.255,10002,,,
tcp,119.110.75.198,51288,104.18.36.131,443,time-wait,LOKAL.c,
tcp,119.110.75.198,55848,64.233.170.188,5228,established,LOKAL.c,
udp,119.110.78.120,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,51223,157.240.208.35,443,close,LOKAL.c,
udp,119.110.66.91,5678,255.255.255.255,5678,,,
udp,172.16.236.26,51786,255.255.255.255,10002,,,
tcp,119.110.75.198,51261,142.251.10.94,443,time-wait,LOKAL.c,
tcp,119.110.75.198,47591,142.251.175.188,5228,established,LOKAL.c,
tcp,119.110.75.198,51221,104.21.28.80,443,close-wait,INTL.c,
tcp,119.110.75.198,51261,125.209.226.33,443,established,INTL.c,
tcp,119.110.75.198,42212,163.181.82.232,443,established,INTL.c,
udp,119.110.75.198,57983,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51263,157.240.208.35,443,established,LOKAL.c,
tcp,119.110.75.198,51244,104.21.28.80,443,established,INTL.c,
tcp,119.110.75.198,39174,47.236.119.81,8820,established,INTL.c,
tcp,119.110.75.198,51289,17.179.252.64,443,established,INTL.c,
udp,119.110.75.198,44442,34.149.173.23,443,,INTL.c,
tcp,119.110.75.198,54250,182.23.50.233,443,established,LOKAL.c,
tcp,119.110.75.198,42216,163.181.82.232,443,established,INTL.c,
udp,119.110.75.198,60743,23.215.35.76,443,,LOKAL.c,
tcp,119.110.75.198,48474,34.117.97.41,443,established,INTL.c,
udp,172.16.252.50,38791,255.255.255.255,10002,,,
tcp,119.110.75.198,51226,212.227.17.186,993,close,INTL.c,
udp,119.110.75.198,53374,34.117.36.110,443,,INTL.c,
tcp,119.110.75.198,51292,104.18.33.221,443,time-wait,LOKAL.c,
tcp,119.110.75.198,51291,157.240.208.35,443,established,LOKAL.c,
tcp,119.110.75.198,51264,13.107.42.22,443,established,LOKAL.c,
udp,119.110.75.198,35175,122.144.1.1,53,,LOKAL.c,
udp,172.16.252.91,35033,255.255.255.255,10002,,,
tcp,119.110.75.198,48830,163.181.82.233,443,close,INTL.c,
udp,119.110.75.198,40727,23.48.173.210,443,,LOKAL.c,
tcp,119.110.75.198,51290,104.18.36.131,443,time-wait,LOKAL.c,
tcp,119.110.75.198,54425,204.79.197.203,443,established,LOKAL.c,
tcp,119.110.75.198,49668,64.233.170.95,443,established,LOKAL.c,
udp,172.16.236.202,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,51201,182.23.50.233,443,established,LOKAL.c,
tcp,182.23.50.233,443,119.110.75.198,51197,close,LOKAL.c,
udp,172.16.236.66,60115,255.255.255.255,10002,,,
tcp,119.110.75.198,40002,74.125.130.119,443,established,LOKAL.c,
udp,119.110.75.198,35437,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,54730,13.126.206.164,443,established,INTL.c,
tcp,119.110.75.198,51265,87.240.190.75,443,established,INTL.c,
udp,172.16.236.91,57011,255.255.255.255,10002,,,
udp,172.16.252.170,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,51293,104.18.36.131,443,time-wait,LOKAL.c,
tcp,119.110.75.198,51228,104.21.28.80,443,close-wait,INTL.c,
tcp,119.110.75.198,60918,151.101.198.73,443,established,INTL.c,
udp,172.16.237.162,5678,255.255.255.255,5678,,,
udp,172.16.236.58,41529,255.255.255.255,10002,,,
udp,119.110.75.198,51154,34.96.106.127,443,,INTL.c,
tcp,119.110.75.198,51266,172.217.194.94,443,established,LOKAL.c,
tcp,119.110.75.198,49773,162.125.40.2,443,established,INTL.c,
udp,103.159.117.14,5678,255.255.255.255,5678,,,
udp,119.110.75.198,49757,103.134.189.139,443,,INTL.c,
udp,119.110.66.86,54208,122.144.3.6,514,,,
tcp,182.23.50.233,443,119.110.75.198,51200,close-wait,LOKAL.c,
udp,119.110.75.198,56681,34.102.164.249,443,,INTL.c,
tcp,175.103.43.90,52455,119.110.66.86,8278,time-wait,,
tcp,119.110.75.198,59686,157.240.208.16,443,established,LOKAL.c,
udp,119.110.75.198,51709,203.161.21.17,443,,INTL.c,
tcp,119.110.75.198,42840,157.240.208.60,443,close,LOKAL.c,
udp,172.16.252.130,5678,255.255.255.255,5678,,,
tcp,130.44.212.234,443,119.110.75.198,37092,established,INTL.c,
udp,172.16.236.50,48595,255.255.255.255,10002,,,
tcp,119.110.75.198,50897,182.23.50.233,443,close-wait,LOKAL.c,
tcp,119.110.75.198,54426,182.23.50.233,443,established,LOKAL.c,
udp,119.110.66.86,40833,10.79.21.14,1813,,,
tcp,119.110.75.198,50898,182.23.50.233,443,close-wait,LOKAL.c,
tcp,119.110.75.198,51294,104.18.35.175,443,established,LOKAL.c,
udp,119.110.66.86,53926,10.79.21.14,1812,,,
udp,119.110.66.86,46807,10.79.21.14,1813,,,
tcp,182.23.50.233,443,119.110.75.198,51199,close-wait,LOKAL.c,
udp,119.110.66.86,54407,10.79.21.14,1812,,,
tcp,119.110.75.198,51229,157.240.208.35,443,close,LOKAL.c,
tcp,175.103.43.90,52456,119.110.66.86,8278,established,,
tcp,119.110.75.198,51296,104.18.32.167,443,established,LOKAL.c,
udp,119.110.75.198,53818,122.144.1.1,53,,LOKAL.c,
udp,119.110.66.86,38150,10.79.21.14,1813,,,
tcp,119.110.75.198,51295,104.18.36.131,443,established,LOKAL.c,
tcp,119.110.75.198,51267,216.239.38.120,443,established,LOKAL.c,
